"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr","GBIF_ID"
"206","Civettictis civetta",21,1,2,"Mammal","Carnivora",12833.35,0.129142857,"Carnivore","Eutherian",7.74336284042407,"2434634"
"207","Coendou prehensilis",127,1,1,"Mammal","Rodentia",4150,0.121492481,"Herbivore","Eutherian",8.23096204612037,"2437600"
"208","Colobus angolensis",1072,1,1,"Mammal","Primate",8625,0.07082153,"Herbivore","Eutherian",14.119999949168,"5963047"
"209","Colobus guereza",1073,1,1,"Mammal","Primate",9950,0.071428571,"Herbivore","Eutherian",14.000000084,"5963045"
"210","Colobus polykomos",128,1,1,"Mammal","Primate",9735,0.0845821043333333,"Herbivore","Eutherian",11.8228318848519,"5963044"
"211","Condylura cristata",876,1,2,"Mammal","Eulipotyphla",55.3,1,"Carnivore","Eutherian",1,"2436248"
"212","Conepatus chinga",303,1,2,"Mammal","Carnivora",3400,0.25,"Carnivore","Eutherian",4,"2434870"
"213","Conepatus leuconotus",304,1,2,"Mammal","Carnivora",1900,0.245098039,"Carnivore","Eutherian",4.0800000035904,"2434878"
"214","Conilurus penicillatus",1265,1,1,"Mammal","Rodentia",144,0.555555556,"Herbivore","Eutherian",1.79999999856,"2437959"
"215","Connochaetes gnou",85,1,1,"Mammal","Artiodactyla",132250,0.114678899,"Herbivore","Eutherian",8.7200000062784,"2441106"
"216","Connochaetes taurinus",86,1,1,"Mammal","Artiodactyla",164500,0.102880658,"Herbivore","Eutherian",9.7200000412128,"2441105"
"217","Corynorhinus townsendii",633,1,2,"Mammal","Chiroptera",14.25,0.048780488,"Carnivore","Eutherian",20.499999918,"2432479"
"218","Cricetomys emini",1266,1,1,"Mammal","Rodentia",1300,0.337837838,"Herbivore","Eutherian",2.9599999985792,"2438551"
"219","Cricetomys gambianus",1267,1,1,"Mammal","Rodentia",1500,0.297619048,"Herbivore","Eutherian",3.3599999956992,"2438550"
"220","Cricetus cricetus",129,1,1,"Mammal","Rodentia",503.35,0.680722222,"Herbivore","Eutherian",1.4690279936241,"2438704"
"221","Crocidura flavescens",877,1,2,"Mammal","Eulipotyphla",45,1.136363636,"Carnivore","Eutherian",0.8800000002816,"9177524"
"222","Crocidura leucodon",22,1,2,"Mammal","Eulipotyphla",10.41,0.885534483,"Carnivore","Eutherian",1.12926150160998,"2435723"
"223","Crocidura russula",23,1,2,"Mammal","Eulipotyphla",9,0.736,"Carnivore","Eutherian",1.35869565217391,"2435654"
"224","Crocidura suaveolens",882,1,2,"Mammal","Eulipotyphla",7.7,0.892857143,"Carnivore","Eutherian",1.1199999998208,"2435687"
"225","Crocuta crocuta",24,1,2,"Mammal","Carnivora",63000,0.0809136255,"Carnivore","Eutherian",12.3588579033577,"5218781"
"226","Crossarchus obscurus",307,1,2,"Mammal","Carnivora",790,0.187969925,"Carnivore","Eutherian",5.31999999468,"5219137"
"227","Cryptomys anselli",1270,1,1,"Mammal","Rodentia",90,0.121359223,"Herbivore","Eutherian",8.2400000204352,"4263049"
"228","Cryptomys damarensis",1271,1,1,"Mammal","Rodentia",180,0.161290323,"Herbivore","Eutherian",6.19999998388,"2437214"
"229","Cryptomys hottentotus",1272,1,1,"Mammal","Rodentia",132.5,0.227272727,"Herbivore","Eutherian",4.40000000528,"2437213"
"230","Cryptomys mechowi",1273,1,1,"Mammal","Rodentia",250,0.15625,"Herbivore","Eutherian",6.4,"2437217"
"231","Cryptoprocta ferox",308,1,2,"Mammal","Carnivora",9500,0.108225108,"Carnivore","Eutherian",9.2400000192192,"2433516"
"232","Cryptotis parva",883,1,2,"Mammal","Eulipotyphla",4.5,0.714285714,"Carnivore","Eutherian",1.40000000056,"5219509"
"233","Ctenodactylus gundi",1274,1,1,"Mammal","Rodentia",288.8,0.431034483,"Herbivore","Eutherian",2.3199999987008,"5219941"
"234","Ctenomys talarum",1275,1,1,"Mammal","Rodentia",132,0.909,"Herbivore","Eutherian",1.1001100110011,"2439621"
"235","Cuniculus paca",1276,1,1,"Mammal","Rodentia",9000,0.153374233,"Herbivore","Eutherian",6.5200000054768,"4263039"
"236","Cuniculus taczanowskii",1277,1,1,"Mammal","Rodentia",8999.9,0.132275132,"Herbivore","Eutherian",7.5600000157248,"5706515"
"237","Cuon alpinus",309,1,2,"Mammal","Carnivora",15750,0.155279503,"Carnivore","Eutherian",6.4400000043792,"2434317"
"238","Cynictis penicillata",310,1,2,"Mammal","Carnivora",598.5,0.164473684,"Carnivore","Eutherian",6.0800000077824,"2434174"
"239","Cynomys ludovicianus",1278,1,1,"Mammal","Rodentia",1125,0.227272727,"Herbivore","Eutherian",4.40000000528,"2437232"
"240","Cynopterus brachyotis",634,1,2,"Mammal","Chiroptera",45,0.247524752,"Carnivore","Eutherian",4.0400000077568,"2432837"
"241","Cynopterus sphinx",635,1,2,"Mammal","Chiroptera",75,0.25,"Carnivore","Eutherian",4,"2432836"
"242","Cystophora cristata",25,1,2,"Mammal","Carnivora",2e+05,0.0726666666666667,"Carnivore","Eutherian",13.7614678899083,"5219378"
"243","Dactylopsila trivirgata",248,1,1,"Mammal","Diprotodontia",370.5,0.3932083335,"Herbivore","Marsupial",2.54318109460923,"2440033"
"244","Dama dama",130,1,1,"Mammal","Artiodactyla",59250,0.109741706,"Herbivore","Eutherian",9.11230594501602,"5220136"
"245","Damaliscus korrigum",131,1,1,"Mammal","Artiodactyla",98000,0.174,"Herbivore","Eutherian",5.74712643678161,"7261430"
"246","Damaliscus lunatus",91,1,1,"Mammal","Artiodactyla",110000,0.105932203,"Herbivore","Eutherian",9.4400000347392,"2441041"
"247","Damaliscus pygargus",92,1,1,"Mammal","Artiodactyla",84500,0.108695652,"Herbivore","Eutherian",9.20000001472,"2441042"
"248","Dasycercus cristicauda",24110,1,2,"Mammal","Dasyuromorphia",107.5,0.386418919,"Carnivore","Marsupial",2.58786501082262,"2435422"
"249","Dasyprocta azarae",1279,1,1,"Mammal","Rodentia",2650,0.211864407,"Herbivore","Eutherian",4.7199999950912,"2437582"
"250","Dasyprocta cristata",1280,1,1,"Mammal","Rodentia",2650,0.178571429,"Herbivore","Eutherian",5.59999998656,"8984909"
"251","Dasyprocta fuliginosa",1281,1,1,"Mammal","Rodentia",3500,0.138888889,"Herbivore","Eutherian",7.19999999424,"2437581"
"252","Dasyprocta leporina",1282,1,1,"Mammal","Rodentia",3265,0.140449438,"Herbivore","Eutherian",7.1200000102528,"2437577"
"253","Dasyprocta mexicana",1283,1,1,"Mammal","Rodentia",2700,0.190839695,"Herbivore","Eutherian",5.239999990568,"2437584"
"254","Dasyprocta prymnolopha",1284,1,1,"Mammal","Rodentia",2900,0.153374233,"Herbivore","Eutherian",6.5200000054768,"2437580"
"255","Dasyprocta punctata",132,1,1,"Mammal","Rodentia",2496.66666666667,0.23105314,"Herbivore","Eutherian",4.32800869964373,"2437576"
"256","Dasypus novemcinctus",271,1,9,"Mammal","Xenarthra",4633.33333333333,0.150035874333333,"Omnivore","Marsupial",6.66507263308447,"2440779"
"257","Dasypus septemcinctus",1522,1,9,"Mammal","Xenarthra",1475,0.148809524,"Omnivore","Marsupial",6.7199999913984,"2440776"
"258","Dasyuroides byrnei",728,1,2,"Mammal","Dasyuromorphia",105,0.3125,"Carnivore","Marsupial",3.2,"2435467"
"259","Dasyurus geoffroii",729,1,2,"Mammal","Dasyuromorphia",890,0.403225806,"Carnivore","Marsupial",2.4800000027776,"2435362"
"260","Dasyurus hallucatus",730,1,2,"Mammal","Dasyuromorphia",525,0.423728814,"Carnivore","Marsupial",2.3599999975456,"2435358"
"261","Dasyurus maculatus",731,1,2,"Mammal","Dasyuromorphia",5500,0.367647059,"Carnivore","Marsupial",2.7199999986944,"2435361"
"262","Dasyurus viverrinus",24210,1,2,"Mammal","Dasyuromorphia",1090,0.4468235295,"Carnivore","Marsupial",2.23802001008991,"2435357"
"263","Daubentonia madagascariensis",1077,1,9,"Mammal","Primate",2277.5,0.077399381,"Omnivore","Eutherian",12.9199999674416,"5219587"
"264","Delanymys brooksi",1288,1,1,"Mammal","Rodentia",5,1.429,"Herbivore","Eutherian",0.699790062981106,"2437678"
"265","Delphinapterus leucas",26,1,2,"Mammal","Cetacea",1407500,0.089125,"Carnivore","Eutherian",11.2201963534362,"5220003"
"266","Delphinus delphis",569,1,2,"Mammal","Cetacea",65000,0.127,"Carnivore","Eutherian",7.8740157480315,"8324617"
"267","Dendrohyrax arboreus",13310,1,1,"Mammal","Hyracoidea",2975,0.2199117645,"Herbivore","Eutherian",4.54727832443907,"2437044"
"268","Dendrolagus dorianus",778,1,1,"Mammal","Diprotodontia",9581,0.131578947,"Herbivore","Marsupial",7.60000002128,"2440213"
"269","Dendrolagus goodfellowi",779,1,1,"Mammal","Diprotodontia",7400,0.105932203,"Herbivore","Marsupial",9.4400000347392,"2440222"
"270","Dendrolagus inustus",780,1,1,"Mammal","Diprotodontia",11400,0.105042017,"Herbivore","Marsupial",9.5199999824832,"2440217"
"271","Dendrolagus matschiei",249,1,1,"Mammal","Diprotodontia",7080,0.2079684015,"Herbivore","Marsupial",4.80842278340058,"2440206"
"272","Dendrolagus ursinus",783,1,1,"Mammal","Diprotodontia",8000,0.125,"Herbivore","Marsupial",8,"2440221"
"273","Dendromus melanotis",1289,1,1,"Mammal","Rodentia",7.4,0.595238095,"Herbivore","Eutherian",1.680000000672,"5219775"
"274","Dendromus mesomelas",1290,1,1,"Mammal","Rodentia",13,0.757575758,"Herbivore","Eutherian",1.3199999992608,"5219770"
"275","Desmodillus auricularis",1291,1,1,"Mammal","Rodentia",54.5,0.409836066,"Herbivore","Eutherian",2.4399999974624,"2437723"
"276","Desmodus rotundus",636,1,2,"Mammal","Chiroptera",33.2,0.085616438,"Carnivore","Eutherian",11.6800000485888,"2433298"
"277","Dicerorhinus sumatrensis",134,1,1,"Mammal","Perissodactyla",1353333.33333333,0.0757398373333333,"Herbivore","Eutherian",13.2030914668983,"2440878"
"278","Diceros bicornis",135,1,1,"Mammal","Perissodactyla",1140000,0.057010204,"Herbivore","Eutherian",17.540719552591,"5220111"
"279","Dicrostonyx groenlandicus",1292,1,1,"Mammal","Rodentia",66,0.303030303,"Herbivore","Eutherian",3.30000000033,"2438391"
"280","Didelphis aurita",755,1,9,"Mammal","Didelphimorphia",850,0.625,"Omnivore","Marsupial",1.6,"2439928"
"281","Didelphis marsupialis",756,1,9,"Mammal","Didelphimorphia",1530,0.595238095,"Omnivore","Marsupial",1.680000000672,"2439920"
"282","Didelphis virginiana",757,1,9,"Mammal","Didelphimorphia",3000,0.378787879,"Omnivore","Marsupial",2.6399999985216,"2439923"
"283","Dinomys branickii",1293,1,1,"Mammal","Rodentia",12250,0.1953125,"Herbivore","Eutherian",5.12,"2437612"
"284","Diphylla ecaudata",637,1,2,"Mammal","Chiroptera",28,0.125,"Carnivore","Eutherian",8,"2433173"
"285","Dipodillus campestris",1294,1,1,"Mammal","Rodentia",28.4,0.342465753,"Herbivore","Eutherian",2.9200000036208,"4264986"
"286","Dipodomys deserti",1295,1,1,"Mammal","Rodentia",116,0.290697674,"Herbivore","Eutherian",3.4400000049536,"2439535"
"287","Dipodomys heermanni",1296,1,1,"Mammal","Rodentia",65,0.301204819,"Herbivore","Eutherian",3.3200000030544,"2439536"
"288","Dipodomys merriami",1297,1,1,"Mammal","Rodentia",42,0.257731959,"Herbivore","Eutherian",3.8799999964304,"2439521"
"289","Dipodomys ordii",1298,1,1,"Mammal","Rodentia",57,0.252525253,"Herbivore","Eutherian",3.9599999925552,"2439541"
"290","Dipodomys spectabilis",1299,1,1,"Mammal","Rodentia",145,0.196850394,"Herbivore","Eutherian",5.0799999922784,"2439531"
"291","Dobsonia moluccensis",638,1,1,"Mammal","Chiroptera",430,0.203252033,"Herbivore","Eutherian",4.9199999883888,"2432822"
"292","Dolichotis patagonum",1300,1,1,"Mammal","Rodentia",12500,0.173611111,"Herbivore","Eutherian",5.7600000036864,"2437619"
"293","Dorcopsis luctuosa",784,1,1,"Mammal","Diprotodontia",3570,0.179856115,"Herbivore","Marsupial",5.560000003336,"2440145"
"294","Dorcopsis muelleri",785,1,1,"Mammal","Diprotodontia",5000,0.201612903,"Herbivore","Marsupial",4.9600000055552,"2440139"
"295","Dorcopsulus macleayi",786,1,1,"Mammal","Diprotodontia",2988,0.316455696,"Herbivore","Marsupial",3.1600000020224,"2440204"
"296","Dryomys nitedula",1301,1,1,"Mammal","Rodentia",26,0.609756098,"Herbivore","Eutherian",1.6399999988192,"2439688"
"297","Dugong dugon",136,1,1,"Mammal","Sirenia",405000,0.04056164375,"Herbivore","Eutherian",24.6538332165101,"9729967"
"298","Echinops telfairi",27,1,2,"Mammal","Afrosoricida",180,1.3817894735,"Carnivore","Eutherian",0.723699245925685,"5218434"
"299","Echymipera rufescens",954,1,9,"Mammal","Peramelemorphia",1250,0.806451613,"Omnivore","Marsupial",1.2399999998512,"2435324"
"300","Eidolon helvum",639,1,1,"Mammal","Chiroptera",306.25,0.114678899,"Herbivore","Eutherian",8.7200000062784,"2432851"
"301","Eira barbara",314,1,2,"Mammal","Carnivora",4500,0.112107623,"Carnivore","Eutherian",8.9200000253328,"2433716"
"302","Elaphodus cephalophus",93,1,1,"Mammal","Artiodactyla",33500,0.110132159,"Herbivore","Eutherian",9.0799999662224,"2440983"
"303","Elaphurus davidianus",137,1,1,"Mammal","Artiodactyla",178833.333333333,0.113303030333333,"Herbivore","Eutherian",8.82588927284678,"2440938"
"304","Elephantulus intufi",942,1,2,"Mammal","Macroscelidea",52,0.268817204,"Carnivore","Eutherian",3.7200000041664,"2440842"
"305","Elephantulus myurus",943,1,2,"Mammal","Macroscelidea",52.4,2.941,"Carnivore","Eutherian",0.340020401224073,"2440855"
"306","Elephantulus rozeti",944,1,2,"Mammal","Macroscelidea",48,0.347222222,"Carnivore","Eutherian",2.8800000018432,"2440839"
"307","Elephantulus rufescens",28,1,2,"Mammal","Macroscelidea",47.75,0.375727848,"Carnivore","Eutherian",2.6615008850768,"2440848"
"308","Elephas maximus",138,1,1,"Mammal","Proboscidea",4635600,0.0422335878,"Herbivore","Eutherian",23.677836814044,"5219461"
"309","Eliomys melanurus",1302,1,1,"Mammal","Rodentia",122.5,0.403225806,"Herbivore","Eutherian",2.4800000027776,"2439684"
"310","Eliomys quercinus",1303,1,1,"Mammal","Rodentia",82.5,0.454545455,"Herbivore","Eutherian",2.1999999978,"2439683"
"311","Ellobius talpinus",1304,1,1,"Mammal","Rodentia",40,0.5,"Herbivore","Eutherian",2,"2438760"
"312","Enhydra lutris",29100,1,2,"Mammal","Carnivora",28616.6666666667,0.0955308643333333,"Carnivore","Eutherian",10.4678211275335,"2433670"
"313","Epomophorus gambianus",640,1,2,"Mammal","Chiroptera",80,0.320512821,"Carnivore","Eutherian",3.1199999952576,"2432790"
"314","Epomophorus wahlbergi",641,1,2,"Mammal","Chiroptera",80,0.247524752,"Carnivore","Eutherian",4.0400000077568,"2432787"
"315","Eptesicus fuscus",642,1,2,"Mammal","Chiroptera",23,0.052631579,"Carnivore","Eutherian",18.999999981,"2432352"
"316","Eptesicus nilssonii",643,1,2,"Mammal","Chiroptera",13,0.05,"Carnivore","Eutherian",20,"7261816"
"317","Eptesicus serotinus",644,1,2,"Mammal","Chiroptera",18.2,0.047619048,"Carnivore","Eutherian",20.999999832,"2432359"
"318","Equus asinus",1391,1,1,"Mammal","Perissodactyla",218332.666666667,0.102397163,"Herbivore","Eutherian",9.76589556489959,"2440891"
"319","Equus burchelli",978,1,1,"Mammal","Perissodactyla",238000,0.057,"Herbivore","Eutherian",17.5438596491228,"2440885"
"320","Equus caballus",1406,1,1,"Mammal","Perissodactyla",275000,0.0419298245,"Herbivore","Eutherian",23.8493724198631,"2440886"
"321","Equus grevyi",141,1,1,"Mammal","Perissodactyla",396000,0.1038225805,"Herbivore","Eutherian",9.63181607685045,"2440894"
"322","Equus hemionus",142,1,1,"Mammal","Perissodactyla",230000,0.103056962,"Herbivore","Eutherian",9.70337161695102,"2440893"
"323","Equus kiang",985,1,1,"Mammal","Perissodactyla",275000,0.083056478,"Herbivore","Eutherian",12.0400000587552,"2440887"
"324","Equus quagga",986,1,1,"Mammal","Perissodactyla",280000,0.065789474,"Herbivore","Eutherian",15.19999992704,"2440892"
"325","Equus zebra",143,1,1,"Mammal","Perissodactyla",290000,0.102433735,"Herbivore","Eutherian",9.76240883923641,"2440888"
"326","Erethizon dorsatum",14410,1,1,"Mammal","Rodentia",7080,0.145,"Herbivore","Eutherian",6.89655172413793,"6066824"
"327","Erethizon dorsatus",1307,1,1,"Mammal","Rodentia",8600,0.106837607,"Herbivore","Eutherian",9.3599999857728,"6066824"
"328","Erignathus barbatus",3011,1,2,"Mammal","Carnivora",3e+05,0.0876666666666667,"Carnivore","Eutherian",11.4068441064639,"2434816"
"329","Erinaceus concolor",865,1,2,"Mammal","Erinaceomorpha",719,0.357142857,"Carnivore","Eutherian",2.80000000112,"5219624"
"330","Erinaceus europaeus",3110,1,2,"Mammal","Erinaceomorpha",804.75,0.2721688035,"Carnivore","Eutherian",3.67419038163204,"5219616"
"331","Erythrocebus patas",213,1,9,"Mammal","Primate",7510,0.1041696115,"Omnivore","Eutherian",9.59972861183225,"2436548"
"332","Eschrichtius robustus",3214,1,2,"Mammal","Cetacea",24900000,0.0514374026,"Carnivore","Eutherian",19.4411060717129,"2440704"
"333","Eubalaena australis",575,1,2,"Mammal","Cetacea",4.5e+07,0.014285714,"Carnivore","Eutherian",70.0000014,"2440332"
"334","Eubalaena glacialis",576,1,2,"Mammal","Cetacea",2.3e+07,0.014925373,"Carnivore","Eutherian",67.000000603,"2440339"
"335","Eudorcas rufifrons",97,1,1,"Mammal","Artiodactyla",15011,0.172413793,"Herbivore","Eutherian",5.80000000348,"7261425"
"336","Eudorcas thomsonii",98,1,1,"Mammal","Artiodactyla",25000,0.125,"Herbivore","Eutherian",8,"7261427"
"337","Eulemur coronatus",1080,1,9,"Mammal","Primate",1645,0.092592593,"Omnivore","Eutherian",10.79999995248,"2436422"
"338","Eulemur fulvus",1081,1,9,"Mammal","Primate",2485,0.070422535,"Omnivore","Eutherian",14.2000000426,"9092265"
"339","Eulemur macaco",1082,1,9,"Mammal","Primate",2467,0.066666667,"Omnivore","Eutherian",14.999999925,"2436420"
"340","Eulemur mongoz",1083,1,9,"Mammal","Primate",1555,0.069060773,"Omnivore","Eutherian",14.4800001007808,"2436418"
"341","Eulemur rubriventer",1084,1,9,"Mammal","Primate",2191.5,0.078864353,"Omnivore","Eutherian",12.6800000502128,"2436421"
"342","Eumetopias jubatus",33,1,2,"Mammal","Carnivora",538333.333333333,0.0900731706666667,"Carnivore","Eutherian",11.102085033741,"2433462"
"343","Euphractus sexcinctus",1523,1,9,"Mammal","Xenarthra",4850,0.113122172,"Omnivore","Marsupial",8.8399999957568,"2440799"
"344","Felis catus",324,1,2,"Mammal","Carnivora",3900,0.083333333,"Carnivore","Eutherian",12.000000048,"2435035"
"345","Felis chaus",325,1,2,"Mammal","Carnivora",10000,0.125,"Carnivore","Eutherian",8,"2435066"
"346","Felis manul",326,1,2,"Mammal","Carnivora",3500,0.157232704,"Carnivore","Eutherian",6.3600000162816,"2435023"
"347","Felis margarita",327,1,2,"Mammal","Carnivora",2750,0.179856115,"Carnivore","Eutherian",5.560000003336,"2435028"
"348","Felis nigripes",34,1,2,"Mammal","Carnivora",1712.5,0.186628205,"Carnivore","Eutherian",5.35824689521072,"2435037"
"349","Felis silvestris",35,1,2,"Mammal","Carnivora",4660,0.1503157894,"Carnivore","Eutherian",6.65266106768688,"7964291"
"350","Fossa fossana",335,1,2,"Mammal","Carnivora",1540,0.11682243,"Carnivore","Eutherian",8.559999993152,"2433529"
"351","Funisciurus anerythrus",1308,1,1,"Mammal","Rodentia",218,0.25,"Herbivore","Eutherian",4,"2437413"
"352","Funisciurus pyrropus",1309,1,1,"Mammal","Rodentia",271.7,0.263157895,"Herbivore","Eutherian",3.7999999962,"2437411"
"353","Galago moholi",1085,1,9,"Mammal","Primate",169.2,0.15060241,"Omnivore","Eutherian",6.639999984064,"2436522"
"354","Galago senegalensis",1086,1,9,"Mammal","Primate",192.2,0.14619883,"Omnivore","Eutherian",6.840000019152,"9198359"
"355","Galagoides demidoff",1087,1,9,"Mammal","Primate",60,0.186567164,"Omnivore","Eutherian",5.3600000051456,"2436517"
"356","Galea musteloides",1455,1,1,"Mammal","Rodentia",408.95,1.547642857,"Herbivore","Eutherian",0.64614390553802,"5219699"
"357","Galea spixii",1312,1,1,"Mammal","Rodentia",450,0.543478261,"Herbivore","Eutherian",1.8399999995584,"5219701"
"358","Galerella pulverulenta",336,1,2,"Mammal","Carnivora",650,0.213675214,"Carnivore","Eutherian",4.6799999928864,"5219126"
"359","Galerella sanguinea",337,1,2,"Mammal","Carnivora",500,0.198412698,"Carnivore","Eutherian",5.0400000104832,"5219098"
"360","Galictis cuja",338,1,2,"Mammal","Carnivora",1000,0.245098039,"Carnivore","Eutherian",4.0800000035904,"5218901"
"361","Galictis vittata",339,1,2,"Mammal","Carnivora",2300,0.2,"Carnivore","Eutherian",5,"5218906"
"362","Galidia elegans",340,1,2,"Mammal","Carnivora",800,0.096153846,"Carnivore","Eutherian",10.40000001664,"2433507"
"363","Gazella cuvieri",99,1,1,"Mammal","Artiodactyla",17500,0.139664804,"Herbivore","Eutherian",7.1600000240576,"5220148"
"364","Gazella dorcas",1462,1,1,"Mammal","Artiodactyla",18750,0.154742616,"Herbivore","Eutherian",6.46234389626708,"5220149"
"365","Gazella gazella",1479,1,1,"Mammal","Artiodactyla",22875,0.174806011,"Herbivore","Eutherian",5.72062707843611,"5220154"
"366","Gazella leptoceros",104,1,1,"Mammal","Artiodactyla",48500,0.171232877,"Herbivore","Eutherian",5.8399999901888,"5220150"
"367","Gazella subgutturosa",105,1,1,"Mammal","Artiodactyla",48500,0.153374233,"Herbivore","Eutherian",6.5200000054768,"5220146"
"368","Genetta genetta",341,1,2,"Mammal","Carnivora",1866.7,0.110132159,"Carnivore","Eutherian",9.0799999662224,"5219362"
"369","Genetta maculata",342,1,2,"Mammal","Carnivora",2225,0.125,"Carnivore","Eutherian",8,"5219355"
"370","Genetta tigrina",343,1,2,"Mammal","Carnivora",1820,0.117370892,"Carnivore","Eutherian",8.5200000013632,"5219356"
"371","Geocapromys brownii",1313,1,1,"Mammal","Rodentia",1500,0.185185185,"Herbivore","Eutherian",5.4000000054,"2437650"
"372","Geomys bursarius",1314,1,1,"Mammal","Rodentia",176.7,0.208333333,"Herbivore","Eutherian",4.80000000768,"2439378"
"373","Georychus capensis",1482,1,1,"Mammal","Rodentia",181,0.566107143,"Herbivore","Eutherian",1.76645006579611,"5219653"
"374","Gerbilliscus afra",1317,1,1,"Mammal","Rodentia",74.8,0.438596491,"Herbivore","Eutherian",2.2800000011856,"4264940"
"375","Gerbilliscus validus",1318,1,1,"Mammal","Rodentia",113,0.5,"Herbivore","Eutherian",2,"4264944"
"376","Gerbillus gerbillus",1319,1,1,"Mammal","Rodentia",30,0.423728814,"Herbivore","Eutherian",2.3599999975456,"2437787"
"377","Gerbillus nanus",1320,1,1,"Mammal","Rodentia",18.5,0.555555556,"Herbivore","Eutherian",1.79999999856,"2437788"
"378","Gerbillus perpallidus",1321,1,1,"Mammal","Rodentia",50,0.454545455,"Herbivore","Eutherian",2.1999999978,"2437809"
"379","Gerbillus pyramidum",1499,1,1,"Mammal","Rodentia",38.95,0.3139390245,"Herbivore","Eutherian",3.1853319337813,"2437811"
"380","Giraffa camelopardalis",1504,1,1,"Mammal","Artiodactyla",875000,0.08257278475,"Herbivore","Eutherian",12.1105277365615,"2441205"
"381","Glaucomys sabrinus",1324,1,9,"Mammal","Rodentia",149,0.176056338,"Omnivore","Eutherian",5.6800000009088,"2437331"
"382","Glaucomys volans",1325,1,9,"Mammal","Rodentia",65.4,0.131578947,"Omnivore","Eutherian",7.60000002128,"2437338"
"383","Glirulus japonicus",1326,1,1,"Mammal","Rodentia",27,0.357142857,"Herbivore","Eutherian",2.80000000112,"2439681"
"384","Glis glis",1327,1,1,"Mammal","Rodentia",125,0.287356322,"Herbivore","Eutherian",3.4799999980512,"5706486"
"385","Globicephala macrorhynchus",577,1,2,"Mammal","Cetacea",2200000,0.015873016,"Carnivore","Eutherian",62.999999496,"2440605"
"386","Globicephala melas",578,1,2,"Mammal","Cetacea",1060000,0.041666667,"Carnivore","Eutherian",23.999999808,"2440596"
"387","Glossophaga soricina",645,1,2,"Mammal","Chiroptera",10,0.227272727,"Carnivore","Eutherian",4.40000000528,"2433194"
"388","Gorilla gorilla",214,1,9,"Mammal","Primate",129280.666666667,0.0481991126666667,"Omnivore","Eutherian",20.7472699117047,"2436441"
"389","Gracilinanus agilis",758,1,9,"Mammal","Didelphimorphia",22,0.409836066,"Omnivore","Marsupial",2.4399999974624,"2439852"
"390","Grammomys dolichurus",1328,1,1,"Mammal","Rodentia",60,0.568181818,"Herbivore","Eutherian",1.7600000005632,"2439202"
"391","Grampus griseus",579,1,2,"Mammal","Cetacea",425000,0.058823529,"Carnivore","Eutherian",17.000000119,"5220027"
"392","Graphiurus murinus",1329,1,9,"Mammal","Rodentia",24,0.362318841,"Omnivore","Eutherian",2.7599999967984,"5219911"
"393","Graphiurus platyops",1330,1,9,"Mammal","Rodentia",46.1,0.342465753,"Omnivore","Eutherian",2.9200000036208,"5219908"
"394","Gulo gulo",344,1,2,"Mammal","Carnivora",16333.3,0.128205128,"Carnivore","Eutherian",7.80000001248,"5219073"
"395","Gymnobelideus leadbeateri",250,1,1,"Mammal","Diprotodontia",127,0.2611524825,"Herbivore","Marsupial",3.82918052482997,"2440054"
"396","Halichoerus grypus",36,1,2,"Mammal","Carnivora",253600,0.0624550116,"Carnivore","Eutherian",16.011525326496,"2434806"
"397","Hapalemur griseus",1091,1,9,"Mammal","Primate",1012.5,0.107296137,"Omnivore","Eutherian",9.3200000294512,"2436414"
"398","Haplonycteris fischeri",646,1,2,"Mammal","Chiroptera",18,0.1,"Carnivore","Eutherian",10,"2432937"
"399","Helarctos malayanus",350,1,2,"Mammal","Carnivora",46000,0.069637883,"Carnivore","Eutherian",14.3600000017232,"2433403"
"400","Heliosciurus rufobrachium",1331,1,9,"Mammal","Rodentia",326.5,0.287356322,"Omnivore","Eutherian",3.4799999980512,"2437540"
"401","Helogale parvula",351,1,2,"Mammal","Carnivora",274.8,0.138888889,"Carnivore","Eutherian",7.19999999424,"2434165"
"402","Hemibelideus lemuroides",251,1,1,"Mammal","Diprotodontia",996,0.5649814815,"Herbivore","Marsupial",1.76996951713363,"2440060"
"403","Hemicentetes semispinosus",37,1,2,"Mammal","Afrosoricida",146,0.972962963,"Carnivore","Eutherian",1.02778835169289,"2432143"
"404","Hemiechinus auritus",870,1,9,"Mammal","Erinaceomorpha",342,0.328947368,"Omnivore","Eutherian",3.0400000038912,"2437125"
"405","Hemigalus derbyanus",352,1,2,"Mammal","Carnivora",2400,0.15625,"Carnivore","Eutherian",6.4,"2434623"
"406","Hemitragus hylocrius",110,1,1,"Mammal","Artiodactyla",75000,0.144508671,"Herbivore","Eutherian",6.9199999770256,"5220175"
"407","Hemitragus jemlahicus",1511,1,1,"Mammal","Artiodactyla",62600,0.1853394495,"Herbivore","Eutherian",5.39550539670725,"5220174"
"408","Herpestes edwardsi",353,1,2,"Mammal","Carnivora",1000,0.203252033,"Carnivore","Eutherian",4.9199999883888,"2434286"
"409","Herpestes ichneumon",354,1,2,"Mammal","Carnivora",2850,0.213,"Carnivore","Eutherian",4.69483568075117,"2434255"
"410","Herpestes javanicus",355,1,2,"Mammal","Carnivora",800,0.15060241,"Carnivore","Eutherian",6.639999984064,"2434271"
