"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group","GBIF_ID"
"166","Cuon alpinus",59,1,2,"Mammal","Carnivora",16000,8.04254362347078e-06,7.2692209126496e-06,8.04254362347078e-06,NA,3.2479187131579e-07,"Carnivore","Eutherian","2434317"
"167","Cyclopes didactylus",2652,1,9,"Mammal","Xenarthra",400,9.7944e-06,1.95439582464577e-05,1.37395066845677e-05,9.7944e-06,1.54e-05,"Omnivore","Eutherian","2436326"
"168","Cynomys ludovicianus",2440,1,1,"Mammal","Rodentia",1130,0.00582426,0.00805187628583158,0.00709423952683434,0.00582426,0.00247,"Herbivore","Eutherian","2437232"
"169","Damaliscus dorcas",543,1,1,"Mammal","Artiodactyla",70000,0.00167217823873474,0.00122564364174177,0.00167217823873474,NA,1.88e-05,"Herbivore","Eutherian","8286215"
"170","Damaliscus lunatus",103,1,1,"Mammal","Artiodactyla",108666.666666667,0.000198118599326598,0.000143752013718054,0.000198118599326598,NA,1.60229619047619e-06,"Herbivore","Eutherian","2441041"
"171","Dasymys incomptus",2441,1,1,"Mammal","Rodentia",88,0.00100238432357606,0.000991200106823584,0.00100238432357606,NA,0.00194,"Herbivore","Eutherian","2438420"
"172","Dasymys incomtus",2442,1,1,"Mammal","Rodentia",92,0.00101670155879972,0.00100777375010025,0.00101670155879972,NA,0.0019098,"Herbivore","Eutherian","2438420"
"173","Dasyprocta leporina",104,1,1,"Mammal","Rodentia",2433.5,0.00063492625002435,0.000415613236963802,0.000351324040063346,0.00063492625002435,7.305e-05,"Herbivore","Eutherian","2437577"
"174","Dasyprocta punctata",105,1,1,"Mammal","Rodentia",2800,0.000316296606339464,0.000377021464234709,0.000316296606339464,NA,5.985e-05,"Herbivore","Eutherian","2437576"
"175","Dasypus novemcinctatus",2653,1,2,"Mammal","Xenarthra",3500,4.98782710491458e-05,9.68179704368021e-05,4.98782710491458e-05,NA,1.33e-05,"Carnivore","Eutherian","2440779"
"176","Dasypus novemcinctus",2654,1,9,"Mammal","Xenarthra",3544,9.73333333236e-05,0.000112768646949588,8.28124546146827e-05,9.73333333236e-05,2.19e-05,"Omnivore","Eutherian","2440779"
"177","Delanymys brooksi",2447,1,1,"Mammal","Rodentia",5,7.40771480617294e-05,6.27413189062275e-05,7.40771480617294e-05,NA,0.000985,"Herbivore","Eutherian","2437678"
"178","Dendrohyrax validus",1996,1,1,"Mammal","Hyracoidea",2430,0.000145497425978084,0.000145497425978084,NA,NA,2.56e-05,"Herbivore","Eutherian","2437045"
"179","Dendromus mesomelas",106,1,1,"Mammal","Rodentia",13.75,0.000335641911442325,0.000300240684282333,0.000335641911442325,NA,0.0022615,"Herbivore","Eutherian","5219770"
"180","Dendromus mystacalis",2450,1,1,"Mammal","Rodentia",8,7.09070396696977e-05,6.16000725019593e-05,7.09070396696977e-05,NA,0.0006875,"Herbivore","Eutherian","5219774"
"181","Dendromus mysticalis",2451,1,1,"Mammal","Rodentia",8.2,0.00012268993912621,0.000106728377885435,0.00012268993912621,NA,0.00117,"Herbivore","Eutherian","5219774"
"182","Dendromus nyikae",2452,1,1,"Mammal","Rodentia",13,6.49596985317661e-05,5.79324574858486e-05,6.49596985317661e-05,NA,0.0004545,"Herbivore","Eutherian","5219769"
"183","Desmodillus auricularis",2453,1,1,"Mammal","Rodentia",55,0.000698622222381,0.000519039884586279,0.000538388948515433,0.000698622222381,0.001429,"Herbivore","Eutherian","2437723"
"184","Dicerorhinus sumatrensis",2030,1,1,"Mammal","Perissodactyla",1120000,4.53816647573855e-05,4.53816647573855e-05,NA,NA,9.3e-08,"Herbivore","Eutherian","2440878"
"185","Diceros bicornis",107,1,1,"Mammal","Perissodactyla",998080,4.93462858643843e-05,4.93462858643843e-05,NA,NA,1.0995e-07,"Herbivore","Eutherian","5220111"
"186","Dicrostonyx groenlandicus",2454,1,1,"Mammal","Rodentia",56,0.000268515,0.000215280931519711,0.000223089125288928,0.000268515,0.000585,"Herbivore","Eutherian","2438391"
"187","Didelphis marsupialis",200,1,9,"Mammal","Didelphimorphia",1055.5,0.0002057165,0.000147051890583914,0.000157794721842779,0.0002057165,6.215e-05,"Omnivore","Marsupial","2439920"
"188","Dipodomys agilis",2455,1,1,"Mammal","Rodentia",60,0.00017892,0.000194999516478447,0.00020132066539565,0.00017892,0.000504,"Herbivore","Eutherian","2439534"
"189","Dipodomys deserti",2456,1,1,"Mammal","Rodentia",108,0.000241013888941,0.000278037695009167,0.000278082581756473,0.000241013888941,0.000469,"Herbivore","Eutherian","2439535"
"190","Dipodomys elator",2457,1,1,"Mammal","Rodentia",145,0.00104796669364565,0.00106459975555898,0.00104796669364565,NA,0.00145,"Herbivore","Eutherian","2439549"
"191","Dipodomys heermanni",2458,1,1,"Mammal","Rodentia",72,0.0003876,0.000419577497118261,0.000428934741549024,0.0003876,0.00095,"Herbivore","Eutherian","2439536"
"192","Dipodomys merriami",2459,1,1,"Mammal","Rodentia",38.5,0.000292175000403,0.000338950267308083,0.000358423182364801,0.000292175000403,0.001209,"Herbivore","Eutherian","2439521"
"193","Dipodomys microps",2460,1,1,"Mammal","Rodentia",65,0.00048761111082,0.000537169793131015,0.00055219090824059,0.00048761111082,0.00131,"Herbivore","Eutherian","2439510"
"194","Dipodomys ordii",2461,1,1,"Mammal","Rodentia",53,0.000152211,0.000158758070726003,0.000165006064345046,0.000152211,0.000449,"Herbivore","Eutherian","2439541"
"195","Dipodomys spectabilis",2462,1,1,"Mammal","Rodentia",145,0.000148160808411971,0.000150512379234201,0.000148160808411971,NA,0.000205,"Herbivore","Eutherian","2439531"
"196","Dusicyon thous",1547,1,2,"Mammal","Carnivora",6500,4.99495096706166e-05,4.60088110616542e-05,4.99495096706166e-05,NA,4e-06,"Carnivore","Eutherian","8181583"
"197","Echimys chrysurus",2463,1,1,"Mammal","Rodentia",475,1.12299113035472e-05,1.21630583687535e-05,1.12299113035472e-05,NA,7e-06,"Herbivore","Eutherian","5219927"
"198","Echimys semivillosus",2464,1,1,"Mammal","Rodentia",400,5.71721449258224e-05,6.13508713526159e-05,5.71721449258224e-05,NA,4e-05,"Herbivore","Eutherian","5219920"
"199","Echimys spp.",1997,1,1,"Mammal","Lagomorpha",600,0.000151317911020519,0.000151317911020519,NA,NA,7.35e-05,"Herbivore","Eutherian","5219918"
"200","Eira barbara",180,1,9,"Mammal","Carnivora",4490,1.02165e-05,8.99089034321169e-06,1.4140200422489e-05,1.02165e-05,1.5e-06,"Omnivore","Eutherian","2433716"
"201","Elephantulus edwardii",2020,1,2,"Mammal","Macroscelidea",55,0.0001816666668,0.000202916483092421,NA,0.0001816666668,6e-04,"Carnivore","Eutherian","2440847"
"202","Elephas maximus",108,1,1,"Mammal","Proboscidae",2465500,0.002403537105625,0.000890170650080016,NA,0.002403537105625,1.02869125e-06,"Herbivore","Eutherian","5219461"
"203","Eothenomys smithi",2465,1,1,"Mammal","Rodentia",35,0.000447692462243639,0.000421196221464752,0.000447692462243639,NA,0.00161,"Herbivore","Eutherian","5786904"
"204","Equus burchelli",109,1,1,"Mammal","Perissodactyla",220906.976744186,0.000504053069618781,0.000504053069618781,NA,NA,3.35671930232558e-06,"Herbivore","Eutherian","2440885"
"205","Equus grevyi",2099,1,1,"Mammal","Perissodactyla",390000,0.000583057274645937,0.000583057274645937,NA,NA,2.57e-06,"Herbivore","Eutherian","2440894"
"206","Equus zebra",2100,1,1,"Mammal","Perissodactyla",270000,0.000260571277445621,0.000260571277445621,NA,NA,1.5e-06,"Herbivore","Eutherian","2440888"
"207","Erethizon dorsatum",2466,1,1,"Mammal","Rodentia",8620,5.33325e-05,5.55786600687851e-05,4.38799041349779e-05,5.33325e-05,3.9e-06,"Herbivore","Eutherian","6066824"
"208","Erinaceus europeaus",1986,1,2,"Mammal","Eulipotyphla",805,0.00181554262283949,0.00257011696771848,0.00181554262283949,NA,0.001046,"Carnivore","Eutherian","5219616"
"209","Erythrocebus patas",2179,1,9,"Mammal","Primate",7800,1.7874e-06,2.56339351051264e-06,3.84766473803781e-06,1.7874e-06,3e-07,"Omnivore","Eutherian","2436548"
"210","Euoticus elegantulus",2180,1,1,"Mammal","Primate",300,2.0951388885e-05,2.17817751149653e-05,1.75632490240509e-05,2.0951388885e-05,1.75e-05,"Herbivore","Eutherian","2436514"
"211","Euphractus sexcinctus",2655,1,9,"Mammal","Xenarthra",4350,2.0691666666e-05,1.76197867768195e-05,1.29923540672056e-05,2.0691666666e-05,3e-06,"Omnivore","Eutherian","2440799"
"212","Eutamias minimus",2467,1,1,"Mammal","Rodentia",39,0.000508375389007827,0.000481090760634123,0.000508375389007827,NA,0.0017,"Herbivore","Eutherian","2437435"
"213","Eutamias sibiricus",2468,1,1,"Mammal","Rodentia",100,0.000168912362075946,0.000168184684550483,0.000168912362075946,NA,3e-04,"Herbivore","Eutherian","10602587"
"214","Eutamias townsendi",2469,1,1,"Mammal","Rodentia",97,0.000292917491966891,0.000291176278076168,0.000292917491966891,NA,0.000531,"Herbivore","Eutherian","9426112"
"215","Felis concolor",60,1,2,"Mammal","Carnivora",48250,3.43768673846321e-06,3.03594442214116e-06,3.43768673846321e-06,NA,6e-08,"Carnivore","Eutherian","2435104"
"216","Felis onca",1552,1,2,"Mammal","Carnivora",85500,8.85016431752654e-07,7.72255495452607e-07,8.85016431752654e-07,NA,1e-08,"Carnivore","Eutherian","2435226"
"217","Felis pardalis",61,1,2,"Mammal","Carnivora",12030,1.046690463145e-05,9.5172976230804e-06,1.046690463145e-05,NA,5.25e-07,"Carnivore","Eutherian","2434983"
"218","Felis sylvestris",1555,1,2,"Mammal","Carnivora",4380,3.82981461434402e-06,3.55703187909725e-06,3.82981461434402e-06,NA,4.14e-07,"Carnivore","Eutherian","7964291"
"219","Felis yagouaroundi",62,1,2,"Mammal","Carnivora",6240,7.44513352262241e-06,6.86364125921399e-06,7.44513352262241e-06,NA,6.15e-07,"Carnivore","Eutherian","8019369"
"220","Fossa fossana",1558,1,2,"Mammal","Carnivora",1800,1.9337087e-05,1.71453027981632e-05,1.81186118090868e-05,1.9337087e-05,3.85e-06,"Carnivore","Eutherian","2433529"
"221","Galago alleni",181,1,9,"Mammal","Primate",260,1.6825517064927e-05,1.80461038524951e-05,1.6825517064927e-05,NA,1.875e-05,"Omnivore","Eutherian","2436523"
"222","Galago demidovii",2183,1,9,"Mammal","Primate",60,1.3484455293786e-05,1.7758387745508e-05,1.3484455293786e-05,NA,4.73e-05,"Omnivore","Eutherian","7887280"
"223","Galago elegantulus",2184,1,9,"Mammal","Primate",300,2.00722845989153e-05,2.11013932938702e-05,2.00722845989153e-05,NA,2e-05,"Omnivore","Eutherian","9419875"
"224","Galictis vittata",63,1,2,"Mammal","Carnivora",3855,2.01486920529579e-05,1.87638221966895e-05,2.01486920529579e-05,NA,2.4e-06,"Carnivore","Eutherian","5218906"
"225","Galidia elegans",1561,1,2,"Mammal","Carnivora",820,1.55348428802727e-05,1.49450625134273e-05,1.55348428802727e-05,NA,6e-06,"Carnivore","Eutherian","2433507"
"226","Gazella bennettii",110,1,1,"Mammal","Artiodactyla",23000,1.77899934140385e-05,1.33774997406811e-05,1.77899934140385e-05,NA,4.60357636829268e-07,"Herbivore","Eutherian","5220147"
"227","Gazella granti",111,1,1,"Mammal","Artiodactyla",45627.2727272727,0.000127862203660099,9.4645272392622e-05,0.000127862203660099,NA,1.98078227272727e-06,"Herbivore","Eutherian","5220144"
"228","Gazella thomsoni",112,1,1,"Mammal","Artiodactyla",18166.6666666667,0.000166695189886565,0.000126031365466265,0.000166695189886565,NA,5.14730166666667e-06,"Herbivore","Eutherian","5220152"
"229","Genetta genetta",1562,1,2,"Mammal","Carnivora",1780,9.93930212717034e-06,9.40758246247681e-06,9.93930212717034e-06,NA,2.13e-06,"Carnivore","Eutherian","5219362"
"230","Genetta servalina",1563,1,2,"Mammal","Carnivora",2500,7.248910531776e-06,6.8123501319263e-06,7.248910531776e-06,NA,1.2e-06,"Carnivore","Eutherian","5219342"
"231","Genetta victoriae",1564,1,2,"Mammal","Carnivora",3500,3.1203893860633e-06,2.91181865975345e-06,3.1203893860633e-06,NA,4e-07,"Carnivore","Eutherian","5219348"
"232","Gerbillurus paeba",2470,1,1,"Mammal","Rodentia",26,0.0003791666658,0.000411121748988684,0.000444055119742159,0.0003791666658,0.00195,"Herbivore","Eutherian","2438751"
"233","Giraffa camelopardalis",113,1,1,"Mammal","Artiodactyla",754378.378378378,0.000186932716671671,0.000129723802210374,0.000186932716671671,NA,3.54180540540541e-07,"Herbivore","Eutherian","2441205"
"234","Glaucomys sabrinus",2471,1,9,"Mammal","Rodentia",170,1.60853994878873e-05,1.46537066783019e-05,1.60853994878873e-05,NA,2e-05,"Omnivore","Eutherian","2437331"
"235","Glaucomys volans",2472,1,9,"Mammal","Rodentia",69,0.000105805555523,0.000120331138979614,0.00012856252389662,0.000105805555523,0.000293,"Omnivore","Eutherian","2437338"
"236","Gorilla gorilla",182,1,9,"Mammal","Primate",130000,0.000144701057070244,6.50176002627823e-05,0.000144701057070244,NA,1.25e-06,"Omnivore","Eutherian","2436441"
"237","Graphiurus murinus",2473,1,9,"Mammal","Rodentia",23,5.625e-06,5.07152499527554e-06,5.24277590619954e-06,5.625e-06,2.5e-05,"Omnivore","Eutherian","5219911"
"238","Hemitragus hylocrius",683,1,1,"Mammal","Artiodactyla",90000,0.00105328424796114,0.000767568097327996,0.00105328424796114,NA,9.81006e-06,"Herbivore","Eutherian","5220175"
"239","Herpestes sanguineus",1565,1,2,"Mammal","Carnivora",525,2.76738394214011e-06,2.68736732854033e-06,2.76738394214011e-06,NA,1.5e-06,"Carnivore","Eutherian","5787207"
"240","Heteromys anomalus",2474,1,1,"Mammal","Rodentia",69,0.00061161111099,0.000466762683570234,0.000478270140093229,0.00061161111099,0.00109,"Herbivore","Eutherian","2439570"
"241","Heteromys desmarestianus",2475,1,1,"Mammal","Rodentia",65,0.00038418055571,0.000284987027653477,0.000292956245211611,0.00038418055571,0.000695,"Herbivore","Eutherian","2439574"
"242","Heteromys pictus",2476,1,1,"Mammal","Rodentia",44,0.000447527230134652,0.000426276037209348,0.000447527230134652,NA,0.00138,"Herbivore","Eutherian","10942997"
"243","Heteromys salvini",2477,1,1,"Mammal","Rodentia",39,0.00016188888882,0.000175456630348915,0.000185407494814619,0.00016188888882,0.00062,"Herbivore","Eutherian","9567667"
"244","Heteromys spp.",114,1,1,"Mammal","Rodentia",65,0.000244207482968844,0.000237564366145384,0.000244207482968844,NA,0.00057935,"Herbivore","Eutherian","2439567"
"245","Hippopotamus amphibius",115,1,1,"Mammal","Artiodactyla",1401283.33333333,0.000375502520614451,0.00025689855636281,0.000375502520614451,NA,4.47423333333333e-07,"Herbivore","Eutherian","2441247"
"246","Hippotragus equinus",116,1,1,"Mammal","Artiodactyla",257941.176470588,1.52073945276933e-05,1.08170476209846e-05,1.52073945276933e-05,NA,6.43694117647059e-08,"Herbivore","Eutherian","2441030"
"247","Hippotragus niger",117,1,1,"Mammal","Artiodactyla",218083.333333333,2.43885585383371e-05,1.74147289662686e-05,2.43885585383371e-05,NA,1.17060833333333e-07,"Herbivore","Eutherian","2441031"
"248","Hyaena brunnea",64,1,2,"Mammal","Carnivora",41000,3.03266058977424e-06,2.68742472377483e-06,3.03266058977424e-06,NA,5.99033333333333e-08,"Carnivore","Eutherian","5218780"
"249","Hyaena hyaena",65,1,2,"Mammal","Carnivora",30000,5.81890227e-06,6.48635712903275e-06,7.27175839903652e-06,5.81890227e-06,1.82125266666667e-07,"Carnivore","Eutherian","5218777"
"250","Hybomys trivirgatus",2480,1,1,"Mammal","Rodentia",63,3.75611103461316e-05,3.64777314300229e-05,3.75611103461316e-05,NA,9.1e-05,"Herbivore","Eutherian","2439069"
"251","Hybomys univittatus",2481,1,1,"Mammal","Rodentia",48,9.3313426095112e-05,8.9300969102771e-05,9.3313426095112e-05,NA,0.0002714,"Herbivore","Eutherian","2439071"
"252","Hydrochaeris hydrochaeris",1998,1,1,"Mammal","Lagomorpha",31500,0.000649918133717843,0.000649918133717843,NA,NA,1.78e-05,"Herbivore","Eutherian","2437610"
"253","Hydrochaerus hydrochaerus",2482,1,1,"Mammal","Rodentia",32800,0.00287237238460798,0.00391041580992285,0.00287237238460798,NA,0.000104,"Herbivore","Eutherian","5786666"
"254","Hyemoschus aquaticus",118,1,1,"Mammal","Artiodactyla",14150,0.000261858982047216,0.00019912187876552,0.000261858982047216,NA,9.75e-06,"Herbivore","Eutherian","2441230"
"255","Hylobates agilis",2187,1,9,"Mammal","Primate",5900,5.2581677651378e-05,3.64272560502116e-05,5.2581677651378e-05,NA,5.1e-06,"Omnivore","Eutherian","5219550"
"256","Hylobates klossi",2188,1,9,"Mammal","Primate",5800,0.000305196771328259,0.000211939213066999,0.000305196771328259,NA,3e-05,"Omnivore","Eutherian","5219546"
"257","Hylobates lar",2189,1,1,"Mammal","Primate",5800,6.30739994078403e-05,6.62682654288654e-05,6.30739994078403e-05,NA,6.2e-06,"Herbivore","Eutherian","5219553"
"258","Hylobates muelleri",2190,1,9,"Mammal","Primate",6100,0.00023281373650326,0.00016053647614747,0.00023281373650326,NA,2.2e-05,"Omnivore","Eutherian","5219548"
"259","Hylomyscus stella",2483,1,1,"Mammal","Rodentia",21,7.5556237045494e-05,6.91504757242778e-05,7.5556237045494e-05,NA,0.000383,"Herbivore","Eutherian","2439340"
"260","Ichneumia albicauda",1587,1,2,"Mammal","Carnivora",3700,1.57053531456193e-05,1.46384951032164e-05,1.57053531456193e-05,NA,1.93e-06,"Carnivore","Eutherian","2434150"
"261","Ictidomys tridecemlineatus",2619,1,9,"Mammal","Rodentia",200,0.000183733333404,0.000258617356436034,0.000285272204022574,0.000183733333404,0.000318,"Omnivore","Eutherian","7994322"
"262","Indri indri",2191,1,1,"Mammal","Primate",12500,0.000222547574545233,0.000223976836228833,0.000222547574545233,NA,1.2e-05,"Herbivore","Eutherian","2436432"
"263","Irenomys tarsalis",2484,1,1,"Mammal","Rodentia",44.5,0.000106199254672734,0.000101218039043566,0.000106199254672734,NA,0.000325,"Herbivore","Eutherian","2439210"
"264","Isoodon obesulus",2021,1,9,"Mammal","Peramelemorphia",560,2.45124e-05,3.11868272381914e-05,NA,2.45124e-05,1.98e-05,"Omnivore","Marsupial","2435311"
"265","Kobus defassa",745,1,1,"Mammal","Artiodactyla",211000,0.001851621530594,0.00132316081158484,0.001851621530594,NA,9.11e-06,"Herbivore","Eutherian","8594740"
"266","Kobus ellipsiprymnus",119,1,1,"Mammal","Artiodactyla",180000,3.30150936131135e-05,2.86899540514095e-05,4.00020470356247e-05,3.30150936131135e-05,2.21685263157895e-07,"Herbivore","Eutherian","5220160"
"267","Kobus ellipsiprymus",784,1,1,"Mammal","Artiodactyla",194000,0.000322549584246676,0.000230938292701678,0.000322549584246676,NA,1.69e-06,"Herbivore","Eutherian","5220160"
"268","Kobus leche",785,1,1,"Mammal","Artiodactyla",90600,0.00167250338086636,0.00121863026557871,0.00167250338086636,NA,1.55e-05,"Herbivore","Eutherian","5220162"
"269","Kobus vardoni",786,1,1,"Mammal","Artiodactyla",69300,1.32417912719506e-05,9.70797786973968e-06,1.32417912719506e-05,NA,1.5e-07,"Herbivore","Eutherian","5220163"
"270","Lagothrix flavicauda",2192,1,1,"Mammal","Primate",10000,0.000113705336909154,0.000115874547282055,0.000113705336909154,NA,7.3e-06,"Herbivore","Eutherian","2436657"
"271","Lagothrix lagothricha",2193,1,1,"Mammal","Primate",10000,0.000160433557556752,0.000163494224247283,0.000160433557556752,NA,1.03e-05,"Herbivore","Eutherian","5786085"
"272","Lagurus curtatus",2485,1,1,"Mammal","Rodentia",30,0.000166970555783735,0.000155786367303268,0.000166970555783735,NA,0.000666,"Herbivore","Eutherian","5219781"
"273","Lama guanacoe",787,1,1,"Mammal","Artiodactyla",89000,5.4301218759365e-05,3.95815239482632e-05,5.4301218759365e-05,NA,5.1e-07,"Herbivore","Eutherian","5220188"
"274","Lasiorhinus latifrons",1966,1,1,"Mammal","Diprotodontia",25000,0.000290044444352,0.000642144802177614,0.000465539107204023,0.000290044444352,2.08e-05,"Herbivore","Marsupial","5219996"
"275","Lemmus lemmus",2486,1,1,"Mammal","Rodentia",69,2.142e-05,8.56445290954558e-06,8.7755989007932e-06,2.142e-05,2e-05,"Herbivore","Eutherian","5219840"
"276","Lemmus trimucronatus",2487,1,1,"Mammal","Rodentia",81,0.0011358333343,0.00139515773700509,0.00141722926279704,0.0011358333343,0.0029,"Herbivore","Eutherian","5219836"
"277","Lemniscomys griselda",2488,1,1,"Mammal","Rodentia",54,0.000123624999828,0.000138705609451147,0.000144018987065175,0.000123624999828,0.000387,"Herbivore","Eutherian","2438200"
"278","Lemniscomys striatus",120,1,1,"Mammal","Rodentia",51.5,0.000461767930448627,0.000443594720085558,0.000461767930448627,NA,0.001281,"Herbivore","Eutherian","2438204"
"279","Lemur catta",2194,1,9,"Mammal","Primate",2700,0.00139869963475086,0.00108104764775272,0.00139869963475086,NA,0.00025,"Omnivore","Eutherian","2436412"
"280","Lemur fulvus",2195,1,9,"Mammal","Primate",2100,0.00473446273334763,0.0037902800779829,0.00473446273334763,NA,0.00103,"Omnivore","Eutherian","8417685"
"281","Lemur mongoz",2196,1,9,"Mammal","Primate",1700,0.00136375730557514,0.0011245675375595,0.00136375730557514,NA,0.00035,"Omnivore","Eutherian","8865325"
"282","Leontopithecus rosalia",2197,1,9,"Mammal","Primate",745,9.775e-06,8.70264863905376e-06,9.40247151080376e-06,9.775e-06,4.6e-06,"Omnivore","Eutherian","2436482"
"283","Lepilemur mustelinus",2198,1,1,"Mammal","Primate",600,0.000497009574075832,0.000592919161549789,0.000497009574075832,NA,0.000288,"Herbivore","Eutherian","2436493"
"284","Lepus americanus",1999,1,1,"Mammal","Lagomorpha",1360,0.000942741666651,0.000525815701336883,NA,0.000942741666651,0.000141,"Herbivore","Eutherian","2436794"
"285","Lepus californicus",2000,1,1,"Mammal","Lagomorpha",2420,8.1069444443e-05,7.36645428897619e-05,NA,8.1069444443e-05,1.3e-05,"Herbivore","Eutherian","2436801"
"286","Lepus capensis",2001,1,1,"Mammal","Lagomorpha",3030,6.6510114710511e-05,6.6510114710511e-05,NA,NA,9.97e-06,"Herbivore","Eutherian","2436736"
"287","Lepus nigricollis",2002,1,1,"Mammal","Lagomorpha",2710,0.000621329922505107,0.000621329922505107,NA,NA,0.000101,"Herbivore","Eutherian","2436825"
"288","Lepus timidus",121,1,1,"Mammal","Lagomorpha",3260,7.93642e-05,6.61285532695562e-05,NA,7.93642e-05,9.4e-06,"Herbivore","Eutherian","2436756"
"289","Lepus townsendi",2005,1,1,"Mammal","Lagomorpha",3400,4.23576376793404e-05,4.23576376793404e-05,NA,NA,5.84e-06,"Herbivore","Eutherian","2436705"
"290","Litocranius walleri",788,1,1,"Mammal","Artiodactyla",42000,6.24880869817344e-05,4.63427071400167e-05,6.24880869817344e-05,NA,1.03e-06,"Herbivore","Eutherian","2441093"
"291","Lophocebus albigena",2199,1,9,"Mammal","Primate",7096,0.000204870334566956,0.000138308373274774,0.000204870334566956,NA,1.72e-05,"Omnivore","Eutherian","2436589"
"292","Lophocebus aterrimus",2200,1,9,"Mammal","Primate",5800,0.000463899092418954,0.000322147603861838,0.000463899092418954,NA,4.56e-05,"Omnivore","Eutherian","4267096"
"293","Lophuromys flavopunctatus",183,1,9,"Mammal","Rodentia",52.5,0.000567829074220129,0.000535848423124102,0.000567829074220129,NA,0.001555,"Omnivore","Eutherian","2437668"
"294","Lophuromys sikapusi",184,1,9,"Mammal","Rodentia",62,0.000313200725742604,0.000294089906634668,0.000313200725742604,NA,0.000767,"Omnivore","Eutherian","2437675"
"295","Loris tardigradus",2201,1,2,"Mammal","Primate",220,3.9005555549e-05,5.55828000960613e-05,4.64605703901888e-05,3.9005555549e-05,5.9e-05,"Carnivore","Eutherian","2436626"
"296","Loxodonta africana",122,1,1,"Mammal","Proboscidae",2796071.42857143,0.000600935836817095,0.000600935836817095,NA,NA,6.33824285714286e-07,"Herbivore","Eutherian","2435350"
"297","Lutra perspillata",1588,1,2,"Mammal","Carnivora",5000,5.11498417709724e-05,4.73747450964398e-05,5.11498417709724e-05,NA,5e-06,"Carnivore","Eutherian","5787249"
"298","Lycaon pictus",66,1,2,"Mammal","Carnivora",20030.4347826087,5.78019452173913e-07,4.62683664348704e-07,5.14326264627821e-07,5.78019452173913e-07,1.75104347826087e-08,"Carnivore","Eutherian","5219317"
"299","Lynx canadensis",1612,1,2,"Mammal","Carnivora",10200,2.28631765399237e-06,2.08610866946358e-06,2.28631765399237e-06,NA,1.3e-07,"Carnivore","Eutherian","2435263"
"300","Lynx lynx",1613,1,2,"Mammal","Carnivora",28600,1.65563167928825e-06,1.47829464172646e-06,1.65563167928825e-06,NA,4.3e-08,"Carnivore","Eutherian","2435240"
"301","Macaca fascicularis",2202,1,9,"Mammal","Primate",5000,0.000226460541421212,0.00016056394953121,0.000226460541421212,NA,2.5e-05,"Omnivore","Eutherian","2436603"
"302","Macaca mulatta",185,1,9,"Mammal","Primate",5623.68421052632,0.000201485102677468,0.000114749924807604,0.000164529598369342,0.000201485102677468,1.65679846894737e-05,"Omnivore","Eutherian","2436604"
"303","Macaca nemestrina",2222,1,9,"Mammal","Primate",9100,0.000289373231166728,0.000188670439190718,0.000289373231166728,NA,2e-05,"Omnivore","Eutherian","2436611"
"304","Macaca radiata",186,1,9,"Mammal","Primate",4000,1.1585580967076e-06,8.47501976147671e-07,1.1585580967076e-06,NA,1.5228212e-07,"Omnivore","Eutherian","2436612"
"305","Macaca sinica",2228,1,9,"Mammal","Primate",5150,0.00092702456452099,0.000654560105147753,0.00092702456452099,NA,1e-04,"Omnivore","Eutherian","2436613"
"306","Macropus agilis",1967,1,1,"Mammal","Diprotodontia",10000,0.000234195876386943,0.000317464513101521,0.000234195876386943,NA,2e-05,"Herbivore","Marsupial","5219975"
"307","Macropus parryi",1968,1,1,"Mammal","Diprotodontia",12000,0.000626077717395861,0.000851625452742449,0.000626077717395861,NA,4.7e-05,"Herbivore","Marsupial","5219962"
"308","Macropus robustus",1969,1,1,"Mammal","Diprotodontia",31900,0.0004657916667,0.000552724206927763,0.000398860032458409,0.0004657916667,1.5e-05,"Herbivore","Marsupial","5219970"
"309","Macropus rufus",1970,1,1,"Mammal","Diprotodontia",41400,2.19471e-05,3.11677518832622e-05,2.23803322426057e-05,2.19471e-05,7e-07,"Herbivore","Marsupial","5219963"
"310","Madoqua kirkii",123,1,1,"Mammal","Artiodactyla",5077.14285714286,0.000174691826702686,0.000157285332174848,0.000202021953146605,0.000174691826702686,1.620852e-05,"Herbivore","Eutherian","2441001"
"311","Makalata armatus",2495,1,1,"Mammal","Rodentia",400,0.000250128134050473,0.000268410062167695,0.000250128134050473,NA,0.000175,"Herbivore","Eutherian","2439806"
"312","Malacomys edwardsi",1241,1,1,"Mammal","Rodentia",62,9.63694540746475e-05,9.35090316939405e-05,9.63694540746475e-05,NA,0.000236,"Herbivore","Eutherian","2439144"
"313","Malacomys longipes",2498,1,1,"Mammal","Rodentia",60,9.98614411684772e-06,9.67259506341504e-06,9.98614411684772e-06,NA,2.5e-05,"Herbivore","Eutherian","2439147"
"314","Mandrillus sphinx",2229,1,9,"Mammal","Primate",17422,0.00016109105853255,9.59022983978467e-05,0.00016109105853255,NA,6.7e-06,"Omnivore","Eutherian","5219556"
"315","Manis tricuspis",67,1,2,"Mammal","Pholidota",2150,0.00015301125,0.000154631285927731,NA,0.00015301125,3.045e-05,"Carnivore","Eutherian","5219635"
