,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Trophic,Group,rmax
2416,5,7,Bird,Accipitriformes,Circus pygargus,310.4559588,92.89663868,,Non passerine,0.299226464
185,5,7,Bird,Accipitriformes,Coragyps atratus,2270,430,,Non passerine,0.189427313
2419,5,7,Bird,Accipitriformes,Elanoides forficatus,415.9106105,52.2396189,,Non passerine,0.125602996
2420,5,7,Bird,Accipitriformes,Elanus caeruleus,260.0159563,109.1440336,,Non passerine,0.419758984
2421,5,7,Bird,Accipitriformes,Elanus leucurus,345.9393778,141.2537545,,Non passerine,0.408319386
303,5,7,Bird,Accipitriformes,Gymnogyps californianus,11175,2510,,Non passerine,0.224608501
2424,5,7,Bird,Accipitriformes,Gypaetus barbatus,5688.529308,310.4559588,,Non passerine,0.054575786
2425,5,7,Bird,Accipitriformes,Gypohierax angolensis,1599.558029,106.9054879,,Non passerine,0.066834392
2426,5,7,Bird,Accipitriformes,Gyps africanus,5432.503315,213.796209,,Non passerine,0.039355008
2427,5,7,Bird,Accipitriformes,Gyps coprotheres,8184.647881,360.578643,,Non passerine,0.044055486
2428,5,7,Bird,Accipitriformes,Gyps fulvus,7430.191379,252.3480772,,Non passerine,0.033962527
2429,5,7,Bird,Accipitriformes,Gyps rueppellii,7396.052751,224.9054606,,Non passerine,0.03040885
2430,5,7,Bird,Accipitriformes,Haliaeetus albicilla,4731.51259,213.3044913,,Non passerine,0.04508167
3051,5,7,Bird,Accipitriformes,Haliaeetus leucocephalus,3175,884,,Non passerine,0.278425197
2433,5,7,Bird,Accipitriformes,Haliaeetus leucogaster,2824.879975,233.8837239,,Non passerine,0.082794216
2434,5,7,Bird,Accipitriformes,Haliaeetus leucoryphus,2884.031503,286.417797,,Non passerine,0.099311605
2435,5,7,Bird,Accipitriformes,Haliaeetus pelagicus,7762.471166,285.7590543,,Non passerine,0.036812897
2436,5,7,Bird,Accipitriformes,Haliaeetus vocifer,3396.252726,239.8832919,,Non passerine,0.070631755
2437,5,7,Bird,Accipitriformes,Haliastur sphenurus,753.3555637,112.9795915,,Non passerine,0.149968484
2438,5,7,Bird,Accipitriformes,Harpia harpyja,4797.334486,142.8893959,,Non passerine,0.029785164
2439,5,7,Bird,Accipitriformes,Hieraaetus fasciatus,1936.421964,158.4893192,,Non passerine,0.081846479
2440,5,7,Bird,Accipitriformes,Hieraaetus morphnoides,774.4617978,123.8796587,,Non passerine,0.159955803
2441,5,7,Bird,Accipitriformes,Hieraaetus pennatus,824.138115,117.2195366,,Non passerine,0.142232879
2442,5,7,Bird,Accipitriformes,Hieraaetus spilogaster,1465.547841,173.7800829,,Non passerine,0.118576875
2443,5,7,Bird,Accipitriformes,Ictinia mississippiensis,266,125,,Non passerine,0.469924812
2444,5,7,Bird,Accipitriformes,Melierax canorus,663.7430704,109.1440336,,Non passerine,0.164437172
2445,5,7,Bird,Accipitriformes,Melierax metabates,674.5280277,70.63175543,,Non passerine,0.104712855
2446,5,7,Bird,Accipitriformes,Milvus migrans,734.5138682,137.4041975,,Non passerine,0.187068214
2447,5,7,Bird,Accipitriformes,Milvus milvus,1071.519305,123.8796587,,Non passerine,0.115611224
2448,5,7,Bird,Accipitriformes,Necrosyrtes monachus,2041.737945,121.8989599,,Non passerine,0.059703529
2449,5,7,Bird,Accipitriformes,Neophron percnopterus,2079.696687,187.9316817,,Non passerine,0.090364947
499,5,7,Bird,Accipitriformes,Pandion haliaetus,1798,5291.499843,,Non passerine,2.942992126
505,5,7,Bird,Accipitriformes,Parabuteo unicinctus,994.26,810,,Non passerine,0.814676242
2454,5,7,Bird,Accipitriformes,Pernis apivorus,755.0922277,98.1747943,,Non passerine,0.130016958
2455,5,7,Bird,Accipitriformes,Polemaetus bellicosus,3962.780343,181.9700859,,Non passerine,0.045919801
2456,5,7,Bird,Accipitriformes,Polyboroides typus,633.8697113,117.2195366,,Non passerine,0.184926862
606,5,7,Bird,Accipitriformes,Rostrhamus sociabilis,352.5,288,,Non passerine,0.817021277
2459,5,7,Bird,Accipitriformes,Sarcoramphus papa,3396.252726,194.98446,,Non passerine,0.057411646
2460,5,7,Bird,Accipitriformes,Stephanoaetus coronatus,3639.150361,111.9437883,,Non passerine,0.030760968
2461,5,7,Bird,Accipitriformes,Terathopius ecaudatus,2197.859873,167.8804018,,Non passerine,0.076383578
2462,5,7,Bird,Accipitriformes,Torgos tracheliotus,6966.265141,240.9905429,,Non passerine,0.034593938
2463,5,7,Bird,Accipitriformes,Trigonoceps occipitalis,3013.006024,195.8844674,,Non passerine,0.065012969
2464,5,7,Bird,Accipitriformes,Vultur gryphus,11246.04974,135.2072563,,Non passerine,0.012022644
2465,5,7,Bird,Anseriformes,Aix galericulata,567.5446054,426.5795188,,Non passerine,0.751622894
1622,5,7,Bird,Anseriformes,Aix sponsa,452.8,615,,Non passerine,1.358215548
2468,5,7,Bird,Anseriformes,Alopochen aegyptiacus,1874.994508,751.622894,,Non passerine,0.400866718
28,5,7,Bird,Anseriformes,Anas acuta,721,784,,Non passerine,1.087378641
2910,5,7,Bird,Anseriformes,Anas americana,793.8,770,,Non passerine,0.970017637
3010,5,7,Bird,Anseriformes,Anas clypeata,613,790,,Non passerine,1.288743883
31,5,7,Bird,Anseriformes,Anas crecca,343.8,471,,Non passerine,1.369982548
32,5,7,Bird,Anseriformes,Anas cyanoptera,411,481,,Non passerine,1.170316302
33,5,7,Bird,Anseriformes,Anas discors,420,518,,Non passerine,1.233333333
2481,5,7,Bird,Anseriformes,Anas fulvigula,950,958,,Non passerine,1.008421053
2482,5,7,Bird,Anseriformes,Anas gibberifrons,488.6523593,262.4218543,,Non passerine,0.537031796
2483,5,7,Bird,Anseriformes,Anas laysanensis,500,332,,Non passerine,0.664
2484,5,7,Bird,Anseriformes,Anas penelope,770.9034691,356.4511334,,Non passerine,0.462381021
34,5,7,Bird,Anseriformes,Anas platyrhynchos,1048.1,1010,,Non passerine,0.963648507
2487,5,7,Bird,Anseriformes,Anas querquedula,325.836701,237.6840287,,Non passerine,0.72945751
35,5,7,Bird,Anseriformes,Anas rubripes,998.7,966,,Non passerine,0.967257435
36,5,7,Bird,Anseriformes,Anas strepera,791,973,,Non passerine,1.230088496
3910,5,7,Bird,Anseriformes,Anser albifrons,2681,1250,,Non passerine,0.466243939
2494,5,7,Bird,Anseriformes,Anser anser,3303.69541,767.3614894,,Non passerine,0.23227368
2495,5,7,Bird,Anseriformes,Anser caerulescens,2636.331386,567.5446054,,Non passerine,0.215278173
2496,5,7,Bird,Anseriformes,Anser erythropus,1753.880502,509.3308711,,Non passerine,0.290402265
2497,5,7,Bird,Anseriformes,Anser fabalis,2754.228703,714.4963261,,Non passerine,0.259417936
73,5,7,Bird,Anseriformes,Aythya affinis,787,795,,Non passerine,1.010165184
74,5,7,Bird,Anseriformes,Aythya americana,1077.3,1200,,Non passerine,1.113895851
75,5,7,Bird,Anseriformes,Aythya collaris,737,713,,Non passerine,0.96743555
2504,5,7,Bird,Anseriformes,Aythya ferina,822.2426499,594.2921586,,Non passerine,0.722769804
2505,5,7,Bird,Anseriformes,Aythya fuligula,701.4552984,497.737085,,Non passerine,0.709577768
76,5,7,Bird,Anseriformes,Aythya marila,928.5,899,,Non passerine,0.968228325
2508,5,7,Bird,Anseriformes,Aythya nyroca,574.1164622,353.1831698,,Non passerine,0.615176873
77,5,7,Bird,Anseriformes,Aythya valisineria,1208.8,1420,,Non passerine,1.174718729
991,5,7,Bird,Anseriformes,Branta bernicla,1163.2,607,,Non passerine,0.521836314
100,5,7,Bird,Anseriformes,Branta canadensis,3200,1830,,Non passerine,0.571875
101,5,7,Bird,Anseriformes,Branta leucopsis,1600,9066.666667,,Non passerine,5.666666667
2517,5,7,Bird,Anseriformes,Branta sandvicensis,2150,1020,,Non passerine,0.474418605
1032,5,7,Bird,Anseriformes,Bucephala albeola,397.1915495,286.417797,,Non passerine,0.721107479
1041,5,7,Bird,Anseriformes,Bucephala clangula,895.86,662,,Non passerine,0.738954747
105,5,7,Bird,Anseriformes,Bucephala islandica,957.15,730,,Non passerine,0.762680876
2524,5,7,Bird,Anseriformes,Chen caerulescens,2806.65,1460,,Non passerine,0.520193113
2525,5,7,Bird,Anseriformes,Chen canagica,2148,1610,,Non passerine,0.749534451
2526,5,7,Bird,Anseriformes,Chen rossii,1715,1010,,Non passerine,0.588921283
175,5,7,Bird,Anseriformes,Clangula hyemalis,872,569,,Non passerine,0.652522936
2529,5,7,Bird,Anseriformes,Cygnus atratus,5623.413252,1644.371723,,Non passerine,0.292415238
2530,5,7,Bird,Anseriformes,Cygnus buccinator,13000,7400,,Non passerine,0.569230769
202,5,7,Bird,Anseriformes,Cygnus columbianus,6350,3300,,Non passerine,0.519685039
2533,5,7,Bird,Anseriformes,Cygnus cygnus,9354.056741,1475.706533,,Non passerine,0.157761127
203,5,7,Bird,Anseriformes,Cygnus olor,8000,44000,,Non passerine,5.5
224,5,7,Bird,Anseriformes,Dendrocygna autumnalis,828,944,,Non passerine,1.140096618
225,5,7,Bird,Anseriformes,Dendrocygna bicolor,737.1,820,,Non passerine,1.112467779
2541,5,7,Bird,Anseriformes,Dendrocygna viduata,690.2398038,259.4179362,,Non passerine,0.375837404
315,5,7,Bird,Anseriformes,Histrionicus histrionicus,561.25,459,,Non passerine,0.817817372
2544,5,7,Bird,Anseriformes,Lophodytes cucullatus,634.375,484,,Non passerine,0.762955665
2545,5,7,Bird,Anseriformes,Marmaronetta angustirostris,477.5292737,297.1666032,,Non passerine,0.622300285
404,5,7,Bird,Anseriformes,Melanitta fusca,1360.8,1040,,Non passerine,0.76425632
405,5,7,Bird,Anseriformes,Melanitta nigra,1052.2,750,,Non passerine,0.712792245
409,5,7,Bird,Anseriformes,Mergus merganser,1445,1070,,Non passerine,0.740484429
410,5,7,Bird,Anseriformes,Mergus serrator,1020.6,753,,Non passerine,0.737801293
2554,5,7,Bird,Anseriformes,Netta rufina,1116.863248,500.034535,,Non passerine,0.447713304
497,5,7,Bird,Anseriformes,Oxyura jamaicensis,608.1350013,588.8436554,,Non passerine,0.968277856
2557,5,7,Bird,Anseriformes,Oxyura leucocephala,660.693448,613.7620052,,Non passerine,0.928966387
2558,5,7,Bird,Anseriformes,Plectropterus gambensis,3872.576449,1285.28666,,Non passerine,0.331894458
568,5,7,Bird,Anseriformes,Polysticta stelleri,907.2,621,,Non passerine,0.68452381
2561,5,7,Bird,Anseriformes,Pteronetta hartlaubii,790.678628,447.7133042,,Non passerine,0.566239289
2562,5,7,Bird,Anseriformes,Somateria fischeri,1555.965632,326.5878322,,Non passerine,0.209893988
6371,5,7,Bird,Anseriformes,Somateria mollissima,2130,1110,,Non passerine,0.521126761
6381,5,7,Bird,Anseriformes,Somateria spectabilis,1617,926,,Non passerine,0.57266543
2567,5,7,Bird,Anseriformes,Tadorna cana,1183.041556,891.2509381,,Non passerine,0.753355564
2568,5,7,Bird,Anseriformes,Tadorna ferruginea,1235.947433,687.06844,,Non passerine,0.555904257
2569,5,7,Bird,Anseriformes,Tadorna tadorna,1145.512941,696.6265141,,Non passerine,0.608135002
2570,5,7,Bird,Anseriformes,Tadorna tadornoides,1419.057522,831.7637711,,Non passerine,0.586138164
2571,5,7,Bird,Anseriformes,Tadorna variegata,1541.700453,814.704284,,Non passerine,0.528445252
2572,5,7,Bird,Apodiformes,Amazilia fimbriata,4.897788194,2.600159563,,Non passerine,0.530884444
2573,5,7,Bird,Apodiformes,Amazilia tobaci,4.698941086,2.600159563,,Non passerine,0.553350109
2574,5,7,Bird,Apodiformes,Amazilia tzacatl,4.797334486,2.360478233,,Non passerine,0.492039536
2575,5,7,Bird,Apodiformes,Anthracothorax nigricollis,6.99841996,4.345102242,,Non passerine,0.620869034
2576,5,7,Bird,Apodiformes,Apus affinis,22.5943577,8.394599865,,Non passerine,0.371535229
2577,5,7,Bird,Apodiformes,Apus apus,37.58374043,7.09577768,,Non passerine,0.188799135
2578,5,7,Bird,Apodiformes,Apus caffer,22.08004733,14.1579378,,Non passerine,0.641209577
2579,5,7,Bird,Apodiformes,Apus pallidus,41.87935651,16.14358557,,Non passerine,0.385478358
5310,5,7,Bird,Apodiformes,Archilochus colubris,3.090295433,2.600159563,,Non passerine,0.841395141
125,5,7,Bird,Apodiformes,Calypte anna,4.4,3.01,,Non passerine,0.684090909
2584,5,7,Bird,Apodiformes,Chaetura brachyura,18.28100216,13.24341535,,Non passerine,0.72443596
1601,5,7,Bird,Apodiformes,Chaetura pelagica,22.8,16.5,,Non passerine,0.723684211
2587,5,7,Bird,Apodiformes,Colibri thalassinus,5.902010802,2.31206479,,Non passerine,0.391741877
2588,5,7,Bird,Apodiformes,Cypseloides niger,45,13.8,,Non passerine,0.306666667
2589,5,7,Bird,Apodiformes,Glaucis hirsuta,6.760829754,4.315190768,,Non passerine,0.638263486
333,5,7,Bird,Apodiformes,Lampornis clemenciae,7.550922277,5.495408739,,Non passerine,0.727779805
2592,5,7,Bird,Apodiformes,Phaethornis guy,6.295061829,4.436086439,,Non passerine,0.704693069
6221,5,7,Bird,Apodiformes,Selasphorus platycercus,4.2,2.88,,Non passerine,0.685714286
2595,5,7,Bird,Apodiformes,Selasphorus rufus,3.5,1.65,,Non passerine,0.471428571
2596,5,7,Bird,Apodiformes,Selasphorus sasin,3.365115694,2.079696687,,Non passerine,0.6180164
2597,5,7,Bird,Caprimulgiformes,Caprimulgus aegyptius,77.26805851,23.1739465,,Non passerine,0.299916252
2598,5,7,Bird,Caprimulgiformes,Caprimulgus europaeus,66.98846094,22.90867653,,Non passerine,0.341979443
2599,5,7,Bird,Caprimulgiformes,Caprimulgus ruficollis,68.54882265,25.46830253,,Non passerine,0.371535229
2600,5,7,Bird,Caprimulgiformes,Chordeiles acutipennis,48.41723676,7.925013305,,Non passerine,0.163681652
2601,5,7,Bird,Caprimulgiformes,Chordeiles minor,79.25013305,13.15224832,,Non passerine,0.165958691
2602,5,7,Bird,Caprimulgiformes,Nyctibius griseus,172.1868575,19.498446,,Non passerine,0.113240036
2603,5,7,Bird,Caprimulgiformes,Nyctidromus albicollis,57.80960474,11.45512941,,Non passerine,0.198152703
2604,5,7,Bird,Caprimulgiformes,Phalaenoptilus nuttallii,48.3058802,10.78946722,,Non passerine,0.223357222
2605,5,7,Bird,Caprimulgiformes,Steatornis caripensis,408.3193863,60.81350013,,Non passerine,0.148936108
2606,5,7,Bird,Casuariiformes,Casuarius casuarius,43954.16154,2500.345362,,Non passerine,0.056885293
2607,5,7,Bird,Casuariiformes,Dromaius novaehollandiae,34119.29116,5284.452518,,Non passerine,0.154881662
2608,5,7,Bird,Charadriiformes,Actitis macularius,34,23.3,,Non passerine,0.685294118
2609,5,7,Bird,Charadriiformes,Aethia cristatella,289,56.4,,Non passerine,0.195155709
2610,5,7,Bird,Charadriiformes,Aethia pusilla,96,16.6,,Non passerine,0.172916667
18,5,7,Bird,Charadriiformes,Alca torda,726,145,,Non passerine,0.199724518
2613,5,7,Bird,Charadriiformes,Alle alle,180.7174126,27.9898132,,Non passerine,0.154881662
2614,5,7,Bird,Charadriiformes,Anarhynchus frontalis,57.67664634,49.65923215,,Non passerine,0.860993752
2615,5,7,Bird,Charadriiformes,Anous minutus,110.4,28.3,,Non passerine,0.25634058
3813,5,7,Bird,Charadriiformes,Anous stolidus,177.827941,39.99447498,,Non passerine,0.224905461
2618,5,7,Bird,Charadriiformes,Anous tenuirostris,111.9437883,25.00345362,,Non passerine,0.223357222
61,5,7,Bird,Charadriiformes,Arenaria interpres,135.8313447,71.44963261,,Non passerine,0.526017266
2621,5,7,Bird,Charadriiformes,Arenaria melanocephala,126.1827535,69.18309709,,Non passerine,0.548276965
2622,5,7,Bird,Charadriiformes,Bartramia longicauda,158.8546749,100.6931669,,Non passerine,0.633869711
2623,5,7,Bird,Charadriiformes,Brachyramphus brevirostris,233.8837239,41.0204103,,Non passerine,0.17538805
2624,5,7,Bird,Charadriiformes,Brachyramphus marmoratus,219.7859873,43.95416154,,Non passerine,0.199986187
2625,5,7,Bird,Charadriiformes,Burhinus oedicnemus,459.1980128,116.9499391,,Non passerine,0.254683025
113,5,7,Bird,Charadriiformes,Calidris alba,51.7606832,67.29766563,,Non passerine,1.300169578
114,5,7,Bird,Charadriiformes,Calidris alpina,51.88000389,41.9758984,,Non passerine,0.809095899
2630,5,7,Bird,Charadriiformes,Calidris bairdii,41.0204103,38.4591782,,Non passerine,0.937562007
115,5,7,Bird,Charadriiformes,Calidris canutus,141.9057522,66.83439176,,Non passerine,0.470977326
2633,5,7,Bird,Charadriiformes,Calidris fuscicollis,43.05266105,39.26449354,,Non passerine,0.912010839
1161,5,7,Bird,Charadriiformes,Calidris maritima,65.16283941,53.21082593,,Non passerine,0.816582371
117,5,7,Bird,Charadriiformes,Calidris mauri,27.79713268,29.99162519,,Non passerine,1.078946722
2638,5,7,Bird,Charadriiformes,Calidris melanotos,79.79946873,52.48074602,,Non passerine,0.657657837
2639,5,7,Bird,Charadriiformes,Calidris minuta,21.0862815,50.35006088,,Non passerine,2.387811283
118,5,7,Bird,Charadriiformes,Calidris minutilla,22.85598803,25.58585887,,Non passerine,1.119437884
119,5,7,Bird,Charadriiformes,Calidris pusilla,27.47894153,27.60577856,,Non passerine,1.00461579
2644,5,7,Bird,Charadriiformes,Calidris ruficollis,26.79168325,49.7737085,,Non passerine,1.857804455
2645,5,7,Bird,Charadriiformes,Calidris temminckii,23.01441817,46.45152752,,Non passerine,2.018366364
2646,5,7,Bird,Charadriiformes,Cepphus carbo,489.7788194,93.32543008,,Non passerine,0.190546072
2647,5,7,Bird,Charadriiformes,Cepphus columba,529.6634439,109.9005839,,Non passerine,0.207491352
148,5,7,Bird,Charadriiformes,Cepphus grylle,427.5,137,,Non passerine,0.320467836
157,5,7,Bird,Charadriiformes,Cerorhinca monocerata,544.1,121,,Non passerine,0.222385591
2652,5,7,Bird,Charadriiformes,Charadrius alexandrinus,42.26686143,39.99447498,,Non passerine,0.946237161
2653,5,7,Bird,Charadriiformes,Charadrius asiaticus,77.09034691,41.39996748,,Non passerine,0.537031796
2654,5,7,Bird,Charadriiformes,Charadrius dubius,38.72576449,61.65950019,,Non passerine,1.592208727
2655,5,7,Bird,Charadriiformes,Charadrius hiaticula,63.97348355,74.13102413,,Non passerine,1.158777356
2656,5,7,Bird,Charadriiformes,Charadrius leschenaultii,74.81695005,46.77351413,,Non passerine,0.625172693
2657,5,7,Bird,Charadriiformes,Charadrius melodus,49,33.3,,Non passerine,0.679591837
2658,5,7,Bird,Charadriiformes,Charadrius mongolus,63.97348355,37.15352291,,Non passerine,0.580764418
2659,5,7,Bird,Charadriiformes,Charadrius montanus,95.71940713,99.08319449,,Non passerine,1.035142167
2660,5,7,Bird,Charadriiformes,Charadrius morinellus,108.1433951,76.55966069,,Non passerine,0.707945785
2661,5,7,Bird,Charadriiformes,Charadrius pecuarius,33.96252726,23.38837239,,Non passerine,0.688652296
161,5,7,Bird,Charadriiformes,Charadrius semipalmatus,46.77351413,49.88844875,,Non passerine,1.066596121
2664,5,7,Bird,Charadriiformes,Charadrius tricollaris,31.18889584,29.58012467,,Non passerine,0.948418463
2665,5,7,Bird,Charadriiformes,Charadrius vociferus,96.38290236,86.89604293,,Non passerine,0.901571138
2666,5,7,Bird,Charadriiformes,Charadrius wilsonia,55.08076964,37.15352291,,Non passerine,0.674528028
2667,5,7,Bird,Charadriiformes,Cursorius cursor,138.0384265,41.11497211,,Non passerine,0.297851643
274,5,7,Bird,Charadriiformes,Fratercula arctica,490.5,97.7,,Non passerine,0.199184506
2670,5,7,Bird,Charadriiformes,Fratercula corniculata,535.7966575,79.9834255,,Non passerine,0.149279441
2671,5,7,Bird,Charadriiformes,Gallinago gallinago,112.9795915,65.16283941,,Non passerine,0.576766463
2672,5,7,Bird,Charadriiformes,Gelochelidon nilotica,221,64,,Non passerine,0.28959276
2673,5,7,Bird,Charadriiformes,Glareola nordmanni,97.27472238,38.10658234,,Non passerine,0.391741877
2674,5,7,Bird,Charadriiformes,Glareola pratincola,84.9180475,29.37649652,,Non passerine,0.345939378
30410,5,7,Bird,Charadriiformes,Haematopus bachmani,670,163,,Non passerine,0.243283582
2677,5,7,Bird,Charadriiformes,Haematopus ostralegus,526.0172664,146.8926278,,Non passerine,0.279254384
2678,5,7,Bird,Charadriiformes,Haematopus palliatus,565,180,,Non passerine,0.318584071
2679,5,7,Bird,Charadriiformes,Himantopus himantopus,177.0108958,87.29713684,,Non passerine,0.493173804
2680,5,7,Bird,Charadriiformes,Himantopus mexicanus,186,127,,Non passerine,0.682795699
2681,5,7,Bird,Charadriiformes,Hydrophasianus chirurgus,159.9558029,140.9288798,,Non passerine,0.881048873
2682,5,7,Bird,Charadriiformes,Hydroprogne caspia,644,206,,Non passerine,0.319875776
336,5,7,Bird,Charadriiformes,Larus argentatus,1094,321,,Non passerine,0.293418647
2685,5,7,Bird,Charadriiformes,Larus atricilla,307.6096815,105.4386896,,Non passerine,0.342767786
2686,5,7,Bird,Charadriiformes,Larus audouinii,534.5643594,194.98446,,Non passerine,0.364753947
2687,5,7,Bird,Charadriiformes,Larus cachinnans,1111.731727,222.8435149,,Non passerine,0.200447203
337,5,7,Bird,Charadriiformes,Larus californicus,691,264,,Non passerine,0.382054993
338,5,7,Bird,Charadriiformes,Larus canus,430.6,165,,Non passerine,0.383186252
2692,5,7,Bird,Charadriiformes,Larus cirrocephalus,374.9730022,107.8946722,,Non passerine,0.287739841
339,5,7,Bird,Charadriiformes,Larus delawarensis,518.5,239,,Non passerine,0.460945034
2695,5,7,Bird,Charadriiformes,Larus dominicanus,952.796164,276.0577856,,Non passerine,0.289734359
2696,5,7,Bird,Charadriiformes,Larus fuscus,762.07901,196.788629,,Non passerine,0.258226019
2697,5,7,Bird,Charadriiformes,Larus genei,281.190083,109.6478196,,Non passerine,0.389941987
2698,5,7,Bird,Charadriiformes,Larus glaucescens,1056.817509,239.8832919,,Non passerine,0.226986485
340,5,7,Bird,Charadriiformes,Larus glaucoides,945.5,285,,Non passerine,0.301427816
2701,5,7,Bird,Charadriiformes,Larus heermanni,500.034535,81.28305162,,Non passerine,0.162554876
341,5,7,Bird,Charadriiformes,Larus hyperboreus,1210,399,,Non passerine,0.329752066
2704,5,7,Bird,Charadriiformes,Larus ichthyaetus,1380.384265,224.3881924,,Non passerine,0.162554876
2705,5,7,Bird,Charadriiformes,Larus marinus,1648.162392,350.751874,,Non passerine,0.212813905
2706,5,7,Bird,Charadriiformes,Larus melanocephalus,255.8585887,103.9920166,,Non passerine,0.406443329
2707,5,7,Bird,Charadriiformes,Larus minutus,118.0320636,48.3058802,,Non passerine,0.40926066
342,5,7,Bird,Charadriiformes,Larus novaehollandiae,260,767.6190476,,Non passerine,2.952380952
34310,5,7,Bird,Charadriiformes,Larus occidentalis,922.5714272,291.0717118,,Non passerine,0.315500462
2712,5,7,Bird,Charadriiformes,Larus philadelphia,210.862815,92.46981739,,Non passerine,0.438530698
2713,5,7,Bird,Charadriiformes,Larus pipixcan,279.898132,107.1519305,,Non passerine,0.382824743
2714,5,7,Bird,Charadriiformes,Larus ridibundus,283.7919028,64.86344335,,Non passerine,0.22855988
2715,5,7,Bird,Charadriiformes,Larus thayeri,941.8895965,234.9632821,,Non passerine,0.249459473
