"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group"
"70",1,2,"Mammal","Carnivora","Panthera tigris",149775.280898876,7.992805638887e-06,6.97933842825155e-06,8.09314905493053e-06,7.992805638887e-06,5.97208449438202e-08,"Carnivore","Eutherian"
"1881",1,2,"Mammal","Carnivora","Panthera uncia",71700,9.29036744749827e-07,8.13669338474764e-07,9.29036744749827e-07,NA,1.2e-08,"Carnivore","Eutherian"
"1882",1,9,"Mammal","Carnivora","Poiana richardsoni",600,3.67556868134773e-06,2.96356801372379e-06,3.67556868134773e-06,NA,1.8e-06,"Omnivore","Eutherian"
"190",1,9,"Mammal","Carnivora","Potos flavus",2490,8.20727777864e-05,7.96399542077558e-05,0.000116834289186049,8.20727777864e-05,1.94e-05,"Omnivore","Eutherian"
"191",1,9,"Mammal","Carnivora","Procyon cancrivorus",8575,1.41046e-05,4.94882508197691e-05,8.40062361922771e-05,1.41046e-05,5.45e-06,"Omnivore","Eutherian"
"192",1,9,"Mammal","Carnivora","Procyon lotor",9775,6.98676e-05,6.61757782399976e-05,0.000114082920858482,6.98676e-05,6.7e-06,"Omnivore","Eutherian"
"1889",1,2,"Mammal","Carnivora","Profelis aurata",10000,3.46487109981247e-06,3.16277315802806e-06,3.46487109981247e-06,NA,2e-07,"Carnivore","Eutherian"
"1890",1,2,"Mammal","Carnivora","Taxidea taxus",8620,3.3134444442e-05,3.11745791243972e-05,3.404593689248e-05,3.3134444442e-05,2.2e-06,"Carnivore","Eutherian"
"1891",1,2,"Mammal","Carnivora","Ursus americanus",153000,6.972086666394e-05,9.71132122614449e-05,0.000112661590487594,6.972086666394e-05,8.18e-07,"Carnivore","Eutherian"
"71",1,2,"Mammal","Carnivora","Ursus arctos",194333.333333333,7.44314536886667e-06,9.58626182749398e-06,1.11770660708388e-05,7.44314536886667e-06,6.76666666666667e-08,"Carnivore","Eutherian"
"1895",1,2,"Mammal","Carnivora","Ursus maritimus",386000,2.01537000072e-06,3.81101871401525e-06,4.5079433841543e-06,2.01537000072e-06,1.62e-08,"Carnivore","Eutherian"
"72",1,2,"Mammal","Carnivora","Ursus ursinus",1e+05,1.44325031546637e-05,1.25522801290584e-05,1.44325031546637e-05,NA,1.44772e-07,"Carnivore","Eutherian"
"1944",1,2,"Mammal","Carnivora","Vulpes vulpes",5440,1.34088888896e-05,1.61348754840762e-05,1.74514787745043e-05,1.34088888896e-05,1.6e-06,"Carnivore","Eutherian"
"1945",1,2,"Mammal","Dasyuromorphia","Antechinus stuartii",35,0.000319221,0.000409010053406136,0.000315607057814464,0.000319221,0.001689,"Carnivore","Marsupial"
"1946",1,2,"Mammal","Dasyuromorphia","Sarrophilus harrisii",5700,9.24861425790448e-05,0.000121084222167245,9.24861425790448e-05,NA,1.16e-05,"Carnivore","Marsupial"
"1947",1,2,"Mammal","Dasyuromorphia","Sminthopsis crassicaudata",15,6.05e-06,6.47350508476435e-06,5.00366436693403e-06,6.05e-06,5e-05,"Carnivore","Marsupial"
"1948",1,9,"Mammal","Didelphimorphia","Caluromys derbianus",1300,1.52238888874e-05,3.62431320534054e-05,3.97510420776583e-05,1.52238888874e-05,1.34e-05,"Omnivore","Marsupial"
"199",1,9,"Mammal","Didelphimorphia","Caluromys philander",300,0.000104067015830726,0.000110676807826349,0.000104067015830726,NA,0.0001049,"Omnivore","Marsupial"
"1951",1,9,"Mammal","Didelphimorphia","Caluromysiops irrupta",250,8.65743465322733e-06,9.38527011476073e-06,8.65743465322733e-06,NA,1e-05,"Omnivore","Marsupial"
"200",1,9,"Mammal","Didelphimorphia","Didelphis marsupialis",1055.5,0.0002057165,0.000147051890583914,0.000157794721842779,0.0002057165,6.215e-05,"Omnivore","Marsupial"
"1954",1,9,"Mammal","Didelphimorphia","Marmosa cinera",127,1.30499673139302e-05,1.51897731644179e-05,1.30499673139302e-05,NA,2.5e-05,"Omnivore","Marsupial"
"1955",1,9,"Mammal","Didelphimorphia","Marmosa cinerea",80,1.88497863471076e-05,2.30315538233185e-05,1.88497863471076e-05,NA,5.1e-05,"Omnivore","Marsupial"
"1956",1,9,"Mammal","Didelphimorphia","Marmosa fuscata",60,3.36887939164529e-05,4.24249009564991e-05,3.36887939164529e-05,NA,0.000113,"Omnivore","Marsupial"
"201",1,9,"Mammal","Didelphimorphia","Marmosa murina",45,1.27454053766645e-05,1.65427457238571e-05,1.27454053766645e-05,NA,5.3e-05,"Omnivore","Marsupial"
"1959",1,9,"Mammal","Didelphimorphia","Marmosa noctivaga",60,4.47196379421941e-06,5.63162402077422e-06,4.47196379421941e-06,NA,1.5e-05,"Omnivore","Marsupial"
"202",1,9,"Mammal","Didelphimorphia","Marmosa robinsoni",44.5,8.2619444377e-05,4.70267664381691e-05,3.61894234004955e-05,8.2619444377e-05,0.00015175,"Omnivore","Marsupial"
"1962",1,9,"Mammal","Didelphimorphia","Metachirus nudicaudata",400,1.02081006056735e-05,1.0533432041922e-05,1.02081006056735e-05,NA,8.3e-06,"Omnivore","Marsupial"
"1963",1,9,"Mammal","Didelphimorphia","Monodelphis brevicaudata",80,2.3058e-05,2.84507429582169e-05,2.32850301934859e-05,2.3058e-05,6.3e-05,"Omnivore","Marsupial"
"203",1,9,"Mammal","Didelphimorphia","Philander opossum",369,0.0001583297,0.000101162817962256,9.7211452369269e-05,0.0001583297,8.395e-05,"Omnivore","Marsupial"
"1966",1,1,"Mammal","Diprotodontia","Lasiorhinus latifrons",25000,0.000290044444352,0.000642144802177614,0.000465539107204023,0.000290044444352,2.08e-05,"Herbivore","Marsupial"
"1967",1,1,"Mammal","Diprotodontia","Macropus agilis",10000,0.000234195876386943,0.000317464513101521,0.000234195876386943,NA,2e-05,"Herbivore","Marsupial"
"1968",1,1,"Mammal","Diprotodontia","Macropus parryi",12000,0.000626077717395861,0.000851625452742449,0.000626077717395861,NA,4.7e-05,"Herbivore","Marsupial"
"1969",1,1,"Mammal","Diprotodontia","Macropus robustus",31900,0.0004657916667,0.000552724206927763,0.000398860032458409,0.0004657916667,1.5e-05,"Herbivore","Marsupial"
"1970",1,1,"Mammal","Diprotodontia","Macropus rufus",41400,2.19471e-05,3.11677518832622e-05,2.23803322426057e-05,2.19471e-05,7e-07,"Herbivore","Marsupial"
"1971",1,1,"Mammal","Diprotodontia","Petauroides volans",1250,0.000263986111148,0.000291138709138639,0.000223430635025396,0.000263986111148,8.3e-05,"Herbivore","Marsupial"
"1972",1,1,"Mammal","Diprotodontia","Phascolarctos cinereus",11000,0.0005744,0.00170104686813407,0.00125260423785853,0.0005744,1e-04,"Herbivore","Marsupial"
"1973",1,1,"Mammal","Diprotodontia","Potorous tridactylus",1360,5.00976e-05,7.30921116751979e-05,5.60037783187593e-05,5.00976e-05,1.96e-05,"Herbivore","Marsupial"
"1974",1,1,"Mammal","Diprotodontia","Pseudocheirus peregrinus",872,0.000197916666625,0.000337590464641829,0.000260858153718275,0.000197916666625,0.000125,"Herbivore","Marsupial"
"1975",1,1,"Mammal","Diprotodontia","Setonix brachyurus",3000,0.002289563889116,0.00338435663252816,0.00255443511396939,0.002289563889116,0.000511,"Herbivore","Marsupial"
"1976",1,1,"Mammal","Diprotodontia","Trichosurus caninus",2800,0.000714136507843912,0.000944915950462929,0.000714136507843912,NA,0.00015,"Herbivore","Marsupial"
"1977",1,1,"Mammal","Diprotodontia","Trichosurus vulpecula",2080,0.000265416666675,0.000380750458368534,0.000289388513847282,0.000265416666675,7.5e-05,"Herbivore","Marsupial"
"1978",1,1,"Mammal","Diprotodontia","Vombatus ursinus",22500,0.000228525660974997,0.000314588167462254,0.000228525660974997,NA,1.1e-05,"Herbivore","Marsupial"
"1979",1,2,"Mammal","Eulipotyphla","Blarina brevicauda",17.8,0.000181125000207,9.12409987557208e-05,0.00014626802747983,0.000181125000207,0.000621,"Carnivore","Eutherian"
"1980",1,2,"Mammal","Eulipotyphla","Crocidura bicolor",3.8,1.60448535992775e-05,7.18107656801305e-06,1.60448535992775e-05,NA,0.000153,"Carnivore","Eutherian"
"1981",1,2,"Mammal","Eulipotyphla","Crocidura crossei",7,2.013408371536e-05,1.02760988677007e-05,2.013408371536e-05,NA,0.0001394,"Carnivore","Eutherian"
"1982",1,2,"Mammal","Eulipotyphla","Crocidura hildegardeae",10.6,5.6622222048e-05,3.92667674256373e-05,7.03694349434857e-05,5.6622222048e-05,0.000392,"Carnivore","Eutherian"
"1983",1,2,"Mammal","Eulipotyphla","Crocidura occidentalis",33.4,0.000458573450831267,0.000327502578274386,0.000458573450831267,NA,0.0014,"Carnivore","Eutherian"
"1984",1,2,"Mammal","Eulipotyphla","Crocidura poensis",17,5.74e-06,4.65815188650097e-06,7.54165743970604e-06,5.74e-06,3.28e-05,"Carnivore","Eutherian"
"1985",1,2,"Mammal","Eulipotyphla","Crocidura sp.",17,3.13622583773142e-05,1.93710950402053e-05,3.13622583773142e-05,NA,0.0001364,"Carnivore","Eutherian"
"1986",1,2,"Mammal","Eulipotyphla","Erinaceus europeaus",805,0.00181554262283949,0.00257011696771848,0.00181554262283949,NA,0.001046,"Carnivore","Eutherian"
"1987",1,2,"Mammal","Eulipotyphla","Sorex araneus",9.3,2.13327777687e-05,7.42966110166267e-06,1.36944578888348e-05,2.13327777687e-05,8.17e-05,"Carnivore","Eutherian"
"1988",1,2,"Mammal","Eulipotyphla","Sorex arcticus",8,8.73646980954294e-05,4.58881609648153e-05,8.73646980954294e-05,NA,0.000564,"Carnivore","Eutherian"
"1989",1,2,"Mammal","Eulipotyphla","Sorex cinereus",4.2,0.000177697221954,6.0999537808433e-05,0.000133391335770596,0.000177697221954,0.001207,"Carnivore","Eutherian"
"1990",1,2,"Mammal","Eulipotyphla","Sorex longirostris",4.5,7.90624323507873e-06,3.66953629065112e-06,7.90624323507873e-06,NA,6.9e-05,"Carnivore","Eutherian"
"1991",1,2,"Mammal","Eulipotyphla","Sorex minutus",5.3,9.8324999793e-05,3.72708688029736e-05,7.75264466840006e-05,9.8324999793e-05,0.000621,"Carnivore","Eutherian"
"1992",1,2,"Mammal","Eulipotyphla","Sorex vagrans",7,7.9666666587e-05,5.28548270311434e-05,0.000103559096297799,7.9666666587e-05,0.000717,"Carnivore","Eutherian"
"1993",1,2,"Mammal","Eulipotyphla","Syluisorex lunaris",18.5,0.000228087729167979,0.0001434644072836,0.000228087729167979,NA,0.000949,"Carnivore","Eutherian"
"1994",1,2,"Mammal","Eulipotyphla","Sylvisorex megalura",5.3,0.000137699952805882,6.61993048142994e-05,0.000137699952805882,NA,0.001103,"Carnivore","Eutherian"
"1995",1,2,"Mammal","Eulipotyphla","Talpa europea",76,0.000526623622449256,0.000448823495568477,0.000526623622449256,NA,0.001045,"Carnivore","Eutherian"
"1996",1,1,"Mammal","Hyracoidea","Dendrohyrax validus",2430,0.000145497425978084,0.000145497425978084,NA,NA,2.56e-05,"Herbivore","Eutherian"
"1997",1,1,"Mammal","Lagomorpha","Echimys spp.",600,0.000151317911020519,0.000151317911020519,NA,NA,7.35e-05,"Herbivore","Eutherian"
"1998",1,1,"Mammal","Lagomorpha","Hydrochaeris hydrochaeris",31500,0.000649918133717843,0.000649918133717843,NA,NA,1.78e-05,"Herbivore","Eutherian"
"1999",1,1,"Mammal","Lagomorpha","Lepus americanus",1360,0.000942741666651,0.000525815701336883,NA,0.000942741666651,0.000141,"Herbivore","Eutherian"
"2000",1,1,"Mammal","Lagomorpha","Lepus californicus",2420,8.1069444443e-05,7.36645428897619e-05,NA,8.1069444443e-05,1.3e-05,"Herbivore","Eutherian"
"2001",1,1,"Mammal","Lagomorpha","Lepus capensis",3030,6.6510114710511e-05,6.6510114710511e-05,NA,NA,9.97e-06,"Herbivore","Eutherian"
"2002",1,1,"Mammal","Lagomorpha","Lepus nigricollis",2710,0.000621329922505107,0.000621329922505107,NA,NA,0.000101,"Herbivore","Eutherian"
"121",1,1,"Mammal","Lagomorpha","Lepus timidus",3260,7.93642e-05,6.61285532695562e-05,NA,7.93642e-05,9.4e-06,"Herbivore","Eutherian"
"2005",1,1,"Mammal","Lagomorpha","Lepus townsendi",3400,4.23576376793404e-05,4.23576376793404e-05,NA,NA,5.84e-06,"Herbivore","Eutherian"
"2006",1,1,"Mammal","Lagomorpha","Myoprocta acouchy",552,2.41038888908e-05,1.66652338418423e-05,NA,2.41038888908e-05,8.6e-06,"Herbivore","Eutherian"
"2007",1,1,"Mammal","Lagomorpha","Neacomys spp.",20,6.97064488489206e-05,6.97064488489206e-05,NA,NA,4e-04,"Herbivore","Eutherian"
"2008",1,1,"Mammal","Lagomorpha","Ochotona princeps",154,0.000519250000248,0.000427995726385765,NA,0.000519250000248,0.000558,"Herbivore","Eutherian"
"2009",1,1,"Mammal","Lagomorpha","Oryctolagus cuniculus",1640,0.000968745,0.000559645633458873,NA,0.000968745,0.000131,"Herbivore","Eutherian"
"2010",1,1,"Mammal","Lagomorpha","Oryzomys spp.",48,9.1110679235657e-05,9.1110679235657e-05,NA,NA,0.0002769,"Herbivore","Eutherian"
"2011",1,1,"Mammal","Lagomorpha","Rhipodomys spp.",90,8.93251386577066e-05,8.93251386577066e-05,NA,NA,0.000172,"Herbivore","Eutherian"
"2012",1,1,"Mammal","Lagomorpha","Sphiggurus insidiosus",1000,8.85975351341775e-05,8.85975351341775e-05,NA,NA,2.97e-05,"Herbivore","Eutherian"
"2013",1,1,"Mammal","Lagomorpha","Sylvilagus auduboni",854,9.41687631818481e-05,9.41687631818481e-05,NA,NA,3.54e-05,"Herbivore","Eutherian"
"2014",1,1,"Mammal","Lagomorpha","Sylvilagus bachmani",692,0.00124217022386331,0.00124217022386331,NA,NA,0.000544,"Herbivore","Eutherian"
"2015",1,1,"Mammal","Lagomorpha","Sylvilagus brasiliensis",1017,1.20792562194017e-05,1.20792562194017e-05,NA,NA,4e-06,"Herbivore","Eutherian"
"155",1,1,"Mammal","Lagomorpha","Sylvilagus floridanus",1077.5,0.000980975555880411,0.000980975555880411,NA,NA,0.0003115,"Herbivore","Eutherian"
"2018",1,1,"Mammal","Lagomorpha","Sylvilagus nuttalli",1020,0.000208207971596539,0.000208207971596539,NA,NA,6.88e-05,"Herbivore","Eutherian"
"2019",1,1,"Mammal","Lagomorpha","Zygodontomys spp.",50,1.96582750382045e-05,1.96582750382045e-05,NA,NA,5.8e-05,"Herbivore","Eutherian"
"2020",1,2,"Mammal","Macroscelidea","Elephantulus edwardii",55,0.0001816666668,0.000202916483092421,NA,0.0001816666668,6e-04,"Carnivore","Eutherian"
"2021",1,9,"Mammal","Peramelemorphia","Isoodon obesulus",560,2.45124e-05,3.11868272381914e-05,NA,2.45124e-05,1.98e-05,"Omnivore","Marsupial"
"92",1,1,"Mammal","Perissodactyla","Ceratotherium simum",1677500,0.000330197189477421,0.000330197189477421,NA,NA,5.04665e-07,"Herbivore","Eutherian"
"2030",1,1,"Mammal","Perissodactyla","Dicerorhinus sumatrensis",1120000,4.53816647573855e-05,4.53816647573855e-05,NA,NA,9.3e-08,"Herbivore","Eutherian"
"107",1,1,"Mammal","Perissodactyla","Diceros bicornis",998080,4.93462858643843e-05,4.93462858643843e-05,NA,NA,1.0995e-07,"Herbivore","Eutherian"
"109",1,1,"Mammal","Perissodactyla","Equus burchelli",220906.976744186,0.000504053069618781,0.000504053069618781,NA,NA,3.35671930232558e-06,"Herbivore","Eutherian"
"2099",1,1,"Mammal","Perissodactyla","Equus grevyi",390000,0.000583057274645937,0.000583057274645937,NA,NA,2.57e-06,"Herbivore","Eutherian"
"2100",1,1,"Mammal","Perissodactyla","Equus zebra",270000,0.000260571277445621,0.000260571277445621,NA,NA,1.5e-06,"Herbivore","Eutherian"
"2101",1,1,"Mammal","Perissodactyla","Rhinoceros sondaicus",997000,5.38144766697152e-05,5.38144766697152e-05,NA,NA,1.2e-07,"Herbivore","Eutherian"
"2102",1,1,"Mammal","Perissodactyla","Rhinoceros unicornis",1255000,0.00332313570008907,0.00332313570008907,NA,NA,6.27e-06,"Herbivore","Eutherian"
"157",1,1,"Mammal","Perissodactyla","Tapirus bairdii",3e+05,0.000105950660633131,0.000105950660633131,NA,NA,5.65e-07,"Herbivore","Eutherian"
"158",1,1,"Mammal","Perissodactyla","Tapirus terrestris",161975,0.000143848612106182,0.000143848612106182,NA,NA,1.2e-06,"Herbivore","Eutherian"
"67",1,2,"Mammal","Pholidota","Manis tricuspis",2150,0.00015301125,0.000154631285927731,NA,0.00015301125,3.045e-05,"Carnivore","Eutherian"
"78",1,1,"Mammal","Primate","Alouatta caraya",6875,0.000390431203960177,0.000406316491423569,0.000390431203960177,NA,3.36e-05,"Herbivore","Eutherian"
"79",1,1,"Mammal","Primate","Alouatta palliata",6614.5,0.0005651752,0.000579686179907164,0.000555819243468674,0.0005651752,4.93e-05,"Herbivore","Eutherian"
"2113",1,1,"Mammal","Primate","Alouatta pigra",6500,0.000133455808346645,0.00013932258802959,0.000133455808346645,NA,1.2e-05,"Herbivore","Eutherian"
"80",1,1,"Mammal","Primate","Alouatta seniculus",6717.5,0.000589392651792745,0.00061416956067847,0.000589392651792745,NA,5.165e-05,"Herbivore","Eutherian"
"2116",1,9,"Mammal","Primate","Aotus azarae",873,3.1468064826405e-05,2.84865164553533e-05,3.1468064826405e-05,NA,1.36e-05,"Omnivore","Eutherian"
"2117",1,9,"Mammal","Primate","Aotus lemurinus",873,0.000145771182651729,0.000131959598285828,0.000145771182651729,NA,6.3e-05,"Omnivore","Eutherian"
"2118",1,9,"Mammal","Primate","Aotus nigriceps",873,7.89015448956183e-05,7.1425750818202e-05,7.89015448956183e-05,NA,3.41e-05,"Omnivore","Eutherian"
"2119",1,9,"Mammal","Primate","Aotus trivirgatus",960,0.0002499,0.000222631915264293,0.000249226428227506,0.0002499,1e-04,"Omnivore","Eutherian"
"167",1,9,"Mammal","Primate","Arctocebus calabarensis",205,5.9211e-06,6.69268351606211e-06,6.03579564616382e-06,5.9211e-06,8.1e-06,"Omnivore","Eutherian"
"83",1,1,"Mammal","Primate","Ateles belzebuth",6750,0.000129435076004741,0.000134839822706811,0.000129435076004741,NA,1.13e-05,"Herbivore","Eutherian"
"2124",1,1,"Mammal","Primate","Ateles geoffroyi",7500,0.000223886755284931,0.000231863385372458,0.000223886755284931,NA,1.8e-05,"Herbivore","Eutherian"
"2125",1,1,"Mammal","Primate","Ateles geoffrroyi",6000,0.00047009407864396,0.000492964348340915,0.00047009407864396,NA,4.5e-05,"Herbivore","Eutherian"
"2126",1,1,"Mammal","Primate","Ateles paniscus",7775,0.000144565327269407,0.000149414285539198,0.000144565327269407,NA,1.13e-05,"Herbivore","Eutherian"
"2127",1,1,"Mammal","Primate","Avahi laniger",1070,0.000406937171805003,0.000469990491734636,0.000406937171805003,NA,0.00015,"Herbivore","Eutherian"
"2128",1,1,"Mammal","Primate","Brachyteles arachnoides",13500,9.84802178251614e-05,9.86864463498047e-05,9.84802178251614e-05,NA,5e-06,"Herbivore","Eutherian"
"168",1,9,"Mammal","Primate","Callicebus moloch",923,0.000326755127275738,0.000293498221922237,0.000326755127275738,NA,0.0001352,"Omnivore","Eutherian"
"169",1,9,"Mammal","Primate","Callicebus torquatus",1100,4.36624023288383e-05,3.82669591590019e-05,4.36624023288383e-05,NA,1.575e-05,"Omnivore","Eutherian"
"2133",1,9,"Mammal","Primate","Callithrix argentata",380,1.02628430551988e-05,1.0437807560805e-05,1.02628430551988e-05,NA,8.5e-06,"Omnivore","Eutherian"
"2134",1,9,"Mammal","Primate","Callithrix humeralifer",380,0.000140902798181376,0.000143304957923052,0.000140902798181376,NA,0.0001167,"Omnivore","Eutherian"
"170",1,9,"Mammal","Primate","Callithrix jacchus",250,0.000437992,0.000484749201427392,0.000449487275530247,0.000437992,0.0005165,"Omnivore","Eutherian"
"2137",1,9,"Mammal","Primate","Cebuella pygmaea",122,0.0002333704,0.000230691318048232,0.000193468526961704,0.0002333704,0.0003896,"Omnivore","Eutherian"
"171",1,9,"Mammal","Primate","Cebus albifrons",2262.5,0.000113284168725997,8.97507572497078e-05,0.000113284168725997,NA,2.325e-05,"Omnivore","Eutherian"
"2140",1,9,"Mammal","Primate","Cebus apella",3445,8.39385860671087e-05,6.26998438551927e-05,8.39385860671087e-05,NA,1.24e-05,"Omnivore","Eutherian"
"172",1,9,"Mammal","Primate","Cebus capucinus",2925,0.000274282471678256,0.000209629179370296,0.000274282471678256,NA,4.605e-05,"Omnivore","Eutherian"
"2143",1,1,"Mammal","Primate","Cebus olivaceous",2600,0.000190123233407703,0.000208931482197416,0.000190123233407703,NA,3.5e-05,"Herbivore","Eutherian"
"2144",1,9,"Mammal","Primate","Cebus olivaceus",2900,8.99283886080574e-05,6.88133012937842e-05,8.99283886080574e-05,NA,1.52e-05,"Omnivore","Eutherian"
"2145",1,1,"Mammal","Primate","Cercocebus albigena",8000,0.0004317062129817,0.000445474101643524,0.0004317062129817,NA,3.3e-05,"Herbivore","Eutherian"
"2146",1,9,"Mammal","Primate","Cercocebus ascanius",2790,0.000349572909206837,0.000268945623824181,0.000349572909206837,NA,6.09e-05,"Omnivore","Eutherian"
"2147",1,9,"Mammal","Primate","Cercocebus atys",5800,0.00024720938477589,0.000171670762584269,0.00024720938477589,NA,2.43e-05,"Omnivore","Eutherian"
"173",1,9,"Mammal","Primate","Cercocebus galeritus",6900,0.000437570383477343,0.000296565309547147,0.000437570383477343,NA,3.755e-05,"Omnivore","Eutherian"
"2150",1,9,"Mammal","Primate","Cercocebus torquatus",7800,0.000174427468124381,0.000116207172476573,0.000174427468124381,NA,1.36e-05,"Omnivore","Eutherian"
"2151",1,9,"Mammal","Primate","Cercopithecus aethiops",4050,0.000407158669931307,0.000297324902663811,0.000407158669931307,NA,5.3e-05,"Omnivore","Eutherian"
"2152",1,9,"Mammal","Primate","Cercopithecus ascanius",3550,0.000748445733086944,0.000556723622052444,0.000748445733086944,NA,0.000108,"Omnivore","Eutherian"
"174",1,9,"Mammal","Primate","Cercopithecus campbelli",3850,0.000181644974456276,0.000133588842334789,0.000181644974456276,NA,2.46e-05,"Omnivore","Eutherian"
"175",1,9,"Mammal","Primate","Cercopithecus cephus",3500,0.000127819771269546,9.52664125952109e-05,0.000127819771269546,NA,1.865e-05,"Omnivore","Eutherian"
"2157",1,9,"Mammal","Primate","Cercopithecus diana",5000,0.000369583603599418,0.000262040365634935,0.000369583603599418,NA,4.08e-05,"Omnivore","Eutherian"
