"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr"
"1426",1,1,"Mammal","Rodentia","Phloeomys cumingi",1750,0.183823529,"Herbivore","Eutherian",5.4400000121856
"1427",1,1,"Mammal","Rodentia","Phloeomys pallidus",1744,0.23364486,"Herbivore","Eutherian",4.279999996576
"1428",1,9,"Mammal","Rodentia","Phodopus sungorus",23.4,0.641025641,"Omnivore","Eutherian",1.5600000000624
"1429",1,1,"Mammal","Rodentia","Plagiodontia aedium",1267,0.157232704,"Herbivore","Eutherian",6.3600000162816
"1430",1,9,"Mammal","Rodentia","Podomys floridanus",32,0.337837838,"Omnivore","Eutherian",2.9599999985792
"1431",1,1,"Mammal","Rodentia","Pogonomys macrourus",57,0.806451613,"Herbivore","Eutherian",1.2399999998512
"1432",1,1,"Mammal","Rodentia","Poliocitellus franklinii",459,0.347222222,"Herbivore","Eutherian",2.8800000018432
"1433",1,1,"Mammal","Rodentia","Praomys tullbergi",30,0.480769231,"Herbivore","Eutherian",2.0799999990016
"1434",1,9,"Mammal","Rodentia","Proechimys brevicauda",285,0.367647059,"Omnivore","Eutherian",2.7199999986944
"233",1,9,"Mammal","Rodentia","Proechimys semispinosus",430.5,0.9300172415,"Omnivore","Eutherian",1.07524888289934
"1437",1,1,"Mammal","Rodentia","Psammomys obesus",212,0.78125,"Herbivore","Eutherian",1.28
"1438",1,1,"Mammal","Rodentia","Pseudomys australis",65,0.316455696,"Herbivore","Eutherian",3.1600000020224
"1439",1,1,"Mammal","Rodentia","Pseudomys chapmani",12,0.367647059,"Herbivore","Eutherian",2.7199999986944
"1440",1,1,"Mammal","Rodentia","Pseudomys fumeus",70,0.384615385,"Herbivore","Eutherian",2.5999999974
"1441",1,1,"Mammal","Rodentia","Pseudomys laborifex",12,0.362318841,"Herbivore","Eutherian",2.7599999967984
"1442",1,1,"Mammal","Rodentia","Pseudomys shortridgei",64,0.416666667,"Herbivore","Eutherian",2.39999999808
"1443",1,1,"Mammal","Rodentia","Pteromys volans",130,0.219298246,"Herbivore","Eutherian",4.5599999919744
"1444",1,9,"Mammal","Rodentia","Rattus fuscipes",130,0.471698113,"Omnivore","Eutherian",2.1200000009328
"1445",1,9,"Mammal","Rodentia","Rattus lutreolus",115,0.568181818,"Omnivore","Eutherian",1.7600000005632
"1446",1,9,"Mammal","Rodentia","Rattus norvegicus",300,0.657894737,"Omnivore","Eutherian",1.5199999996352
"1447",1,9,"Mammal","Rodentia","Rattus rattus",200,0.595238095,"Omnivore","Eutherian",1.680000000672
"1448",1,1,"Mammal","Rodentia","Ratufa bicolor",2000,0.131578947,"Herbivore","Eutherian",7.60000002128
"1449",1,1,"Mammal","Rodentia","Ratufa indica",2000,0.125,"Herbivore","Eutherian",8
"1450",1,1,"Mammal","Rodentia","Reithrodon auritus",72.2,0.454545455,"Herbivore","Eutherian",2.1999999978
"1451",1,1,"Mammal","Rodentia","Rhabdomys pumilio",51,0.555555556,"Herbivore","Eutherian",1.79999999856
"1452",1,1,"Mammal","Rodentia","Rhombomys opimus",285,0.555555556,"Herbivore","Eutherian",1.79999999856
"1453",1,9,"Mammal","Rodentia","Saccostomus campestris",47.4,0.555555556,"Omnivore","Eutherian",1.79999999856
"1454",1,1,"Mammal","Rodentia","Sciurus aureogaster",600,0.217391304,"Herbivore","Eutherian",4.60000000736
"19010",1,1,"Mammal","Rodentia","Sciurus carolinensis",512.75,0.13123305075,"Herbivore","Eutherian",7.62003164816314
"1459",1,1,"Mammal","Rodentia","Sciurus granatensis",374,0.217391304,"Herbivore","Eutherian",4.60000000736
"1460",1,1,"Mammal","Rodentia","Sciurus niger",800,0.15625,"Herbivore","Eutherian",6.4
"1461",1,1,"Mammal","Rodentia","Sciurus variegatoides",485,0.165562914,"Herbivore","Eutherian",6.0399999966176
"19110",1,1,"Mammal","Rodentia","Sciurus vulgaris",450,0.1909594595,"Herbivore","Eutherian",5.23671360726699
"1464",1,9,"Mammal","Rodentia","Sekeetamys calurus",65,0.342465753,"Omnivore","Eutherian",2.9200000036208
"1465",1,1,"Mammal","Rodentia","Sicista betulina",10,0.769,"Herbivore","Eutherian",1.30039011703511
"1466",1,9,"Mammal","Rodentia","Sigmodon hispidus",185,0.480769231,"Omnivore","Eutherian",2.0799999990016
"1467",1,1,"Mammal","Rodentia","Spalacopus cyanus",98,0.231481481,"Herbivore","Eutherian",4.3200000089856
"1468",1,1,"Mammal","Rodentia","Spalax ehrenbergi",160,0.123762376,"Herbivore","Eutherian",8.0800000155136
"1469",1,9,"Mammal","Rodentia","Spermophilus citellus",217,0.373134328,"Omnivore","Eutherian",2.6800000025728
"1470",1,9,"Mammal","Rodentia","Spermophilus pygmaeus",136,0.352112676,"Omnivore","Eutherian",2.8400000004544
"1471",1,1,"Mammal","Rodentia","Sphiggurus mexicanus",2000,0.149700599,"Herbivore","Eutherian",6.6799999911824
"1472",1,1,"Mammal","Rodentia","Sundamys muelleri",424,10,"Herbivore","Eutherian",0.1
"1473",1,1,"Mammal","Rodentia","Sundasciurus hippurus",312.5,0.178571429,"Herbivore","Eutherian",5.59999998656
"1474",1,1,"Mammal","Rodentia","Sundasciurus lowii",67,0.225225225,"Herbivore","Eutherian",4.44000000444
"1475",1,1,"Mammal","Rodentia","Sundasciurus tenuis",75,0.25,"Herbivore","Eutherian",4
"1476",1,9,"Mammal","Rodentia","Tamias dorsalis",62.8,0.198412698,"Omnivore","Eutherian",5.0400000104832
"1477",1,9,"Mammal","Rodentia","Tamias minimus",44.1,0.25,"Omnivore","Eutherian",4
"1478",1,9,"Mammal","Rodentia","Tamias sibiricus",85,0.260416667,"Omnivore","Eutherian",3.8399999950848
"236",1,9,"Mammal","Rodentia","Tamias striatus",104,0.5860789475,"Omnivore","Eutherian",1.70625477039508
"1481",1,9,"Mammal","Rodentia","Tamias townsendii",75,0.268817204,"Omnivore","Eutherian",3.7200000041664
"237",1,9,"Mammal","Rodentia","Tamiasciurus hudsonicus",195,0.3460510205,"Omnivore","Eutherian",2.88974729378092
"1484",1,9,"Mammal","Rodentia","Tatera indica",146.7,0.357142857,"Omnivore","Eutherian",2.80000000112
"1485",1,1,"Mammal","Rodentia","Thomomys bottae",115.5,0.409836066,"Herbivore","Eutherian",2.4399999974624
"1486",1,1,"Mammal","Rodentia","Thomomys talpoides",130,1.852,"Herbivore","Eutherian",0.539956803455723
"1487",1,1,"Mammal","Rodentia","Thrichomys apereoides",373.5,0.357142857,"Herbivore","Eutherian",2.80000000112
"199",1,1,"Mammal","Rodentia","Thryonomys swinderianus",5330,0.5399814815,"Herbivore","Eutherian",1.85191536054556
"1490",1,1,"Mammal","Rodentia","Tylomys nudicaudus",280,0.462962963,"Herbivore","Eutherian",2.1599999998272
"1491",1,1,"Mammal","Rodentia","Xerospermophilus mohavensis",150,0.320512821,"Herbivore","Eutherian",3.1199999952576
"1492",1,1,"Mammal","Rodentia","Xerospermophilus tereticaudus",163.3,0.280898876,"Herbivore","Eutherian",3.5600000051264
"1493",1,9,"Mammal","Rodentia","Xerus erythropus",600,0.242718447,"Omnivore","Eutherian",4.1199999932432
"1494",1,9,"Mammal","Rodentia","Xerus inauris",588,0.217391304,"Omnivore","Eutherian",4.60000000736
"1495",1,1,"Mammal","Rodentia","Zapus hudsonius",18,0.446428571,"Herbivore","Eutherian",2.2400000021504
"1496",1,1,"Mammal","Rodentia","Zyzomys palatilis",123,0.403225806,"Herbivore","Eutherian",2.4800000027776
"1497",1,1,"Mammal","Rodentia","Zyzomys pedunculatus",100,0.333333333,"Herbivore","Eutherian",3.000000003
"1498",1,9,"Mammal","Scandentia","Tupaia belangeri",200,0.225225225,"Omnivore","Eutherian",4.44000000444
"238",1,9,"Mammal","Scandentia","Tupaia glis",175,0.2073064515,"Omnivore","Eutherian",4.82377655284886
"1501",1,9,"Mammal","Scandentia","Tupaia minor",58.6,0.204918033,"Omnivore","Eutherian",4.8799999949248
"1502",1,9,"Mammal","Scandentia","Tupaia tana",197.8,0.215517241,"Omnivore","Eutherian",4.6400000081664
"1503",1,9,"Mammal","Scandentia","Urogale everetti",350,0.217391304,"Omnivore","Eutherian",4.60000000736
"136",1,1,"Mammal","Sirenia","Dugong dugon",405000,0.04056164375,"Herbivore","Eutherian",24.6538332165101
"20110",1,1,"Mammal","Sirenia","Trichechus inunguis",440000,0.07325,"Herbivore","Eutherian",13.6518771331058
"20210",1,1,"Mammal","Sirenia","Trichechus manatus",286000,0.060115942,"Herbivore","Eutherian",16.6345226695441
"64",1,2,"Mammal","Tubulidentata","Orycteropus afer",56200,0.0969463085,"Carnivore","Eutherian",10.3149879090033
"1514",1,9,"Mammal","Xenarthra","Bradypus torquatus",3900,0.213,"Omnivore","Marsupial",4.69483568075117
"1515",1,9,"Mammal","Xenarthra","Chaetophractus vellerosus",840,0.154320988,"Omnivore","Marsupial",6.4799999854848
"1516",1,9,"Mammal","Xenarthra","Chaetophractus villosus",3000,0.099206349,"Omnivore","Marsupial",10.0800000209664
"1517",1,1,"Mammal","Xenarthra","Choloepus didactylus",6250,0.067934783,"Herbivore","Marsupial",14.7199999152128
"1518",1,1,"Mammal","Xenarthra","Choloepus hoffmanni",6250,0.06097561,"Herbivore","Marsupial",16.3999999344
"271",1,9,"Mammal","Xenarthra","Dasypus novemcinctus",4633.33333333333,0.150035874333333,"Omnivore","Marsupial",6.66507263308447
"1522",1,9,"Mammal","Xenarthra","Dasypus septemcinctus",1475,0.148809524,"Omnivore","Marsupial",6.7199999913984
"1523",1,9,"Mammal","Xenarthra","Euphractus sexcinctus",4850,0.113122172,"Omnivore","Marsupial",8.8399999957568
"1524",1,9,"Mammal","Xenarthra","Myrmecophaga tridactyla",28500,0.080645161,"Omnivore","Marsupial",12.40000004464
"273",1,9,"Mammal","Xenarthra","Priodontes maximus",39200,0.1678333335,"Omnivore","Marsupial",5.95829195038898
"1527",1,9,"Mammal","Xenarthra","Tamandua mexicana",4500,0.15625,"Omnivore","Marsupial",6.4
"1528",1,9,"Mammal","Xenarthra","Tamandua tetradactyla",4500,0.131578947,"Omnivore","Marsupial",7.60000002128
"1529",1,9,"Mammal","Xenarthra","Tolypeutes matacus",1500,0.067934783,"Omnivore","Marsupial",14.7199999152128
"1530",1,9,"Mammal","Xenarthra","Zaedyus pichiy",1500,0.2,"Omnivore","Marsupial",5
"1531",2,3,"Protist","Haptophyta","Phaeocystis pouchetii",2.04e-10,292,"","",0.00342465753424658
"1532",2,3,"Protist","Lithodesmiales","Ditylum brightwellii",3.32e-07,87.6,"","",0.0114155251141553
"1533",2,3,"Protist","Lithodesmiales","Ditylum brightwellii",3.32e-07,21.9,"","",0.045662100456621
"1534",2,3,"Protist","Mamiellales","Micromonas pusilla",7.6e-12,182.5,"","",0.00547945205479452
"1535",2,3,"Protist","Naviculales","Phaeodactyllum tricornutum",7.6e-11,6.57,"","",0.15220700152207
"1536",2,3,"Protist","Naviculales","Phaeodactyllum tricornutum",7.6e-11,2.92,"","",0.342465753424658
"1537",2,3,"Protist","Unknown","Antarctic phytoplanktonic",8.4e-11,2.482,"","",0.40290088638195
"1538",2,3,"Protist","Unknown","Antarctic phytoplanktonic",2.04e-09,0.438,"","",2.28310502283105
"1539",2,3,"Protist","Unknown","Mediterranean phytoplankton",2.24e-12,204.4,"","",0.00489236790606654
"1540",2,3,"Protist","Unknown","Mediterranean phytoplankton",4.4e-12,193.45,"","",0.00516929439131559
"1541",2,3,"Protist","Unknown","Mediterranean phytoplankton",1.52e-11,313.9,"","",0.00318572793883402
"1542",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",3.04e-14,226.3,"","",0.00441891294741494
"1543",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",3.12e-14,365,"","",0.00273972602739726
"1544",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",3.16e-14,135.05,"","",0.00740466493891151
"1545",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",5.2e-14,233.6,"","",0.00428082191780822
"1546",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",8.4e-14,156.95,"","",0.00637145587766805
"1547",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.72e-13,94.9,"","",0.0105374077976818
"1548",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",2.44e-13,36.5,"","",0.0273972602739726
"1549",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",4.4e-13,365,"","",0.00273972602739726
"1550",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",5.2e-13,3.65,"","",0.273972602739726
"1551",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",7.6e-13,25.915,"","",0.038587690526722
"1552",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",8e-13,295.65,"","",0.00338237781160156
"1553",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.12e-12,14.6,"","",0.0684931506849315
"1554",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.2e-12,693.5,"","",0.00144196106705119
"1555",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.48e-12,31.755,"","",0.0314911037631869
"1556",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.96e-12,912.5,"","",0.0010958904109589
"1557",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",2.44e-12,20.44,"","",0.0489236790606654
"1558",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",2.92e-12,25.185,"","",0.0397061743101052
"1559",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",4.8e-12,18.25,"","",0.0547945205479452
"1560",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",6.4e-12,80.3,"","",0.012453300124533
"1561",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",7.2e-12,62.05,"","",0.016116035455278
"1562",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",7.2e-12,51.1,"","",0.0195694716242661
"1563",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",7.6e-12,113.15,"","",0.00883782589482987
"1564",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1e-11,7.3,"","",0.136986301369863
"1565",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.28e-11,20.805,"","",0.0480653689017063
"1566",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.28e-11,109.5,"","",0.0091324200913242
"1567",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.8e-11,33.215,"","",0.0301068794219479
"1568",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.8e-11,58.4,"","",0.0171232876712329
"1569",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.88e-11,65.7,"","",0.015220700152207
"1570",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.36e-10,8.03,"","",0.12453300124533
"1571",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",1.28e-09,32.485,"","",0.0307834385100816
"1572",2,3,"Protist","Unknown","Tropical Atlantic phytoplankton communities",2.56e-09,215.35,"","",0.00464360343626654
"1573",3,4,"Plant","Alismatales","Amphibolis antarctica",1.32,0.584,"","Broadleaf",1.71232876712329
"1574",3,4,"Plant","Alismatales","Amphibolis griffithii",2.68,1.095,"","Broadleaf",0.91324200913242
"1575",3,4,"Plant","Alismatales","Arisaema triphyllum",0.48,2.555,"","Broadleaf",0.391389432485323
"1576",3,4,"Plant","Alismatales","Arisaema triphyllum",0.48,4.745,"","Broadleaf",0.210748155953635
"1577",3,4,"Plant","Alismatales","Arisaema triphyllum",0.88,1.606,"","Broadleaf",0.62266500622665
"1578",3,4,"Plant","Alismatales","Arisaema triphyllum",0.88,0.329,"","Broadleaf",3.03951367781155
"1579",3,4,"Plant","Alismatales","Arisaema triphyllum",0.96,0.402,"","Broadleaf",2.48756218905473
"1580",3,4,"Plant","Alismatales","Arisaema triphyllum",1,2.957,"","Broadleaf",0.338180588434224
"1581",3,4,"Plant","Alismatales","Arisaema triphyllum",1.36,0.584,"","Broadleaf",1.71232876712329
"1582",3,4,"Plant","Alismatales","Arisaema triphyllum",1.36,0.803,"","Broadleaf",1.2453300124533
"1583",3,4,"Plant","Alismatales","Arisaema triphyllum",1.48,0.73,"","Broadleaf",1.36986301369863
"1584",3,4,"Plant","Alismatales","Arisaema triphyllum",1.48,2.263,"","Broadleaf",0.441891294741494
"1585",3,4,"Plant","Alismatales","Arisaema triphyllum",1.88,1.57,"","Broadleaf",0.636942675159236
"1586",3,4,"Plant","Alismatales","Arisaema triphyllum",1.96,1.022,"","Broadleaf",0.978473581213307
"1587",3,4,"Plant","Alismatales","Arisaema triphyllum",1.96,1.679,"","Broadleaf",0.595592614651578
"1588",3,4,"Plant","Alismatales","Arisaema triphyllum",2.44,0.621,"","Broadleaf",1.61030595813205
"1589",3,4,"Plant","Alismatales","Arisaema triphyllum",2.48,0.84,"","Broadleaf",1.19047619047619
"1590",3,4,"Plant","Alismatales","Arisaema triphyllum",2.92,1.022,"","Broadleaf",0.978473581213307
"1591",3,4,"Plant","Alismatales","Arisaema triphyllum",2.96,0.329,"","Broadleaf",3.03951367781155
"1592",3,4,"Plant","Alismatales","Cymodocea nodosa",0.028,1.387,"","Broadleaf",0.720980533525595
"1593",3,4,"Plant","Alismatales","Cymodocea nodosa",0.044,0.657,"","Broadleaf",1.5220700152207
"1594",3,4,"Plant","Alismatales","Cymodocea nodosa",0.052,2.373,"","Broadleaf",0.421407501053519
"1595",3,4,"Plant","Alismatales","Cymodocea nodosa",0.072,2.519,"","Broadleaf",0.396982929734021
"1596",3,4,"Plant","Alismatales","Cymodocea nodosa",0.072,1.241,"","Broadleaf",0.8058017727639
"1597",3,4,"Plant","Alismatales","Cymodocea nodosa",0.076,1.059,"","Broadleaf",0.944287063267233
"1598",3,4,"Plant","Alismatales","Cymodocea nodosa",0.076,2.336,"","Broadleaf",0.428082191780822
"1599",3,4,"Plant","Alismatales","Cymodocea nodosa",0.088,0.694,"","Broadleaf",1.44092219020173
"1600",3,4,"Plant","Alismatales","Cymodocea nodosa",0.088,5.11,"","Broadleaf",0.195694716242661
"1601",3,4,"Plant","Alismatales","Cymodocea nodosa",0.092,0.365,"","Broadleaf",2.73972602739726
"1602",3,4,"Plant","Alismatales","Cymodocea nodosa",0.112,0.803,"","Broadleaf",1.2453300124533
"1603",3,4,"Plant","Alismatales","Cymodocea nodosa",0.12,0.402,"","Broadleaf",2.48756218905473
"1604",3,4,"Plant","Alismatales","Cymodocea nodosa",0.12,0.986,"","Broadleaf",1.01419878296146
"1605",3,4,"Plant","Alismatales","Cymodocea nodosa",0.12,1.205,"","Broadleaf",0.829875518672199
"1606",3,4,"Plant","Alismatales","Cymodocea nodosa",0.132,0.767,"","Broadleaf",1.30378096479791
"1607",3,4,"Plant","Alismatales","Cymodocea nodosa",0.152,2.701,"","Broadleaf",0.370233246945576
"1608",3,4,"Plant","Alismatales","Cymodocea nodosa",0.16,0.694,"","Broadleaf",1.44092219020173
"1609",3,4,"Plant","Alismatales","Cymodocea nodosa",0.164,1.387,"","Broadleaf",0.720980533525595
"1610",3,4,"Plant","Alismatales","Cymodocea nodosa",0.196,0.621,"","Broadleaf",1.61030595813205
"1611",3,4,"Plant","Alismatales","Cymodocea nodosa",0.2,1.241,"","Broadleaf",0.8058017727639
"1612",3,4,"Plant","Alismatales","Cymodocea nodosa",0.208,0.584,"","Broadleaf",1.71232876712329
"1613",3,4,"Plant","Alismatales","Cymodocea nodosa",0.212,0.511,"","Broadleaf",1.95694716242661
"1614",3,4,"Plant","Alismatales","Cymodocea nodosa",0.28,1.314,"","Broadleaf",0.76103500761035
"1615",3,4,"Plant","Alismatales","Cymodocea nodosa",0.4,1.46,"","Broadleaf",0.684931506849315
"1616",3,4,"Plant","Alismatales","Cymodocea nodosa",0.52,1.205,"","Broadleaf",0.829875518672199
"1617",3,4,"Plant","Alismatales","Cymodocea nodosa",0.52,2.446,"","Broadleaf",0.408830744071954
"1618",3,4,"Plant","Alismatales","Cymodocea nodosa",0.52,0.949,"","Broadleaf",1.05374077976818
"1619",3,4,"Plant","Alismatales","Cymodocea nodosa",0.52,3.103,"","Broadleaf",0.322268772155978
"1620",3,4,"Plant","Alismatales","Cymodocea nodosa",0.72,1.387,"","Broadleaf",0.720980533525595
"1621",3,4,"Plant","Alismatales","Cymodocea nodosa",0.8,0.876,"","Broadleaf",1.14155251141553
"1622",3,4,"Plant","Alismatales","Cymodocea nodosa",1,1.643,"","Broadleaf",0.608642726719416
"1623",3,4,"Plant","Alismatales","Cymodocea nodosa",1.08,1.059,"","Broadleaf",0.944287063267233
"1624",3,4,"Plant","Alismatales","Cymodocea nodosa",1.16,3.65,"","Broadleaf",0.273972602739726
"1625",3,4,"Plant","Alismatales","Cymodocea nodosa",1.28,1.022,"","Broadleaf",0.978473581213307
"1626",3,4,"Plant","Alismatales","Cymodocea rotundata",0.48,0.803,"","Broadleaf",1.2453300124533
"1627",3,4,"Plant","Alismatales","Cymodocea serrulata",0.6,2.884,"","Broadleaf",0.346740638002774
"1628",3,4,"Plant","Alismatales","Enhalusa coroides",10,0.234,"","Broadleaf",4.27350427350427
"1629",3,4,"Plant","Alismatales","Halodule uninervis",0.2,1.825,"","Broadleaf",0.547945205479452
"1630",3,4,"Plant","Alismatales","Halodule wrightii",0.12,3.577,"","Broadleaf",0.279563880346659
"1631",3,4,"Plant","Alismatales","Heterozostera tasmanica",0.2,3.65,"","Broadleaf",0.273972602739726
"1632",3,4,"Plant","Alismatales","Posidonia angustifolia",1.48,1.241,"","Broadleaf",0.8058017727639
"1633",3,4,"Plant","Alismatales","Posidonia australis",1.6,0.365,"","Broadleaf",2.73972602739726
