"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr"
"2565",4,6,"Fish","Perciformes","Lutjanus malabaricus",4350.5,0.032258065,"","",30.999999535
"2566",4,6,"Fish","Perciformes","Lutjanus peru",3195.5,0.138888889,"","",7.19999999424
"2567",4,6,"Fish","Perciformes","Lutjanus purpureus",5500,0.055555556,"","",17.999999856
"2568",4,6,"Fish","Perciformes","Lutjanus purpureus",11700,0.37,"","",2.7027027027027
"2569",4,6,"Fish","Perciformes","Lutjanus sanguineus",12650,0.076923077,"","",12.999999987
"2570",4,6,"Fish","Perciformes","Lutjanus sebae",17985,0.028571429,"","",34.999999475
"2571",4,6,"Fish","Perciformes","Lutjanus synagris",1941.5,0.1,"","",10
"2572",4,6,"Fish","Perciformes","Maccullochella peelii",62000,0.020833333,"","",48.000000768
"2573",4,6,"Fish","Perciformes","Macquaria ambigua",13200,0.05,"","",20
"2574",4,6,"Fish","Perciformes","Makaira nigricans",93500,0.035714286,"","",27.999999776
"2575",4,6,"Fish","Perciformes","Menticirrhus undulatus",2145,0.125,"","",8
"2576",4,6,"Fish","Perciformes","Micropogonias undulatus",1419,0.2,"","",5
"2577",4,6,"Fish","Perciformes","Micropogonias undulatus",2300,3.139,"","",0.318572793883402
"2578",4,6,"Fish","Perciformes","Micropterus dolomieu",2975.5,0.038461538,"","",26.000000312
"2579",4,6,"Fish","Perciformes","Micropterus punctulatus",2557,0.142857143,"","",6.999999993
"2580",4,6,"Fish","Perciformes","Micropterus salmoides",5527.5,0.043478261,"","",22.999999931
"2581",4,6,"Fish","Perciformes","Morone americana",1210,0.142857143,"","",6.999999993
"2582",4,6,"Fish","Perciformes","Morone chrysops",1537.25,0.111111111,"","",9.000000009
"2583",4,6,"Fish","Perciformes","Morone mississippiensis",6050,0.166666667,"","",5.999999988
"2584",4,6,"Fish","Perciformes","Morone saxatilis",31350,0.033333333,"","",30.0000003
"2585",4,6,"Fish","Perciformes","Mulloidichthys martinicus",360,1.73,"","",0.578034682080925
"2586",4,6,"Fish","Perciformes","Mulloidichthys martinicus",520,1.7,"","",0.588235294117647
"2587",4,6,"Fish","Perciformes","Mullus surmuletus",550,0.1,"","",10
"2588",4,6,"Fish","Perciformes","Mycteroperca interstitialis",5610,0.024390244,"","",40.999999836
"2589",4,6,"Fish","Perciformes","Mycteroperca phenax",7810,0.047619048,"","",20.999999832
"2590",4,6,"Fish","Perciformes","Mycteroperca venenosa",8320,0.42,"","",2.38095238095238
"2591",4,6,"Fish","Perciformes","Nemipterus bleekeri",300,1.12,"","",0.892857142857143
"2592",4,6,"Fish","Perciformes","Nemipterus delagoe",240,1.62,"","",0.617283950617284
"2593",4,6,"Fish","Perciformes","Nemipterus hexodon",215,0.88,"","",1.13636363636364
"2594",4,6,"Fish","Perciformes","Nemipterus japonicus",327.8,0.125,"","",8
"2595",4,6,"Fish","Perciformes","Nemipterus japonicus",255,1.88,"","",0.531914893617021
"2596",4,6,"Fish","Perciformes","Nemipterus marginatus",210,1.73,"","",0.578034682080925
"2597",4,6,"Fish","Perciformes","Nemipterus marginatus",230,1.14,"","",0.87719298245614
"2598",4,6,"Fish","Perciformes","Nemipterus marginatus",43.3,2.19,"","",0.45662100456621
"2599",4,6,"Fish","Perciformes","Nemipterus mesoprion",75.2,1.08,"","",0.925925925925926
"2600",4,6,"Fish","Perciformes","Nemipterus nematophorus",200,1.63,"","",0.613496932515337
"2601",4,6,"Fish","Perciformes","Nemipterus nemurus",245,1.03,"","",0.970873786407767
"2602",4,6,"Fish","Perciformes","Nemipterus peronii",257,1.05,"","",0.952380952380952
"2603",4,6,"Fish","Perciformes","Nemipterus sp.",408,0.53,"","",1.88679245283019
"2604",4,6,"Fish","Perciformes","Nemipterus tolu",230,0.41,"","",2.4390243902439
"2605",4,6,"Fish","Perciformes","Neothunnus macropterus",10000,0.7665,"","",1.30463144161774
"2606",4,6,"Fish","Perciformes","Notothenia neglecta",2180,0.36,"","",2.77777777777778
"2607",4,6,"Fish","Perciformes","Notothenia neglecta",700,0.36135,"","",2.767400027674
"2608",4,6,"Fish","Perciformes","Notothenia rossi",297,0.7665,"","",1.30463144161774
"2609",4,6,"Fish","Perciformes","Notothenia rossii",5500,0.0625,"","",16
"2610",4,6,"Fish","Perciformes","Ocyurus chrysurus",2238.5,0.071428571,"","",14.000000084
"2611",4,6,"Fish","Perciformes","Ocyurus chrysurus",3600,0.62,"","",1.61290322580645
"2612",4,6,"Fish","Perciformes","Oreochromis andersonii",2590.5,0.076923077,"","",12.999999987
"2613",4,6,"Fish","Perciformes","Oreochromis mossambicus",621.5,0.090909091,"","",10.999999989
"2614",4,6,"Fish","Perciformes","Oreochromis niloticus",2400,0.111111111,"","",9.000000009
"2615",4,6,"Fish","Perciformes","Orthopristis chrysoptera",500,0.25,"","",4
"2616",4,6,"Fish","Perciformes","Pagellus bogaraveo",2200,0.066666667,"","",14.999999925
"2617",4,6,"Fish","Perciformes","Pagrus pagrus",1000,0.5475,"","",1.82648401826484
"2618",4,6,"Fish","Perciformes","Paralabrax clathratus",3850,0.032258065,"","",30.999999535
"2619",4,6,"Fish","Perciformes","Paralabrax clathrus",1100,0.28835,"","",3.46800762961679
"2620",4,6,"Fish","Perciformes","Paralabrax nebulifer",3289,0.032258065,"","",30.999999535
"2621",4,6,"Fish","Perciformes","Perca flavescens",1055.25,0.083333333,"","",12.000000048
"2622",4,6,"Fish","Perciformes","Perca fluviatilis",2612.5,0.045454545,"","",22.00000022
"2623",4,6,"Fish","Perciformes","Perca fluviatilis",436,0.29,"","",3.44827586206897
"2624",4,6,"Fish","Perciformes","Perca fluviatilis",632,0.16,"","",6.25
"2625",4,6,"Fish","Perciformes","Plectropomus leopardus",12980,0.038461538,"","",26.000000312
"2626",4,6,"Fish","Perciformes","Pleuragramma antarcticum",110,0.05,"","",20
"2627",4,6,"Fish","Perciformes","Pogonias cromis",28215,0.023255814,"","",42.999999914
"2628",4,6,"Fish","Perciformes","Polydactylus macrochir",24750,0.05,"","",20
"2629",4,6,"Fish","Perciformes","Polyprion oxygeneios",55000,0.016666667,"","",59.9999988
"2630",4,6,"Fish","Perciformes","Pomatomus saltatrix",7920,0.111111111,"","",9.000000009
"2631",4,6,"Fish","Perciformes","Pomatoschistus minutus",4,3.3,"","",0.303030303030303
"2632",4,6,"Fish","Perciformes","Pomoxis annularis",1292.5,0.1,"","",10
"2633",4,6,"Fish","Perciformes","Pomoxis nigromaculatus",1496,0.066666667,"","",14.999999925
"2634",4,6,"Fish","Perciformes","Pristipomoides filamentosus",4484.7,0.055555556,"","",17.999999856
"2635",4,6,"Fish","Perciformes","Pristipomoides typus",1210,0.090909091,"","",10.999999989
"2636",4,6,"Fish","Perciformes","Pseudocaranx dentex",9955,0.020408163,"","",49.000000637
"2637",4,6,"Fish","Perciformes","Pseudopeneus maculatus",180,1.898,"","",0.526870389884089
"2638",4,6,"Fish","Perciformes","Pseudosciaena diacanthus",17400,0.8,"","",1.25
"2639",4,6,"Fish","Perciformes","Pseudosciaena diacanthus",4000,0.8395,"","",1.19118522930316
"2640",4,6,"Fish","Perciformes","Pseudosciaena manchurica",53.3,0.9855,"","",1.01471334348047
"2641",4,6,"Fish","Perciformes","Pseudotolithus elongatus",716,0.34,"","",2.94117647058824
"2642",4,6,"Fish","Perciformes","Pseudupeneus macularus",360,1.89,"","",0.529100529100529
"2643",4,6,"Fish","Perciformes","Rachycentron canadum",37400,0.066666667,"","",14.999999925
"2644",4,6,"Fish","Perciformes","Rastrelliger kanagurta",154,7.8,"","",0.128205128205128
"2645",4,6,"Fish","Perciformes","Rastrelliger kanagurta",160,4.44,"","",0.225225225225225
"2646",4,6,"Fish","Perciformes","Rastrelliger Kanagurta",60,4.38,"","",0.228310502283105
"2647",4,6,"Fish","Perciformes","Rastrelliger neglectus",84,4.2,"","",0.238095238095238
"2648",4,6,"Fish","Perciformes","Rastrelliger neglectus",110,7.22,"","",0.138504155124654
"2649",4,6,"Fish","Perciformes","Rastrelliger neglectus",205,4.56,"","",0.219298245614035
"2650",4,6,"Fish","Perciformes","Rastrelliger neglectus",63.3,0.6205,"","",1.6116035455278
"2651",4,6,"Fish","Perciformes","Rexea solandri",8800,0.0625,"","",16
"2652",4,6,"Fish","Perciformes","Rhomboplites aurorubens",1743.5,0.1,"","",10
"2653",4,6,"Fish","Perciformes","Sander canadensis",2000,0.055555556,"","",17.999999856
"2654",4,6,"Fish","Perciformes","Sander lucioperca",11000,0.0625,"","",16
"2655",4,6,"Fish","Perciformes","Sander vitreus",11000,0.034482759,"","",28.999999681
"2656",4,6,"Fish","Perciformes","Sarda sarda",6050,0.2,"","",5
"2657",4,6,"Fish","Perciformes","Sargochromis codringtonii",1215.5,0.142857143,"","",6.999999993
"2658",4,6,"Fish","Perciformes","Sargochromis giardi",1595,0.142857143,"","",6.999999993
"2659",4,6,"Fish","Perciformes","Sciaenops ocellatus",24750,0.02,"","",50
"2660",4,6,"Fish","Perciformes","Scomber japonicus",1595,0.055555556,"","",17.999999856
"2661",4,6,"Fish","Perciformes","Scomber japonicus",812,0.9,"","",1.11111111111111
"2662",4,6,"Fish","Perciformes","Scomber japonicus",0.0233,51.1,"","Fish larvae",0.0195694716242661
"2663",4,6,"Fish","Perciformes","Scomber scombrus",1870,0.058823529,"","",17.000000119
"2664",4,6,"Fish","Perciformes","Scomber scombrus",323,0.3504,"","",2.85388127853881
"2665",4,6,"Fish","Perciformes","Scomber scombrus",367,0.3285,"","",3.0441400304414
"2666",4,6,"Fish","Perciformes","Scomber scombrus",0.000467,47.45,"","Fish eggs",0.0210748155953635
"2667",4,6,"Fish","Perciformes","Scomber scombrus",0.000467,321.2,"","Fish eggs",0.00311332503113325
"2668",4,6,"Fish","Perciformes","Scomber scombrus",0.001,127.75,"","Fish larvae",0.00782778864970646
"2669",4,6,"Fish","Perciformes","Scomber scombrus",0.000533,204.4,"","Fish eggs",0.00489236790606654
"2670",4,6,"Fish","Perciformes","Scomber scombrus",0.000533,146,"","Fish eggs",0.00684931506849315
"2671",4,6,"Fish","Perciformes","Scomber scombrus",0.000533,189.8,"","Fish eggs",0.00526870389884088
"2672",4,6,"Fish","Perciformes","Scomber scombrus",0.000533,149.65,"","Fish eggs",0.00668225860340795
"2673",4,6,"Fish","Perciformes","Scomber scombrus",0.000567,138.7,"","Fish larvae",0.00720980533525595
"2674",4,6,"Fish","Perciformes","Scomber scombrus",0.000567,251.85,"","Fish larvae",0.00397061743101052
"2675",4,6,"Fish","Perciformes","Scomber scombrus",0.000567,175.2,"","Fish larvae",0.00570776255707763
"2676",4,6,"Fish","Perciformes","Scomberomorus commerson",38500,0.071428571,"","",14.000000084
"2677",4,6,"Fish","Perciformes","Scomberomorus maculatus",3239.5,0.2,"","",5
"2678",4,6,"Fish","Perciformes","Scomberomorus tritor",3300,0.2,"","",5
"2679",4,6,"Fish","Perciformes","Seriolella brama",2200,0.066666667,"","",14.999999925
"2680",4,6,"Fish","Perciformes","Serranochromis angusticeps",1375,0.111111111,"","",9.000000009
"2681",4,6,"Fish","Perciformes","Serranochromis carlottae",550,0.166666667,"","",5.999999988
"2682",4,6,"Fish","Perciformes","Serranochromis macrocephalus",825,0.166666667,"","",5.999999988
"2683",4,6,"Fish","Perciformes","Serranus scriba",8250,0.016666667,"","",59.9999988
"2684",4,6,"Fish","Perciformes","Sillaginodes punctatus",2640,0.066666667,"","",14.999999925
"2685",4,6,"Fish","Perciformes","Sillago ciliata",770,0.045454545,"","",22.00000022
"2686",4,6,"Fish","Perciformes","Sparus aurata",9460,0.090909091,"","",10.999999989
"2687",4,6,"Fish","Perciformes","Sphyraena argentea",6600,0.090909091,"","",10.999999989
"2688",4,6,"Fish","Perciformes","Sphyraena argentea",1570,0.1825,"","",5.47945205479452
"2689",4,6,"Fish","Perciformes","Sphyraena barracuda",24000,0.071428571,"","",14.000000084
"2690",4,6,"Fish","Perciformes","Spondyliosoma cantharus",671,0.066666667,"","",14.999999925
"2691",4,6,"Fish","Perciformes","Stenotomus chrysops",1133,0.052631579,"","",18.999999981
"2692",4,6,"Fish","Perciformes","Stenotomus chrysops",190,1.606,"","",0.62266500622665
"2693",4,6,"Fish","Perciformes","Stereolepis gigas",140580,0.013333333,"","",75.000001875
"2694",4,6,"Fish","Perciformes","Stizostedion canadensis",616,0.44,"","",2.27272727272727
"2695",4,6,"Fish","Perciformes","Taius tumifrons",467,0.20075,"","",4.9813200498132
"2696",4,6,"Fish","Perciformes","Taractichthys steindachneri",6050,0.125,"","",8
"2697",4,6,"Fish","Perciformes","Tautoga onitis",6215,0.029411765,"","",33.99999966
"2698",4,6,"Fish","Perciformes","Tautogolabrus adspersus",550,0.166666667,"","",5.999999988
"2699",4,6,"Fish","Perciformes","Tautogolabrus adspersus",0.000167,244.55,"","Fish eggs",0.00408914332447352
"2700",4,6,"Fish","Perciformes","Thunnus alalunga",33165,0.076923077,"","",12.999999987
"2701",4,6,"Fish","Perciformes","Thunnus alaunga",5160,0.2,"","",5
"2702",4,6,"Fish","Perciformes","Thunnus alaunga",58800,0.23,"","",4.34782608695652
"2703",4,6,"Fish","Perciformes","Thunnus albacares",99200,0.77,"","",1.2987012987013
"2704",4,6,"Fish","Perciformes","Thunnus albacares",138000,0.8,"","",1.25
"2705",4,6,"Fish","Perciformes","Thunnus albacares",144000,0.8,"","",1.25
"2706",4,6,"Fish","Perciformes","Thunnus albacares",199000,0.9,"","",1.11111111111111
"2707",4,6,"Fish","Perciformes","Thunnus atlanticus",9760,0.67,"","",1.49253731343284
"2708",4,6,"Fish","Perciformes","Thunnus germo",36900,0.22,"","",4.54545454545455
"2709",4,6,"Fish","Perciformes","Thunnus maccoyii",143000,0.05,"","",20
"2710",4,6,"Fish","Perciformes","Thunnus macoyi",196000,0.2,"","",5
"2711",4,6,"Fish","Perciformes","Thunnus obesus",115500,0.090909091,"","",10.999999989
"2712",4,6,"Fish","Perciformes","Thunnus obesus",50000,0.438,"","",2.28310502283105
"2713",4,6,"Fish","Perciformes","Thunnus obesus",19000,0.36135,"","",2.767400027674
"2714",4,6,"Fish","Perciformes","Thunnus thynnus",376200,0.066666667,"","",14.999999925
"2715",4,6,"Fish","Perciformes","Thyrsites atun",3300,0.1,"","",10
"2716",4,6,"Fish","Perciformes","Tilapia esculenta",752,1.75,"","",0.571428571428571
"2717",4,6,"Fish","Perciformes","Tilapia rendalli",1375,0.142857143,"","",6.999999993
"2718",4,6,"Fish","Perciformes","Tilapia zillii",165,0.142857143,"","",6.999999993
"2719",4,6,"Fish","Perciformes","Trachurus japonicus",1190,0.99,"","",1.01010101010101
"2720",4,6,"Fish","Perciformes","Trachurus japonicus",93.3,0.9855,"","",1.01471334348047
"2721",4,6,"Fish","Perciformes","Trachurus symmetricus",0.00133,284.7,"","Fish larvae",0.00351246926589392
"2722",4,6,"Fish","Perciformes","Trachurus symmetricus",0.000467,211.7,"","Fish eggs",0.00472366556447803
"2723",4,6,"Fish","Perciformes","Trichiurus lepturus",2750,0.066666667,"","",14.999999925
"2724",4,6,"Fish","Perciformes","Trichiurus lepturus",203,0.36135,"","",2.767400027674
"2725",4,6,"Fish","Perciformes","Zoarces americanus",2989.8,0.055555556,"","",17.999999856
"2726",4,6,"Fish","Perciformes","Zoarces viviparus",280.5,0.1,"","",10
"2727",4,6,"Fish","Petromyzontiformes","Caspiomyzon wagneri",113.3,0.25,"","",4
"2728",4,6,"Fish","Petromyzontiformes","Entosphenus tridentatus",275,0.111111111,"","",9.000000009
"2729",4,6,"Fish","Petromyzontiformes","Lampetra fluviatilis",82.5,0.1,"","",10
"2730",4,6,"Fish","Petromyzontiformes","Petromyzon marinus",1375,0.111111111,"","",9.000000009
"2731",4,6,"Fish","Pleuronectiformes","Atheresthes stomias",1100,0.066666667,"","",14.999999925
"2732",4,6,"Fish","Pleuronectiformes","Cynoglossus macrolepidus",170,0.49,"","",2.04081632653061
"2733",4,6,"Fish","Pleuronectiformes","Eopsetta jordani",1980,0.04,"","",25
"2734",4,6,"Fish","Pleuronectiformes","Eopsetta jordani",3970,0.2,"","",5
"2735",4,6,"Fish","Pleuronectiformes","Eopsetta jordani",4560,0.25,"","",4
"2736",4,6,"Fish","Pleuronectiformes","Eopsetta jordani",16300,0.25185,"","",3.97061743101052
"2737",4,6,"Fish","Pleuronectiformes","Eopsetta jordani",120000,0.20075,"","",4.9813200498132
"2738",4,6,"Fish","Pleuronectiformes","Glyptocephalus cynoglossus",1375,0.04,"","",25
"2739",4,6,"Fish","Pleuronectiformes","Glyptocephalus cynoglossus",433,0.20075,"","",4.9813200498132
"2740",4,6,"Fish","Pleuronectiformes","Glyptocephalus zachirus",825,0.041666667,"","",23.999999808
"2741",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",3520,0.033333333,"","",30.0000003
"2742",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",692,0.3,"","",3.33333333333333
"2743",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",1240,0.27,"","",3.7037037037037
"2744",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",1660,0.25,"","",4
"2745",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",2040,0.26,"","",3.84615384615385
"2746",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",2060,0.22,"","",4.54545454545455
"2747",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",2180,0.18,"","",5.55555555555556
"2748",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",2850,0.23,"","",4.34782608695652
"2749",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",3820,0.18,"","",5.55555555555556
"2750",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",467,0.25185,"","",3.97061743101052
"2751",4,6,"Fish","Pleuronectiformes","Hippoglossoides platessoides",1000,0.22995,"","",4.34877147205914
"2752",4,6,"Fish","Pleuronectiformes","Hippoglossus hippoglossus",176000,0.011111111,"","",90.0000009
"2753",4,6,"Fish","Pleuronectiformes","Hippoglossus stenolepis",199650,0.023809524,"","",41.999999664
"2754",4,6,"Fish","Pleuronectiformes","Limanda aspera",233.75,0.038461538,"","",26.000000312
"2755",4,6,"Fish","Pleuronectiformes","Limanda ferruginea",825,0.083333333,"","",12.000000048
"2756",4,6,"Fish","Pleuronectiformes","Limanda ferruginea",1180,0.15,"","",6.66666666666667
"2757",4,6,"Fish","Pleuronectiformes","Microstomus kitt",1600,0.043478261,"","",22.999999931
"2758",4,6,"Fish","Pleuronectiformes","Paralichthys californicus",18150,0.033333333,"","",30.0000003
"2759",4,6,"Fish","Pleuronectiformes","Paralichthys lethostigma",5131.5,0.125,"","",8
"2760",4,6,"Fish","Pleuronectiformes","Parophrys vetulus",1670,0.657,"","",1.5220700152207
"2761",4,6,"Fish","Pleuronectiformes","Parophrys vetulus",7330,0.5475,"","",1.82648401826484
"2762",4,6,"Fish","Pleuronectiformes","Parophrys vetulus",3070,0.657,"","",1.5220700152207
"2763",4,6,"Fish","Pleuronectiformes","Parophrys vetulus",10000,0.36135,"","",2.767400027674
"2764",4,6,"Fish","Pleuronectiformes","Platichthys flesus",7700,0.066666667,"","",14.999999925
"2765",4,6,"Fish","Pleuronectiformes","Platichthys flesus",1040,0.18,"","",5.55555555555556
"2766",4,6,"Fish","Pleuronectiformes","Platichthys stellatus",5005,0.041666667,"","",23.999999808
"2767",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",3850,0.02,"","",50
"2768",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",912,0.22,"","",4.54545454545455
"2769",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",3430,0.12,"","",8.33333333333333
"2770",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",4,2.482,"","",0.40290088638195
"2771",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,7.665,"","",0.130463144161774
"2772",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,14.965,"","",0.0668225860340795
"2773",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,6.935,"","",0.144196106705119
"2774",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,6.205,"","",0.16116035455278
"2775",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,16.06,"","",0.062266500622665
"2776",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,11.68,"","",0.0856164383561644
"2777",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,8.395,"","",0.119118522930316
"2778",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,16.79,"","",0.0595592614651578
"2779",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",1.67,6.205,"","",0.16116035455278
"2780",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",400,0.09855,"","",10.1471334348047
"2781",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,29.2,"","Fish eggs",0.0342465753424658
"2782",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,7.3,"","Fish eggs",0.136986301369863
"2783",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0025,29.2,"","Fish larvae",0.0342465753424658
"2784",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,14.6,"","Fish eggs",0.0684931506849315
"2785",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,51.1,"","Fish eggs",0.0195694716242661
"2786",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,32.85,"","Fish eggs",0.030441400304414
"2787",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,25.55,"","Fish eggs",0.0391389432485323
"2788",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,21.9,"","Fish eggs",0.045662100456621
"2789",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,36.5,"","Fish eggs",0.0273972602739726
"2790",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,40.15,"","Fish eggs",0.024906600249066
"2791",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,29.2,"","Fish eggs",0.0342465753424658
"2792",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,47.45,"","Fish eggs",0.0210748155953635
"2793",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0028,36.5,"","Fish eggs",0.0273972602739726
"2794",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0025,21.9,"","Fish larvae",0.045662100456621
"2795",4,6,"Fish","Pleuronectiformes","Pleuronectes platessa",0.0025,7.3,"","Fish larvae",0.136986301369863
"2796",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",1980,0.071428571,"","",14.000000084
"2797",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",1380,0.4,"","",2.5
"2798",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",1,4.38,"","",0.228310502283105
"2799",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",28,1.022,"","",0.978473581213307
"2800",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",667,0.36135,"","",2.767400027674
"2801",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",600,0.27375,"","",3.65296803652968
"2802",4,6,"Fish","Pleuronectiformes","Pseudopleuronectes americanus",2e-04,83.95,"","Fish larvae",0.0119118522930316
"2803",4,6,"Fish","Pleuronectiformes","Reinhardtius hippoglossoides",3850,0.033333333,"","",30.0000003
"2804",4,6,"Fish","Pleuronectiformes","Rhombosolea plebeia",303,1.241,"","",0.8058017727639
"2805",4,6,"Fish","Pleuronectiformes","Scophthalmus maximus",13750,0.038461538,"","",26.000000312
"2806",4,6,"Fish","Pleuronectiformes","Scophthalmus rhombus",4400,0.166666667,"","",5.999999988
"2807",4,6,"Fish","Pleuronectiformes","Solea solea",1650,0.037037037,"","",27.000000027
"2808",4,6,"Fish","Pleuronectiformes","Solea solea",0.000767,219,"","Fish eggs",0.0045662100456621
"2809",4,6,"Fish","Pleuronectiformes","Solea solea",0.000767,365,"","Fish eggs",0.00273972602739726
"2810",4,6,"Fish","Pleuronectiformes","Solea vulgaris",484,0.25,"","",4
"2811",4,6,"Fish","Pristiformes","Pristis perotteti",325050,0.033333333,"","",30.0000003
"2812",4,6,"Fish","Rajiformes","Amblyraja radiata",2337.5,0.0625,"","",16
"2813",4,6,"Fish","Rajiformes","Bathyraja parmifera",10010,0.058823529,"","",17.000000119
"2814",4,6,"Fish","Rajiformes","Dipturus batis",53405,0.02,"","",50
"2815",4,6,"Fish","Rajiformes","Raja binoculata",50050,0.038461538,"","",26.000000312
"2816",4,6,"Fish","Rajiformes","Raja brachyura",7865,0.125,"","",8
"2817",4,6,"Fish","Rajiformes","Raja clavata",9900,0.083333333,"","",12.000000048
"2818",4,6,"Fish","Rajiformes","Raja microocellata",2475,0.111111111,"","",9.000000009
"2819",4,6,"Fish","Rhinobatiformes","Rhinobatos productus",5362.5,0.0625,"","",16
"2820",4,6,"Fish","Salmoniformes","Coregonus albula",550,0.1,"","",10
"2821",4,6,"Fish","Salmoniformes","Coregonus artedi",1842,0.090909091,"","",10.999999989
"2822",4,6,"Fish","Salmoniformes","Coregonus clupeaformis",10450,0.02,"","",50
"2823",4,6,"Fish","Salmoniformes","Coregonus clupeaformis",27,1.3,"","",0.769230769230769
"2824",4,6,"Fish","Salmoniformes","Coregonus clupeaformis",2830,0.15,"","",6.66666666666667
"2825",4,6,"Fish","Salmoniformes","Coregonus clupeaformis",4200,1.35,"","",0.740740740740741
"2826",4,6,"Fish","Salmoniformes","Coregonus clupeaformis",6240,0.17,"","",5.88235294117647
"2827",4,6,"Fish","Salmoniformes","Coregonus muksun",7590,0.043478261,"","",22.999999931
"2828",4,6,"Fish","Salmoniformes","Coregonus nasus",8800,0.066666667,"","",14.999999925
"2829",4,6,"Fish","Salmoniformes","Coregonus pollan",247.5,0.1,"","",10
"2830",4,6,"Fish","Salmoniformes","Coregonus reighardi",296.45,0.125,"","",8
"2831",4,6,"Fish","Salmoniformes","Coregonus sardinella",305.25,0.038461538,"","",26.000000312
"2832",4,6,"Fish","Salmoniformes","Hucho hucho",28600,0.066666667,"","",14.999999925
"2833",4,6,"Fish","Salmoniformes","Hucho taimen",38500,0.0625,"","",16
"2834",4,6,"Fish","Salmoniformes","Leucichthys artedi",70,1.1,"","",0.909090909090909
"2835",4,6,"Fish","Salmoniformes","Leucichthys artedi",95.2,1.2,"","",0.833333333333333
"2836",4,6,"Fish","Salmoniformes","Leucichthys artedi",600,0.35,"","",2.85714285714286
"2837",4,6,"Fish","Salmoniformes","Leucichthys sardinella",552,0.6,"","",1.66666666666667
"2838",4,6,"Fish","Salmoniformes","Oncorhynchus clarkii",10230,0.1,"","",10
"2839",4,6,"Fish","Salmoniformes","Oncorhynchus gorbuscha",3740,0.333333333,"","",3.000000003
"2840",4,6,"Fish","Salmoniformes","Oncorhynchus keta",8745,0.142857143,"","",6.999999993
"2841",4,6,"Fish","Salmoniformes","Oncorhynchus kisutch",8360,0.2,"","",5
"2842",4,6,"Fish","Salmoniformes","Oncorhynchus mykiss",12235,0.090909091,"","",10.999999989
"2843",4,6,"Fish","Salmoniformes","Oncorhynchus nerka",4240.5,0.125,"","",8
"2844",4,6,"Fish","Salmoniformes","Oncorhynchus tshawytscha",33770,0.111111111,"","",9.000000009
"2845",4,6,"Fish","Salmoniformes","Prosopium cylindraceum",1498,0.0625,"","",16
"2846",4,6,"Fish","Salmoniformes","Prosopium williamsoni",1606,0.058823529,"","",17.000000119
"2847",4,6,"Fish","Salmoniformes","Salmo salar",25740,0.076923077,"","",12.999999987
