UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Growth_rate_per_yr,Trophic,Group,Family,Genus,Reference,Notes,Notes_measure,,
60,1,1,Mammal,Artiodactyla,Capra hircus,49602.09274,20535.26639,0.414,Herbivore,Eutherian,Bovidae,Capra,"Maas 1997; after Duncan et al. 2007, method: count",,,,
61,1,1,Mammal,Artiodactyla,Capra hircus,61000,2.21E+04,0.362227869,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1574; Refs: 13;343;445;551;161;000;000;000;000;000;000;000,captivity; large sample size; high quality,,
62,1,1,Mammal,Artiodactyla,Capra ibex,61560.19686,16128.77158,0.262,Herbivore,Eutherian,Bovidae,Capra,"Loison et al. 2002; after Duncan et al. 2007, method: count",,,,
63,1,1,Mammal,Artiodactyla,Capra ibex,82500,1.80E+04,0.218206667,Herbivore,Eutherian,Bovidae,Capra,AnAge Data,HAGRID: 1575; Refs: 43;445;561;067;167;700;000;000;000;000,captivity; large sample size; high quality,,
64,1,1,Mammal,Artiodactyla,Capreolus capreolus,21042.62908,4839.804688,0.23,Herbivore,Eutherian,Cervidae,Capreolus,"Caughley 1977; after Duncan et al. 2007, method: count",,,,
65,1,1,Mammal,Artiodactyla,Capreolus capreolus,21042.62908,10100.46196,0.48,Herbivore,Eutherian,Cervidae,Capreolus,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
66,1,1,Mammal,Artiodactyla,Capreolus capreolus,21666.7,8.12E+03,0.374628577,Herbivore,Eutherian,Cervidae,Capreolus,AnAge Data,HAGRID: 1671; Refs: 36;86;420;455;542;610;671;676;677;680;800;882;1135;1143;1150;1206,captivity; medium sample size; acceptable quality,,
67,1,1,Mammal,Artiodactyla,Capreolus pygargus,39450,49044.29227,1.243201325,Herbivore,Eutherian,Cervidae,Capreolus,Ernest et al. 2003,,,,
68,1,1,Mammal,Artiodactyla,Capricornis crispus,80000,1.68E+04,0.210140875,Herbivore,Eutherian,Bovidae,Capricornis,AnAge Data,HAGRID: 1579; Refs: 434;448;455;610;671;000,captivity; small sample size; acceptable quality,,
69,1,1,Mammal,Artiodactyla,Capricornis sumatraensis,95000,2.09E+04,0.220268526,Herbivore,Eutherian,Bovidae,Capricornis,AnAge Data,HAGRID: 1580; Refs: 434;542;610;671,captivity; small sample size; acceptable quality,,
70,1,1,Mammal,Artiodactyla,Cephalophus maxwelli,8000,4400,0.55,Herbivore,Eutherian,Bovidae,Cephalophus,Fagan et. al. 2009,,,,
71,1,1,Mammal,Artiodactyla,Cephalophus silvicultor,62500,20512.5,0.3282,Herbivore,Eutherian,Bovidae,Cephalophus,Ernest et al. 2003,,,,
72,1,1,Mammal,Artiodactyla,Cervus duvaucelii,159000,31533.42378,0.19832342,Herbivore,Eutherian,Cervidae,Cervus,Hatton et al 2015; from life history,,,,
73,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,43241.30319,0.383,Herbivore,Eutherian,Cervidae,Cervus,"Houston 1982; after Duncan et al. 2007, method: count",,,,
74,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,30483.42522,0.27,Herbivore,Eutherian,Cervidae,Cervus,"Caughley 1977; after Duncan et al. 2007, method: count",,,,
75,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,33870.47247,0.3,Herbivore,Eutherian,Cervidae,Cervus,"McCorquodale et al. 1988; after Duncan et al. 2007, method: count",,,,
76,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,34999.48822,0.31,Herbivore,Eutherian,Cervidae,Cervus,"Gogan and Barrett 1987; after Duncan et al. 2007, method: count",,,,
77,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,32741.45672,0.29,Herbivore,Eutherian,Cervidae,Cervus,"Gogan and Barrett 1987; after Duncan et al. 2007, method: count",,,,
78,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,19193.26773,0.17,Herbivore,Eutherian,Cervidae,Cervus,"Eberhardt 1987; after Duncan et al. 2007, method: count",,,,
79,1,1,Mammal,Artiodactyla,Cervus elaphus,112901.5749,13548.18899,0.12,Herbivore,Eutherian,Cervidae,Cervus,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
80,1,1,Mammal,Artiodactyla,Cervus elaphus,203625,50906.25,0.25,Herbivore,Eutherian,Cervidae,Cervus,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),,,,
81,1,1,Mammal,Artiodactyla,Cervus elaphus,220000,52713.3442,0.23960611,Herbivore,Eutherian,Cervidae,Cervus,Hatton et al 2015; from life history,,,,
82,1,1,Mammal,Artiodactyla,Cervus elaphus,200000,4.25E+04,0.2126854,Herbivore,Eutherian,Cervidae,Cervus,AnAge Data,HAGRID: 1673; Refs: 36;86;145;146;147;434;455;671;676;677;680;731;789;790;791;900;1009;1135;1143;1150,captivity; large sample size; high quality,,
83,1,1,Mammal,Artiodactyla,Cervus nippon,42000,1.10E+04,0.262525952,Herbivore,Eutherian,Cervidae,Cervus,AnAge Data,HAGRID: 1674; Refs: 4;344;556;106;716;770;000;000;000,captivity; large sample size; high quality,,
84,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,47820.08528,0.22556644,Herbivore,Eutherian,Cervidae,Cervus,Hatton et al 2015; from life history,,,,
85,1,1,Mammal,Artiodactyla,Connochaetes taurinus,180426.3652,28868.21843,0.16,Herbivore,Eutherian,Bovidae,Connochaetes,"Krebs et al. 1999; after Duncan et al. 2007, method: count",African ecosystems,,,
86,1,1,Mammal,Artiodactyla,Connochaetes taurinus,180426.3652,50519.38226,0.28,Herbivore,Eutherian,Bovidae,Connochaetes,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",African ecosystems,,,
87,1,1,Mammal,Artiodactyla,Connochaetes taurinus,177300,47871,0.27,Herbivore,Eutherian,Bovidae,Connochaetes,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),African ecosystems,,,
88,1,1,Mammal,Artiodactyla,Connochaetes taurinus,164500,4.42E+04,0.268454954,Herbivore,Eutherian,Bovidae,Connochaetes,AnAge Data,HAGRID: 1591; Refs: 364;204;556;106;716;000;000;000;000,captivity; large sample size; high quality,,
89,1,1,Mammal,Artiodactyla,Connochaetus taurinus,163000,32409.72521,0.19883267,Herbivore,Eutherian,Bovidae,Connochaetus,Hatton et al 2015; from life history,African ecosystems,,,
90,1,1,Mammal,Artiodactyla,Dama dama,39000,22924.14965,0.587798709,Herbivore,Eutherian,Cervidae,Dama,Ernest et al. 2003,,,,
91,1,1,Mammal,Artiodactyla,Dama dama,70000,1.82E+04,0.260599286,Herbivore,Eutherian,Cervidae,Dama,AnAge Data,HAGRID: 1675; Refs: 861;791;804;344;555;000;000;000;000;000;000,captivity; large sample size; high quality,,
92,1,1,Mammal,Artiodactyla,Damaliscus lunatus,118658.8131,34648.37343,0.292,Herbivore,Eutherian,Bovidae,Damaliscus,"Sinclair 1995; after Duncan et al. 2007, method: count",African ecosystems,,,
93,1,1,Mammal,Artiodactyla,Damaliscus lunatus,108000,22140.78192,0.20500724,Herbivore,Eutherian,Bovidae,Damaliscus,Hatton et al 2015; from life history,African ecosystems,,,
94,1,1,Mammal,Artiodactyla,Damaliscus lunatus,110000,1.94E+04,0.176284,Herbivore,Eutherian,Bovidae,Damaliscus,AnAge Data,HAGRID: 1592; Refs: 4;344;555;426;716;760;000,captivity; medium sample size; acceptable quality,,
95,1,1,Mammal,Artiodactyla,Damaliscus pygargus,84500,2.24E+04,0.264580592,Herbivore,Eutherian,Bovidae,Damaliscus,AnAge Data,HAGRID: 1593; Refs: 434;455;671;677;680;000;000,captivity; large sample size; high quality,,
96,1,1,Mammal,Artiodactyla,Dicotyles pecari,33500,10385,0.31,Herbivore,Eutherian,Tayassuidae,Dicotyles,Pereira and Daily 2006,,,,
97,1,1,Mammal,Artiodactyla,Elaphurus davidianus,186500,4.19E+04,0.224683753,Herbivore,Eutherian,Cervidae,Elaphurus,AnAge Data,HAGRID: 1677; Refs: 434;455;542;547;610;000;000,captivity; large sample size; high quality,,
98,1,1,Mammal,Artiodactyla,Eudorcas thomsonii,25000,9.19E+03,0.36774616,Herbivore,Eutherian,Bovidae,Eudorcas,AnAge Data,HAGRID: 1595; Refs: 434;455;610;671;680,captivity; medium sample size; acceptable quality,,
99,1,1,Mammal,Artiodactyla,Gazella cuvieri,17500,7.54E+03,0.431083886,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1597; Refs: 455;610;671,captivity; medium sample size; acceptable quality,,
100,1,1,Mammal,Artiodactyla,Gazella dorcas,12600,8272.727273,0.656565657,Herbivore,Eutherian,Bovidae,Gazella,Ernest et al. 2003,,,,
101,1,1,Mammal,Artiodactyla,Gazella dorcas,12950,5827.5,0.45,Herbivore,Eutherian,Bovidae,Gazella,Fagan et. al. 2009,,,,
102,1,1,Mammal,Artiodactyla,Gazella dorcas,14500,3.51E+03,0.241912621,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1598; Refs: 43;445;561;067;168;000;000;000,captivity; large sample size; high quality,,
103,1,1,Mammal,Artiodactyla,Gazella gazella,23250,7.96E+03,0.342401204,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1599; Refs: 3;594;344;556;106;710;000,captivity; large sample size; high quality,,
104,1,1,Mammal,Artiodactyla,Gazella granti,45000,8824.8789,0.19610842,Herbivore,Eutherian,Bovidae,Gazella,Hatton et al 2015; from life history,African ecosystems,,,
105,1,1,Mammal,Artiodactyla,Gazella subgutturosa,25500,19478.57143,0.763865546,Herbivore,Eutherian,Bovidae,Gazella,Ernest et al. 2003,,,,
106,1,1,Mammal,Artiodactyla,Gazella subgutturosa,48500,1.41E+04,0.289984124,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1602; Refs: 4;344;555;426;106;710;000;000,captivity; large sample size; high quality,,
107,1,1,Mammal,Artiodactyla,Gazella thomsoni,20900,9823,0.47,Herbivore,Eutherian,Bovidae,Gazella,Fagan et. al. 2009,African ecosystems,,,
108,1,1,Mammal,Artiodactyla,Gazella thomsoni,18000,7217.40204,0.40096678,Herbivore,Eutherian,Bovidae,Gazella,Hatton et al 2015; from life history,African ecosystems,,,
109,1,1,Mammal,Artiodactyla,Giraffa camelopardalis,800018.4449,112002.5823,0.14,Herbivore,Eutherian,Giraffidae,Giraffa,"Foster and Kearney 1967; after Duncan et al. 2007, method: count",,,,
110,1,1,Mammal,Artiodactyla,Giraffa camelopardalis,800000,1.02E+05,0.126962625,Herbivore,Eutherian,Giraffidae,Giraffa,AnAge Data,HAGRID: 1699; Refs: 43;443;645;561;067;100;000;000;000;000;000,captivity; large sample size; high quality,,
111,1,1,Mammal,Artiodactyla,Giraffe camelopardalis,750000,75748.32,0.10099776,Herbivore,Eutherian,Giraffidae,Giraffe,Hatton et al 2015; from life history,,,,
112,1,1,Mammal,Artiodactyla,Hemitragus hylocrius,90000,30696.093,0.3410677,Herbivore,Eutherian,Bovidae,Hemitragus,Hatton et al 2015; from life history,,,,
113,1,1,Mammal,Artiodactyla,Hemitragus hylocrius,75000,2.67E+04,0.355714533,Herbivore,Eutherian,Bovidae,Hemitragus,AnAge Data,HAGRID: 1603; Refs: 434;455;542;671;730,captivity; small sample size; acceptable quality,,
114,1,1,Mammal,Artiodactyla,Hemitragus jemlahicus,35595.9018,9966.852504,0.28,Herbivore,Eutherian,Bovidae,Hemitragus,"Forsyth 1999; after Duncan et al. 2007, method: count",,,,
115,1,1,Mammal,Artiodactyla,Hemitragus jemlahicus,35200,9.13E+03,0.259294006,Herbivore,Eutherian,Bovidae,Hemitragus,AnAge Data,HAGRID: 1605; Refs: 434;455;610;671;676,captivity; medium sample size; acceptable quality,,
116,1,1,Mammal,Artiodactyla,Hexaprotodon liberiensis,215000,2.50E+04,0.116478558,Herbivore,Eutherian,Hippopotamidae,Hexaprotodon,AnAge Data,HAGRID: 1701; Refs: 4;344;556;106;711;130,captivity; medium sample size; acceptable quality,,
117,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,1387500,159405.8791,0.11488712,Herbivore,Eutherian,Hippopotamidae,Hippopotamus,Ernest et al. 2003,,,,
118,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,1350000,110201.904,0.08163104,Herbivore,Eutherian,Hippopotamidae,Hippopotamus,Hatton et al 2015; from life history,,,,
119,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,3750000,5.61E+05,0.149699787,Herbivore,Eutherian,Hippopotamidae,Hippopotamus,AnAge Data,HAGRID: 1702; Refs: 2;81;434;455;610;671;676;677;680;1038;1143,captivity; large sample size; acceptable quality,,
120,1,1,Mammal,Artiodactyla,Hippotragus equinus,260000,61866.0406,0.23794631,Herbivore,Eutherian,Bovidae,Hippotragus,Hatton et al 2015; from life history,African ecosystems,,,
121,1,1,Mammal,Artiodactyla,Hippotragus equinus,225000,5.53E+04,0.245700133,Herbivore,Eutherian,Bovidae,Hippotragus,AnAge Data,HAGRID: 1606; Refs: 455;545;671,captivity; medium sample size; acceptable quality,,
122,1,1,Mammal,Artiodactyla,Hippotragus niger,220000,43280.721,0.19673055,Herbivore,Eutherian,Bovidae,Hippotragus,Hatton et al 2015; from life history,African ecosystems,,,
123,1,1,Mammal,Artiodactyla,Hippotragus niger,225000,5.17E+04,0.229802178,Herbivore,Eutherian,Bovidae,Hippotragus,AnAge Data,HAGRID: 1607; Refs: 434;455;671,captivity; large sample size; high quality,,
124,1,1,Mammal,Artiodactyla,Kobus ellipsiprymnus,143152.8504,37219.7411,0.26,Herbivore,Eutherian,Bovidae,Kobus,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",African ecosystems,,,
125,1,1,Mammal,Artiodactyla,Kobus ellipsiprymnus,143152.8504,41514.32662,0.29,Herbivore,Eutherian,Bovidae,Kobus,"Foster and Kearney 1967; after Duncan et al. 2007, method: count",African ecosystems,,,
126,1,1,Mammal,Artiodactyla,Kobus ellipsiprymnus,180000,31356.144,0.1742008,Herbivore,Eutherian,Bovidae,Kobus,Hatton et al 2015; from life history,African ecosystems,,,
127,1,1,Mammal,Artiodactyla,Kobus ellipsiprymnus,175333,4.05E+04,0.231237645,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1608; Refs: 3;643;445;561;067;160;000;000;000;000;000,captivity; large sample size; high quality,,
128,1,1,Mammal,Artiodactyla,Kobus kob,105000,3.32E+04,0.315987714,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1609; Refs: 434;455;671;676;680,captivity; medium sample size; acceptable quality,,
129,1,1,Mammal,Artiodactyla,Kobus megaceros,90000,2.13E+04,0.236373333,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1611; Refs: 455;542;671,captivity; large sample size; high quality,,
130,1,1,Mammal,Artiodactyla,Lama glama,140000,3.13E+04,0.223301857,Herbivore,Eutherian,Camelidae,Lama,AnAge Data,HAGRID: 1660; Refs: 364;344;556;719;781;000,captivity; large sample size; high quality,,
131,1,1,Mammal,Artiodactyla,Lama guanicoe,127500,2.12E+04,0.166384784,Herbivore,Eutherian,Camelidae,Lama,AnAge Data,HAGRID: 1661; Refs: 4;344;556;106;711;000,captivity; large sample size; high quality,,
132,1,1,Mammal,Artiodactyla,Litocranius walleri,43500,1.57E+04,0.361446437,Herbivore,Eutherian,Bovidae,Litocranius,AnAge Data,HAGRID: 1612; Refs: 455;542;671;978,captivity; medium sample size; acceptable quality,,
133,1,1,Mammal,Artiodactyla,Madoqua guentheri,4550,5651,1.241978022,Herbivore,Eutherian,Bovidae,Madoqua,Ernest et al. 2003,,,,
134,1,1,Mammal,Artiodactyla,Madoqua kirkii,5377,3495.05,0.65,Herbivore,Eutherian,Bovidae,Madoqua,Fagan et. al. 2009,African ecosystems,,,
135,1,1,Mammal,Artiodactyla,Madoqua kirkii,5065,2956.401384,0.583692277,Herbivore,Eutherian,Bovidae,Madoqua,Ernest et al. 2003,African ecosystems,,,
136,1,1,Mammal,Artiodactyla,Madoqua kirkii,5100,1875.212319,0.36768869,Herbivore,Eutherian,Bovidae,Madoqua,Hatton et al 2015; from life history,African ecosystems,,,
137,1,1,Mammal,Artiodactyla,Madoqua kirkii,5000,2.38E+03,0.4753546,Herbivore,Eutherian,Bovidae,Madoqua,AnAge Data,HAGRID: 1614; Refs: 364;344;556;106;716;000;000;000;000,captivity; medium sample size; acceptable quality,,
138,1,1,Mammal,Artiodactyla,Mazama americana,24501.91337,9800.765348,0.4,Herbivore,Eutherian,Cervidae,Mazama,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
139,1,1,Mammal,Artiodactyla,Mazama americana,22000,3520,0.16,Herbivore,Eutherian,Cervidae,Mazama,Pereira and Daily 2006,,,,
140,1,1,Mammal,Artiodactyla,Mazama americana,33000,1.06E+04,0.321283333,Herbivore,Eutherian,Cervidae,Mazama,AnAge Data,HAGRID: 1681; Refs: 434;455;542;610;671;000;000,captivity; medium sample size; acceptable quality,,
141,1,1,Mammal,Artiodactyla,Mazama gouazoubira,16500,1980,0.12,Herbivore,Eutherian,Cervidae,Mazama,Pereira and Daily 2006,,,,
142,1,1,Mammal,Artiodactyla,Mazama gouazoupira,16998.08513,8329.061714,0.49,Herbivore,Eutherian,Cervidae,Mazama,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
143,1,1,Mammal,Artiodactyla,Moschiola meminna,5000,3229.2485,0.6458497,Herbivore,Eutherian,Tragulidae,Moschiola,Hatton et al 2015; from life history,,,,
144,1,1,Mammal,Artiodactyla,Muntiacus muntjak,16600,6592.898662,0.39716257,Herbivore,Eutherian,Cervidae,Muntiacus,Hatton et al 2015; from life history,,,,
145,1,1,Mammal,Artiodactyla,Muntiacus muntjak,21000,8.73E+03,0.415772476,Herbivore,Eutherian,Cervidae,Muntiacus,AnAge Data,HAGRID: 1685; Refs: 4;344;484;554;875;420;000;000;000,captivity; medium sample size; acceptable quality,,
146,1,1,Mammal,Artiodactyla,Muntiacus reevesi,12733,5475.19,0.43,Herbivore,Eutherian,Cervidae,Muntiacus,Fagan et. al. 2009,,,,
147,1,1,Mammal,Artiodactyla,Muntiacus reevesi,18000,6.86E+03,0.381257389,Herbivore,Eutherian,Cervidae,Muntiacus,AnAge Data,HAGRID: 1686; Refs: 43;445;561;067;167;700;000;000,captivity; large sample size; high quality,,
148,1,1,Mammal,Artiodactyla,Naemorhedus goral,26000,5714.40324,0.21978474,Herbivore,Eutherian,Bovidae,Naemorhedus,Hatton et al 2015; from life history,,,,
149,1,1,Mammal,Artiodactyla,Naemorhedus goral,31750,8.24E+03,0.259620913,Herbivore,Eutherian,Bovidae,Naemorhedus,AnAge Data,HAGRID: 1617; Refs: 448;455;671,captivity; small sample size; acceptable quality,,
150,1,1,Mammal,Artiodactyla,Odocoileus hemionus,52808.03408,11776.1916,0.223,Herbivore,Eutherian,Cervidae,Odocoileus,"Hatter and Janz 1994; after Duncan et al. 2007, method: count",,,,
151,1,1,Mammal,Artiodactyla,Odocoileus hemionus,55766.66667,29665.77689,0.531962526,Herbivore,Eutherian,Cervidae,Odocoileus,Ernest et al. 2003,,,,
152,1,1,Mammal,Artiodactyla,Odocoileus hemionus,57000,1.92E+04,0.337034386,Herbivore,Eutherian,Cervidae,Odocoileus,AnAge Data,HAGRID: 1687; Refs: 434;455;671;731;107;000;000;000,captivity; medium sample size; acceptable quality,,
153,1,1,Mammal,Artiodactyla,Odocoileus virginianus,56806.75741,41468.93291,0.73,Herbivore,Eutherian,Cervidae,Odocoileus,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
154,1,1,Mammal,Artiodactyla,Odocoileus virginianus,56806.75741,27267.24356,0.48,Herbivore,Eutherian,Cervidae,Odocoileus,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
155,1,1,Mammal,Artiodactyla,Odocoileus virginianus,57000,57671.50864,1.011780853,Herbivore,Eutherian,Cervidae,Odocoileus,Ernest et al. 2003,,,,
156,1,1,Mammal,Artiodactyla,Odocoileus virginianus,34000,10540,0.31,Herbivore,Eutherian,Cervidae,Odocoileus,Pereira and Daily 2006,,,,
157,1,1,Mammal,Artiodactyla,Odocoileus virginianus,70000,32799.0607,0.46855801,Herbivore,Eutherian,Cervidae,Odocoileus,Hatton et al 2015; from life history,,,,
158,1,1,Mammal,Artiodactyla,Odocoileus virginianus,87000,3.84E+04,0.440931954,Herbivore,Eutherian,Cervidae,Odocoileus,AnAge Data,HAGRID: 1688; Refs: 36;86;420;434;441;455;610;677;680;731;956;1143,captivity; large sample size; high quality,,
159,1,1,Mammal,Artiodactyla,Okapia johnstoni,225000,4.57E+04,0.202998978,Herbivore,Eutherian,Giraffidae,Okapia,AnAge Data,HAGRID: 1700; Refs: 4;344;556;106;716;800;000,captivity; medium sample size; acceptable quality,,
160,1,1,Mammal,Artiodactyla,Oreamnos americanus,90000,2.23E+04,0.248101778,Herbivore,Eutherian,Bovidae,Oreamnos,AnAge Data,HAGRID: 1623; Refs: 3;643;444;144;845;560;000;000;000,captivity; small sample size; acceptable quality,,
161,1,1,Mammal,Artiodactyla,Oreotragus oreotragus,13000,4343.22954,0.33409458,Herbivore,Eutherian,Bovidae,Oreotragus,Hatton et al 2015; from life history,African ecosystems,,,
162,1,1,Mammal,Artiodactyla,Oreotragus oreotragus,12000,3.39E+03,0.282704917,Herbivore,Eutherian,Bovidae,Oreotragus,AnAge Data,HAGRID: 1624; Refs: 434;455;671,captivity; medium sample size; acceptable quality,,
163,1,1,Mammal,Artiodactyla,Oryx beisa,162000,40780.50948,0.25173154,Herbivore,Eutherian,Bovidae,Oryx,Hatton et al 2015; from life history,African ecosystems,,,
164,1,1,Mammal,Artiodactyla,Oryx gazella,170000,4.97E+04,0.292075588,Herbivore,Eutherian,Bovidae,Oryx,AnAge Data,HAGRID: 1626; Refs: 4;344;484;555;426;100;000;000,captivity; large sample size; high quality,,
165,1,1,Mammal,Artiodactyla,Oryx leucoryx,147808.7009,37247.79263,0.252,Herbivore,Eutherian,Bovidae,Oryx,"Stanley-Price 1989; after Duncan et al. 2007, method: count",,,,
166,1,1,Mammal,Artiodactyla,Oryx leucoryx,121350,2.78E+04,0.229213762,Herbivore,Eutherian,Bovidae,Oryx,AnAge Data,HAGRID: 1627; Refs: 43;445;561;067;168;000;000;000;000,captivity; large sample size; high quality,,
167,1,1,Mammal,Artiodactyla,Ourebia ourebi,13000,4403.31515,0.33871655,Herbivore,Eutherian,Bovidae,Ourebia,Hatton et al 2015; from life history,African ecosystems,,,
168,1,1,Mammal,Artiodactyla,Ourebia ourebi,17000,6.38E+03,0.375160353,Herbivore,Eutherian,Bovidae,Ourebia,AnAge Data,HAGRID: 1628; Refs: 434;455;671;680,captivity; tiny sample size; acceptable quality,,
169,1,1,Mammal,Artiodactyla,Ovibos moschatus,227143.3361,49971.53394,0.22,Herbivore,Eutherian,Bovidae,Ovibos,"La Henaff and Crete 1989; after Duncan et al. 2007, method: count",,,,
170,1,1,Mammal,Artiodactyla,Ovibos moschatus,315000,5.77E+04,0.183213905,Herbivore,Eutherian,Bovidae,Ovibos,AnAge Data,HAGRID: 1629; Refs: 4;344;414;555;426;100;000;000;000;000;000,captivity; medium sample size; acceptable quality,,
171,1,1,Mammal,Artiodactyla,Ovis ammon,160000,4.46E+04,0.278784375,Herbivore,Eutherian,Bovidae,Ovis,AnAge Data,HAGRID: 1630; Refs: 455;542;671,captivity; small sample size; acceptable quality,,
172,1,1,Mammal,Artiodactyla,Ovis aries,34641.7641,11951.40861,0.345,Herbivore,Eutherian,Bovidae,Ovis,"Clutton-Brock et al. 1991; after Duncan et al. 2007, method: count",,,,
173,1,1,Mammal,Artiodactyla,Ovis aries,80000,2.76E+04,0.345033875,Herbivore,Eutherian,Bovidae,Ovis,AnAge Data,HAGRID: 1631; Refs: 81;189;285;286;287;400;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000,captivity; large sample size; high quality,,
174,1,1,Mammal,Artiodactyla,Ovis canadensis,67889.09198,23761.18219,0.35,Herbivore,Eutherian,Bovidae,Ovis,"McCullough 1992; after Duncan et al. 2007, method: count",,,,
175,1,1,Mammal,Artiodactyla,Ovis canadensis,67889.09198,16972.273,0.25,Herbivore,Eutherian,Bovidae,Ovis,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",,,,
176,1,1,Mammal,Artiodactyla,Ovis canadensis,71000,29680,0.418028169,Herbivore,Eutherian,Bovidae,Ovis,Ernest et al. 2003,,,,
177,1,1,Mammal,Artiodactyla,Ovis canadensis,50000,14817.2455,0.29634491,Herbivore,Eutherian,Bovidae,Ovis,Hatton et al 2015; from life history,,,,
178,1,1,Mammal,Artiodactyla,Ovis canadensis,70275,1.71E+04,0.243478051,Herbivore,Eutherian,Bovidae,Ovis,AnAge Data,HAGRID: 1632; Refs: 36;420;441;455;573;600;000;000;000;000;000;000,captivity; medium sample size; acceptable quality,,
179,1,1,Mammal,Artiodactyla,Ovis dalli,50000,11203.063,0.22406126,Herbivore,Eutherian,Bovidae,Ovis,Hatton et al 2015; from life history,,,,
180,1,1,Mammal,Artiodactyla,Ovis dalli,73100,1.80E+04,0.24597606,Herbivore,Eutherian,Bovidae,Ovis,AnAge Data,HAGRID: 1633; Refs: 2;81;441;455;671;1135,captivity; medium sample size; acceptable quality,,
181,1,1,Mammal,Artiodactyla,Ozotoceros bezoarticus,32500,9.10E+03,0.279916554,Herbivore,Eutherian,Cervidae,Ozotoceros,AnAge Data,HAGRID: 1689; Refs: 4;344;555;426;106;710;000,captivity; tiny sample size; acceptable quality,,
182,1,1,Mammal,Artiodactyla,Pecari tajacu,19032.68238,23790.85298,1.25,Herbivore,Eutherian,Tayassuidae,Pecari,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",,,,
183,1,1,Mammal,Artiodactyla,Pecari tajacu,20200,1.30E+04,0.643109901,Herbivore,Eutherian,Tayassuidae,Pecari,AnAge Data,HAGRID: 1716; Refs: 36;420;434;455;671;900,captivity; large sample size; high quality,,
184,1,1,Mammal,Artiodactyla,Phacochoerus africanus,57000,25478.25216,0.44698688,Herbivore,Eutherian,Suidae,Phacochoerus,Hatton et al 2015; from life history,African ecosystems,,,
185,1,1,Mammal,Artiodactyla,Phacochoerus africanus,100000,5.52E+04,0.5516346,Herbivore,Eutherian,Suidae,Phacochoerus,AnAge Data,HAGRID: 1708; Refs: 434;455;542;671,captivity; large sample size; high quality,,
186,1,1,Mammal,Artiodactyla,Philantomba maxwellii,7000,1.72E+03,0.246117857,Herbivore,Eutherian,Bovidae,Philantomba,AnAge Data,HAGRID: 1635; Refs: 434;455;610;638;671,captivity; small sample size; acceptable quality,,
187,1,1,Mammal,Artiodactyla,Philantomba monticola,6250,2.02E+03,0.3233992,Herbivore,Eutherian,Bovidae,Philantomba,AnAge Data,HAGRID: 1636; Refs: 364;344;555;426;711;000,captivity; medium sample size; acceptable quality,,
188,1,1,Mammal,Artiodactyla,Potamochoerus larvatus,70000,31829.9849,0.45471407,Herbivore,Eutherian,Suidae,Potamochoerus,Hatton et al 2015; from life history,African ecosystems,,,
189,1,1,Mammal,Artiodactyla,Potamochoerus porcus,88000,3.24E+04,0.368192955,Herbivore,Eutherian,Suidae,Potamochoerus,AnAge Data,HAGRID: 1710; Refs: 434;455;542;610;671;000;000;000;000,captivity; large sample size; high quality,,
190,1,1,Mammal,Artiodactyla,Procapra gutturosa,30000,8.97E+03,0.299021,Herbivore,Eutherian,Bovidae,Procapra,AnAge Data,HAGRID: 1637; Refs: 434;455;546;610;671,captivity; small sample size; acceptable quality,,
